step,eval_math500,ess,ess_shaped,clipped,frac_upper,skipped,trip,grad_norm,length,length_clip,entropy,reward,ppo_kl
36,,0.21746516227698842,0.22460450343226568,0.75,0.00671244509239285,0.0,0.375,0.19311981949671359,1091.721435546875,0.0,0.009437326341867447,0.362548828125,0.0015013815635837899
37,,0.3248217996069378,0.32544515593715523,0.0,0.004457283153218758,0.0,0.0,0.021461445269339113,1059.825927734375,0.0,0.009441361762583256,0.328857421875,0.0007369985830050516
38,,0.5025043017488582,0.5030589719859413,0.0,0.0025525048308428573,0.0,0.0,0.021025705709190066,1081.4853515625,0.000244140625,0.008804501965641975,0.368408203125,0.00015227579021647052
39,,0.4665727751868208,0.4682367483148983,0.0,0.0028473701337664884,0.0,0.0,0.019835160012836254,1008.5400390625,0.0,0.009021265432238579,0.290771484375,0.00018303661173464683
40,0.718,0.4373580963786441,0.43751591204513574,0.0,0.0028406741950450162,0.0,0.0,0.02041587851278398,1067.5751953125,0.0,0.008819391950964928,0.33984375,0.0003257953497629806
41,,0.41592942726247334,0.4181117433487195,0.0,0.003585069809474956,0.0,0.0,0.022686302784717435,1058.29833984375,0.000244140625,0.00838716235011816,0.3505859375,0.00047600554686807095
42,,0.3758176415448472,0.3761114024048067,0.25,0.0035650177239000508,0.0,0.125,0.023991860695448383,1123.9921875,0.000244140625,0.008254618383944035,0.3525390625,0.0003899000431510381
43,,0.30357590162150827,0.3060458187761864,0.25,0.004821506620958593,0.0,0.25,0.02523825611677475,1103.4462890625,0.000244140625,0.008709397166967392,0.36279296875,0.0006986922081536149
44,,0.2741921174686386,0.27466339709360044,0.375,0.005590240444518925,0.0,0.375,0.0273687661442453,1147.5859375,0.0,0.008664638735353947,0.322021484375,0.0010375021307330219
45,,0.25817355575758555,0.2633055092782396,0.625,0.004700850871039805,0.0,0.375,0.024446238410717025,1149.11083984375,0.0,0.008523106575012207,0.3349609375,0.0006532388519433299
46,,0.2449493379113015,0.24486338779774475,0.5,0.00462732067643214,0.0,0.5,0.02796418645504108,1235.283935546875,0.0,0.008491424843668938,0.3203125,0.0007863658831790114
47,,0.2069702836037063,0.2101024088491446,0.5,0.0065521423377884365,0.0,0.625,0.02666372200022917,1189.85400390625,0.00048828125,0.0084969662129879,0.322509765625,0.0012781634368719905
48,,0.23050775357736572,0.23113553841951784,0.5,0.006024102517481577,0.0,0.375,0.027124914268067936,1136.61083984375,0.000244140625,0.008431368507444859,0.3232421875,0.001347463042527074
49,,0.24099798953223373,0.24748550845477063,0.5,0.006262734763457178,0.0,0.5,0.02530594500027518,1150.15478515625,0.000244140625,0.00803284253925085,0.32421875,0.0011074896135722964
50,0.728,0.276307736598994,0.27965215188207754,0.5,0.0046802500021634035,0.0,0.25,0.024955955133822552,1146.563232421875,0.0,0.008024178445339203,0.3232421875,0.0007972515737947107
51,,0.25846144842416224,0.2723289182364094,0.25,0.005892367789900997,0.0,0.375,0.02325833259324325,1177.758056640625,0.0,0.007351601496338844,0.36376953125,0.0011514425795730353
52,,0.37233671056082396,0.3724267411780857,0.0,0.0032427934656178293,0.0,0.0,0.020487436886769794,1072.92041015625,0.000244140625,0.007472644560039043,0.2900390625,0.0003414451651772134
53,,0.48483962453002893,0.4985821985937817,0.0,0.0024546168543404757,0.0,0.0,0.021694869004178118,1093.85107421875,0.000244140625,0.007033527363091707,0.36083984375,0.00021910276310137532
54,,0.4271156921330707,0.46003289996678715,0.0,0.0025898208793894446,0.0,0.0,0.022858653362251236,1092.461181640625,0.000244140625,0.00675203138962388,0.35546875,0.00021123063421807982
55,,0.4576690222444077,0.4634934885125269,0.0,0.00277671536583691,0.0,0.0,0.02400873415986654,1103.680908203125,0.0,0.006416624877601862,0.402099609375,0.00023173180163927516
56,,0.4512963577400763,0.4512331077874603,0.0,0.002853664412897322,0.0,0.0,0.02309336744874292,1111.7705078125,0.0,0.006507096346467733,0.36767578125,0.0002981456206323606
57,,0.35775909073070955,0.37883179211471263,0.25,0.003234367923113402,0.0,0.125,0.023417363830251198,1127.21630859375,0.0,0.006301114335656166,0.363037109375,0.0005307035652233437
58,,0.4051711362478675,0.4067936131699844,0.25,0.0030563403994910234,0.0,0.125,0.02500932830995583,1192.022705078125,0.00146484375,0.007151800207793713,0.314453125,0.00024014257012383824
59,,0.4630422273224169,0.4707552923985773,0.0,0.0026595171608982697,0.0,0.0,0.02463366338026923,1235.7509765625,0.00048828125,0.006717801094055176,0.37841796875,0.00018382863366899946
60,0.72,0.3479551700096507,0.3710111020517539,0.125,0.002983751061002532,0.0,0.25,0.02528634889788131,1224.05908203125,0.000244140625,0.006889921613037586,0.353271484375,0.0004567686189325571
61,,0.3896944598425174,0.3905785411993048,0.625,0.002822130093555959,0.0,0.125,0.022418518810441962,1187.859375,0.0,0.006478836759924889,0.36376953125,0.00016306832286145932
62,,0.32928193980139125,0.3479467845129359,0.375,0.002978929295002798,0.0,0.25,0.02449160574709025,1189.45068359375,0.0,0.006808392237871885,0.328369140625,0.00023384568732562154
63,,0.36061119546412285,0.3738030910163386,0.0,0.003077081843236699,0.0,0.0,0.02680331808546717,1192.942138671875,0.0,0.006164925172924995,0.377685546875,0.0002793678497183075
64,,0.39472958598494234,0.4009992270845582,0.0,0.0033051563068438173,0.0,0.0,0.023693061827405177,1191.590576171875,0.000732421875,0.0066627138294279575,0.31005859375,0.00037350187599175894
65,,0.34252413928314435,0.38614617282541064,0.375,0.003171626305375871,0.0,0.25,0.02289548396689509,1145.551513671875,0.000244140625,0.0067712971940636635,0.34228515625,0.000512861296216026
66,,0.36679211963273456,0.3733633609745227,0.0,0.002751022288022594,0.0,0.0,0.02511543872808677,1256.4970703125,0.0009765625,0.006996797397732735,0.391357421875,0.00022390015678557993
67,,0.37115622679087235,0.38022907269772627,0.0,0.0031543502408057345,0.0,0.0,0.0258798555459397,1295.070068359375,0.000732421875,0.007030171807855368,0.310791015625,0.0003846510672066731
68,,0.40244313016034505,0.40319285475768674,0.0,0.003040808567389302,0.0,0.0,0.02490032243507359,1266.462646484375,0.00146484375,0.0063805533573031425,0.38427734375,0.00027107765294313326
69,,0.3649475521182989,0.36802119398278016,0.0,0.002991773003477247,0.0,0.0,0.025208260522139182,1270.659912109375,0.00146484375,0.0066084410063922405,0.35009765625,0.0002142108781208318
70,0.714,0.33629906384769065,0.33657818118992033,0.0,0.002869054192653365,0.0,0.0,0.0269662098841125,1196.27490234375,0.001708984375,0.006350969895720482,0.407958984375,0.00025108262814062715
71,,0.40570898409146017,0.41233668782409144,0.0,0.0030206147401766322,0.0,0.0,0.02649606403127205,1218.86376953125,0.00048828125,0.006124706007540226,0.3916015625,0.0003464393699057192
72,,0.3668040290311629,0.4040279029587546,0.5,0.0027891739743496884,0.0,0.125,0.025334613422376168,1294.74169921875,0.002197265625,0.006018940359354019,0.3935546875,0.0001899558129840507
73,,0.36551223129635446,0.38802242272539356,0.0,0.0030992987920570895,0.0,0.0,0.026839554794065166,1226.9833984375,0.001708984375,0.005901029799133539,0.399169921875,0.000375240827350017
74,,0.35354882488832295,0.36381113935573617,0.25,0.003450869029593636,0.0,0.25,0.026833130469878584,1287.0625,0.00634765625,0.006193612236529589,0.386962890625,0.00033317728287706816
75,,0.36217569186117743,0.36916714444383936,0.5,0.0030220358851244817,0.0,0.25,0.026391176195508327,1204.248779296875,0.0029296875,0.006687147542834282,0.363525390625,0.0002840971246593919
76,,0.3512233647519674,0.363513030061501,0.0,0.0032914080616581734,0.0,0.125,0.026657277704968296,1297.4794921875,0.0048828125,0.006560810375958681,0.421875,0.00043013749046409846
77,,0.4406424568091001,0.44054168847814246,0.0,0.0029719741536389102,0.0,0.0,0.026142281619136357,1180.195068359375,0.0029296875,0.006508789025247097,0.357666015625,0.0002245773931971525
78,,0.4000110323782349,0.4116524407274061,0.0,0.003069633729675887,0.0,0.0,0.025609126157637347,1152.74072265625,0.003173828125,0.005915441084653139,0.42431640625,0.00028246626171070475
79,,0.3877873086441339,0.39035323648658216,0.0,0.003034989130093741,0.0,0.0,0.025963629167784285,1170.15966796875,0.000244140625,0.006362097803503275,0.394287109375,0.00024680309933936917
80,0.722,0.3627822360876215,0.36953700408942325,0.5,0.003091272671371088,0.0,0.25,0.026803092667742758,1186.681884765625,0.00439453125,0.006419362500309944,0.37109375,0.0002874613873554921
81,,0.35814265279299395,0.36841510454501153,0.0,0.003146088276216562,0.0,0.125,0.025826530154531083,1173.328857421875,0.00439453125,0.005488219670951366,0.430908203125,0.0003479044127277102
82,,0.429719882094672,0.4443464961160989,0.0,0.0031042583068811424,0.0,0.0,0.025366545106085735,1202.057861328125,0.00390625,0.006005050614476204,0.381103515625,0.0002767895388531727
83,,0.367028872999708,0.372410097930554,0.0,0.0030108516803488998,0.0,0.0,0.02510550832224138,1106.193359375,0.002197265625,0.005524535197764635,0.39794921875,0.0002916851374444541
84,,0.3578238313380505,0.36245856464360504,0.0,0.0034159018034982808,0.0,0.0,0.026026488054964124,1189.001220703125,0.005126953125,0.005849633365869522,0.390380859375,0.0003343211324432124
85,,0.38254879202869285,0.38313671429024143,0.0,0.0032002901359804853,0.0,0.0,0.0252468496591991,1199.425048828125,0.006591796875,0.006049114279448986,0.35009765625,0.0002555830647455792
86,,0.3219896003895857,0.32465312787842493,0.375,0.003142642428455703,0.0,0.25,0.024508123798529034,1182.923828125,0.004150390625,0.00628228485584259,0.368896484375,0.0002355796305117508
87,,0.3892290360039163,0.3920554799800387,0.0,0.002878969884598068,0.0,0.0,0.02398243077487569,1232.639892578125,0.006591796875,0.005936392117291689,0.38330078125,0.00022021779880786294
88,,0.38503615365610927,0.39596749897958106,0.125,0.0028970413398516333,0.0,0.125,0.023915377093872717,1175.82275390625,0.004638671875,0.006031038239598274,0.357421875,0.00019065962424053378
89,,0.38837829714470185,0.39151989475927107,0.0,0.0029610879067800836,0.0,0.0,0.026640742506378996,1194.0625,0.0078125,0.005866094026714563,0.410888671875,0.00022124412172865133
90,0.72,0.36873384092370026,0.37313797972491625,0.0,0.0034099102711940992,0.0,0.0,0.02659830262668011,1199.68701171875,0.00439453125,0.005641264375299215,0.37939453125,0.0003426380343415284
91,,0.33049339447271603,0.3291713765760027,0.125,0.0036275705687322224,0.0,0.125,0.027377665092062894,1156.246826171875,0.0048828125,0.005892540328204632,0.3740234375,0.0004403849422500469
92,,0.35491353797372954,0.3710087558556026,0.375,0.0032117936281502325,0.0,0.125,0.031068359872221427,1176.893310546875,0.006103515625,0.005467766430228949,0.42236328125,0.000379710609547601
93,,0.24002958059019286,0.26814933403389307,0.5,0.0038594832682140347,0.0,0.375,0.027217234348458175,1154.72412109375,0.00537109375,0.005511458031833172,0.394775390625,0.002328192099435
94,,0.27014997181294476,0.27355351805861555,0.25,0.004285072718590282,0.0,0.375,0.029818320321360538,1337.062744140625,0.012451171875,0.005937538109719753,0.4052734375,0.0006833480953801971
95,,0.2885250509234204,0.3027355892636504,0.0,0.004097284704876051,0.0,0.0,0.03602192797368271,1298.188720703125,0.00732421875,0.006323191337287426,0.42822265625,0.0006437155533917084
96,,0.285781267452051,0.3088762178309211,0.25,0.004140669156487309,0.0,0.25,0.031679350044830114,1352.988525390625,0.006591796875,0.006511598825454712,0.38720703125,0.0007023608840066533
97,,0.2921352160748978,0.3032988459963742,0.25,0.0038935269626199477,0.0,0.125,0.032251811511245065,1301.244384765625,0.010009765625,0.006260025314986706,0.394287109375,0.00047659359446405663
98,,0.30209659223212154,0.31294799495251835,0.25,0.0039017542283994403,0.0,0.25,0.03079508177985424,1274.227783203125,0.00634765625,0.006064151413738728,0.4189453125,0.0005713323005004372
99,,0.31954186684672214,0.3308638636996369,0.375,0.0032950213611258727,0.0,0.25,0.029439723010728308,1352.700439453125,0.011962890625,0.006015932187438011,0.416748046875,0.00041413698666519167
100,0.726,0.30126504747438154,0.31157779686241593,0.125,0.00375439068568454,0.0,0.125,0.03078053681569611,1331.953125,0.009765625,0.0060351151041686535,0.374755859375,0.0007638337957605738
101,,0.2783714659382854,0.28047038884843933,0.375,0.003410744354544537,0.0,0.125,0.0315778049168398,1406.75341796875,0.01611328125,0.006590989418327808,0.437255859375,0.00034781964845588423
102,,0.2469074426069138,0.27832627203634674,0.375,0.003779093261854734,0.0,0.5,0.031141459928558844,1343.061279296875,0.00732421875,0.006778104230761528,0.420166015625,0.00041021867900227553
103,,0.2904799366034794,0.29247597104204537,0.5,0.0036016334684096435,0.0,0.375,0.030267036928556097,1372.97021484375,0.010986328125,0.006692343857139349,0.384765625,0.000430487770930179
104,,0.21911158016299756,0.2274701096411747,0.5,0.004381753703550772,0.0,0.375,0.03360251400544183,1362.81591796875,0.008056640625,0.007079713512212038,0.41259765625,0.0005256069253385709
105,,0.19406438479231342,0.21317355901506824,0.5,0.004535754086596019,0.0,0.625,0.03456531619697333,1407.884765625,0.0078125,0.0067185149528086185,0.38720703125,0.0008773301882001761
106,,0.21405703060972614,0.22356638171319054,0.625,0.004809712916097446,0.0,0.5,0.032451776253625664,1345.3828125,0.007568359375,0.006250094622373581,0.41796875,0.0007822571044456127
107,,0.22226610948434916,0.23402185497448752,0.625,0.005248703884350683,0.0,0.5,0.037263822040677894,1317.424072265625,0.008544921875,0.006619547493755817,0.380859375,0.001006640878901263
108,,0.20577031027157477,0.23579492457679074,0.625,0.004834867829195576,0.0,0.625,0.030317530578743465,1352.915771484375,0.00732421875,0.006515853106975555,0.374267578125,0.0007991922587622523
109,,0.22348241181482967,0.22675516606509177,0.625,0.004234643213431505,0.0,0.5,0.03247290638145629,1346.657470703125,0.00537109375,0.007251623086631298,0.362060546875,0.0005779579348594271
110,0.72,0.26045573501208535,0.269198301700667,0.375,0.005028566268862778,0.0,0.375,0.03011257228168643,1366.844970703125,0.00634765625,0.0067321122623980045,0.382568359375,0.0008930733014197996
111,,0.2348815859088561,0.24479897881981694,0.375,0.004617156622678647,0.0,0.375,0.03162063165425712,1328.110107421875,0.00390625,0.006827406585216522,0.3876953125,0.0011342312831865205
112,,0.20868908081514553,0.21184876536101147,0.5,0.004912208982100727,0.0,0.625,0.03085742170252534,1355.8828125,0.008056640625,0.00653796037659049,0.432373046875,0.0006058503975520832
113,,0.2390928199535074,0.2528225829485202,0.5,0.004129558460836769,0.0,0.5,0.031474910505534595,1404.105712890625,0.0029296875,0.006860864814370871,0.3828125,0.0008831340105857989
114,,0.24528551184697756,0.2448972697787272,0.5,0.004966534779178362,0.0,0.5,0.029499181031027916,1371.3583984375,0.0078125,0.006747142411768436,0.373291015625,0.0007745734821485581
115,,0.27555149857798905,0.29521022090022603,0.75,0.0032166295758107796,0.0,0.125,0.02944453821913151,1423.680419921875,0.0068359375,0.006954955868422985,0.401123046875,0.0003247720968249355
116,,0.31021028136171525,0.3145432340702997,0.5,0.0038702799268961153,0.0,0.25,0.02904320555399976,1369.2841796875,0.005126953125,0.0069099897518754005,0.3681640625,0.0004089252878123997
117,,0.2743197700039414,0.28159452444653216,0.375,0.003581910130071344,0.0,0.375,0.02909934605925038,1415.799560546875,0.0068359375,0.0070082820020616055,0.409423828125,0.000589282438901024
118,,0.25946949609413683,0.27620614549117484,0.625,0.0036065197569795826,0.0,0.25,0.027901879645965546,1363.6103515625,0.0068359375,0.00676822429522872,0.37548828125,0.00030802714450608445
119,,0.2526325768861933,0.2736465965340709,0.375,0.0036662812578909703,0.0,0.375,0.029183604661018762,1420.150146484375,0.0087890625,0.006797615438699722,0.417724609375,0.0006385637110423478
120,0.736,0.2870734766790083,0.29247688336057337,0.375,0.0036068534181638986,0.0,0.375,0.030069695057634793,1574.518798828125,0.014404296875,0.007576868403702974,0.354248046875,0.00040743919579780473
121,,0.2806766490042828,0.28073111871963013,0.75,0.002910364476118363,0.0,0.25,0.02710092908506042,1451.67333984375,0.012451171875,0.006833749357610941,0.409423828125,0.00027876027441542595
122,,0.28171660473437116,0.28716335825108114,0.375,0.003485779420236597,0.0,0.375,0.029122630349673204,1412.038818359375,0.006103515625,0.006837779190391302,0.390625,0.00046627346918053347
123,,0.3170816883658445,0.3213672746781557,0.125,0.003535288474157997,0.0,0.125,0.028832498391730035,1419.4794921875,0.01123046875,0.006630660034716129,0.351806640625,0.0004894561043715366
124,,0.31958162319024225,0.3249096824008132,0.125,0.0032153043213804934,0.0,0.125,0.03061930270289754,1500.048828125,0.012451171875,0.007038920186460018,0.389404296875,0.0003954965237515611
125,,0.262825913622327,0.2636581006549769,0.25,0.0032344502005998543,0.0,0.375,0.02776027190363161,1522.59228515625,0.0107421875,0.007051389664411545,0.342041015625,0.0003012137891588533
126,,0.2831333696731609,0.30807850631293443,0.375,0.0032303348722297594,0.0,0.375,0.03136974176859341,1508.159912109375,0.0078125,0.00729487556964159,0.3427734375,0.0002971443741283981
127,,0.28436887598943883,0.29584073009294715,0.25,0.0031922296361801793,0.0,0.25,0.027524077420201597,1454.879150390625,0.010498046875,0.0067606763914227486,0.423828125,0.00025271261930165167
128,,0.26073321884271394,0.27007242228345796,0.0,0.0033737500079815365,0.0,0.0,0.030812000533604042,1439.75927734375,0.01025390625,0.006945407018065453,0.421630859375,0.00042850605442171946
129,,0.29676826280197555,0.3092321568675136,0.375,0.0032350715931592586,0.0,0.375,0.029526546735445997,1513.856689453125,0.01220703125,0.006597068160772324,0.418701171875,0.00041394007588924287
130,0.72,0.27772389012642634,0.3233788975100295,0.625,0.0029727160824707622,0.0,0.125,0.030929050453010747,1528.761474609375,0.00830078125,0.006938551086932421,0.41845703125,0.0003176049343564469
131,,0.2995618039079363,0.3032660409915433,0.0,0.00325436818660835,0.0,0.0,0.029833614550374234,1410.56787109375,0.006103515625,0.006536900531500578,0.437744140625,0.00044140823703896274
132,,0.3277857658396152,0.35483375080525725,0.375,0.0030253312334994004,0.0,0.25,0.02866742540803205,1605.585205078125,0.017333984375,0.006803345400840044,0.42919921875,0.00034704820798760395
133,,0.29849464236850504,0.32334200838181026,0.125,0.0031608011201519205,0.0,0.25,0.03043668228492195,1557.7919921875,0.01025390625,0.006815288681536913,0.4560546875,0.000437483911055969
134,,0.3045178018448327,0.31332885225329987,0.5,0.0028797663792544505,0.0,0.375,0.02888284702360995,1614.257568359375,0.01513671875,0.006839517038315535,0.39013671875,0.00025656904104592605
135,,0.31595580310524285,0.31791188855232466,0.125,0.0028506594108350706,0.0,0.125,0.030985694773840416,1602.555419921875,0.018310546875,0.006625708192586899,0.48095703125,0.00030584594354486595
136,,0.26998120405887754,0.2891921008140843,0.375,0.0029161126863310382,0.0,0.375,0.03126779627608561,1608.2138671875,0.01953125,0.006716436706483364,0.445556640625,0.00037655137050094485
137,,0.2703152179685428,0.3079546146308534,0.375,0.0030703020959350165,0.0,0.125,0.027087754882945354,1503.281494140625,0.01318359375,0.006607126444578171,0.427978515625,0.00026664713592894915
138,,0.28726284228128884,0.30826708967700645,0.625,0.0028763888184260484,0.0,0.25,0.028620301301043156,1586.2138671875,0.01123046875,0.0065546827390789986,0.440185546875,0.00025174220582644064
139,,0.3062099459584789,0.3295410749944294,0.0,0.0031536283040634505,0.0,0.125,0.031211295316644558,1601.393798828125,0.015380859375,0.0066451081074774265,0.448486328125,0.0004548220584057168
140,0.706,0.27596292384150256,0.28072250626903167,0.375,0.003613555653502396,0.0,0.375,0.030877322532143557,1486.92041015625,0.010009765625,0.006912524346262217,0.366455078125,0.0004985576456104434
141,,0.2644654762058529,0.2734176991144502,0.125,0.003348808878801066,0.0,0.25,0.029861234461378276,1522.179931640625,0.0126953125,0.006651157978922129,0.427490234375,0.0005346826994967151
142,,0.32496275286637444,0.3418695327800065,0.125,0.0030812055668925135,0.0,0.125,0.030175148728737698,1402.15771484375,0.003173828125,0.00591425783932209,0.42822265625,0.0004208720820137858
143,,0.3133784239844145,0.3134672724038849,0.0,0.0031698875987660456,0.0,0.125,0.031165447384275055,1368.641357421875,0.00537109375,0.005685307551175356,0.462646484375,0.00034664156826440555
144,,0.2566593630658359,0.2653261808778817,0.25,0.003361310692386972,0.0,0.25,0.02935668512826018,1440.893798828125,0.008544921875,0.005782130174338818,0.41748046875,0.00043412327709861284
145,,0.3120193060017456,0.32613695831082745,0.375,0.00335540530735021,0.0,0.125,0.030406031578522057,1333.61572265625,0.00390625,0.005368596874177456,0.46044921875,0.00036144226990693086
146,,0.2852210870234292,0.2996865650745416,0.5,0.002951087944046734,0.0,0.25,0.03008052150195005,1471.905029296875,0.009765625,0.005779860075563192,0.417236328125,0.0003632916815968303
147,,0.28573764136078605,0.3017071775419037,0.375,0.003262901251591106,0.0,0.25,0.030874444331533794,1398.6435546875,0.010498046875,0.005912606604397297,0.4453125,0.00033555553247092767
148,,0.26422204613107747,0.2996243781964463,0.375,0.0034119541961932813,0.0,0.25,0.029363142281786207,1309.26953125,0.0048828125,0.005536386743187904,0.441650390625,0.0004732024776595876
149,,0.2926722627074229,0.30749796372388755,0.375,0.003407827096817259,0.0,0.25,0.0309813775124727,1452.06201171875,0.010498046875,0.005734769161790609,0.41259765625,0.00040121390794394885
150,0.728,0.26874137083029503,0.2988126149978406,0.5,0.00315910764293377,0.0,0.5,0.028967597264922658,1361.403564453125,0.010009765625,0.005363591015338898,0.453857421875,0.0004878963371814799
151,,0.27053879338101516,0.3431470524364495,0.75,0.0031898204025952986,0.0,0.125,0.031629768757264184,1322.4296875,0.008544921875,0.005451019387692213,0.442138671875,0.00039691723286979956
