step,eval_math500,ess,ess_shaped,clipped,frac_upper,skipped,trip,grad_norm,length,length_clip,entropy,reward,ppo_kl
152,,0.22741551018091444,0.26048034927715724,0.5,0.003398436173614062,0.0,0.5,0.028582007361971952,1345.2880859375,0.006591796875,0.005536694545298815,0.417724609375,0.0005543301072946208
153,,0.31085885076721737,0.32242710811911096,0.625,0.0030674773404971,0.0,0.125,0.0295890785618107,1369.88916015625,0.0068359375,0.005286633502691984,0.4423828125,0.0003311446829159503
154,,0.2587519714545442,0.26599730873184846,0.625,0.0030431059189705983,0.0,0.375,0.030387982121494784,1423.344482421875,0.010986328125,0.005389115773141384,0.437744140625,0.0003969283235721951
155,,0.30802412341310714,0.30796312474940535,0.125,0.0030893179852975556,0.0,0.125,0.02981836724584331,1449.1240234375,0.009765625,0.0053263939917087555,0.4287109375,0.0005372328256443145
156,,0.3053915078634658,0.31085296856195865,0.125,0.0030435961028007765,0.0,0.25,0.029937059833944173,1410.03564453125,0.010986328125,0.0056466590613126755,0.41943359375,0.00034983812017020993
157,,0.28703874399980533,0.29718069209174086,0.375,0.0030695425342870315,0.0,0.25,0.03170845729511302,1452.841064453125,0.012451171875,0.005777742713689804,0.43896484375,0.0003962257555149166
158,,0.2935966007489762,0.3205409062230956,0.25,0.0032407669634066274,0.0,0.125,0.032688001673296954,1432.107666015625,0.0087890625,0.005329725332558155,0.4365234375,0.000467868255582952
159,,0.3397512095970898,0.34386129455428716,0.375,0.003177977696257399,0.0,0.125,0.03264898086772308,1344.471435546875,0.0087890625,0.0053857481107115746,0.465087890625,0.00035825300564384813
160,0.734,0.3252556554474534,0.3346252760353245,0.125,0.0032347961466230694,0.0,0.125,0.028303991793038566,1325.9853515625,0.01171875,0.005050443112850189,0.502197265625,0.0005618143620248423
161,,0.3251539213777229,0.32699442137462265,0.25,0.0030347087942514564,0.0,0.125,0.03073842259945095,1409.82763671875,0.006103515625,0.005123281851410866,0.435791015625,0.0003610805899681408
162,,0.34919783066849786,0.3578028674734257,0.0,0.002965794954343357,0.0,0.0,0.032563922210420634,1497.9853515625,0.01220703125,0.0054130274802446365,0.402099609375,0.00043808062358269826
163,,0.24083405643021685,0.2663967734158875,0.5,0.0031499395971205002,0.0,0.625,0.03055523296402421,1538.379150390625,0.016845703125,0.005455361679196358,0.451416015625,0.00041216964626177596
164,,0.2698114724977199,0.28574804633890794,0.5,0.0029103176780456838,0.0,0.25,0.02986135991233787,1469.0126953125,0.010498046875,0.0050332434475421906,0.41943359375,0.0005315951577325488
165,,0.2423105456535826,0.31151100088231737,0.75,0.0028600342646398647,0.0,0.375,0.032952444229724966,1400.023193359375,0.0087890625,0.005051777232438326,0.46435546875,0.00034121219520726645
166,,0.2595718868126915,0.2622419996507185,0.375,0.003377151377834102,0.0,0.375,0.032324382484507815,1461.4140625,0.014404296875,0.005381768569350243,0.432373046875,0.0004292642732262021
167,,0.2874278249767396,0.3005835001022509,0.125,0.003386533451652782,0.0,0.125,0.031680033413360814,1412.69970703125,0.005859375,0.005008064676076174,0.426513671875,0.0006557593870367697
168,,0.24604849688912703,0.251163878221356,0.25,0.0034254285068031146,0.0,0.125,0.03498875765521561,1419.909423828125,0.00439453125,0.0051561701111495495,0.39697265625,0.0004131944945480573
169,,0.2657547426863624,0.29495763063311076,0.5,0.0033383023420406064,0.0,0.5,0.4097112806943153,1372.90966796875,0.010986328125,0.0051303463988006115,0.423095703125,0.0005946079016208703
170,0.712,0.2777704680914852,0.29923310799191677,0.375,0.003433266602916641,0.0,0.375,0.03303491375818637,1299.88525390625,0.003173828125,0.004880405031144619,0.493896484375,0.0015530183953550087
171,,0.2960238796168782,0.309652116734761,0.375,0.0030996690320644763,0.0,0.375,0.031992887804956766,1405.9599609375,0.00439453125,0.004989896435290575,0.44287109375,0.0005022325882798754
172,,0.2872023267884485,0.3248240830109058,0.5,0.003069494581437136,0.0,0.25,0.030786343037061306,1479.552490234375,0.009033203125,0.005369007587432861,0.40283203125,0.000333671172040264
173,,0.2823846254053941,0.31602044726809597,0.375,0.0033276758623664825,0.0,0.25,0.030949728246493474,1443.515869140625,0.008544921875,0.005436383653432131,0.37744140625,0.00039570077532341807
174,,0.26761532315631986,0.28447653325726374,0.25,0.0032453624577196694,0.0,0.125,0.03225534851359296,1447.99853515625,0.0048828125,0.005262706894427538,0.372314453125,0.00046314036775773216
175,,0.29993325502486756,0.326579009113632,0.5,0.003138301561287616,0.0,0.25,0.03057082821047255,1385.1181640625,0.01025390625,0.005236285738646984,0.383056640625,0.000284106962660382
176,,0.26613200400190895,0.29885877774619446,0.0,0.003021245902041638,0.0,0.0,0.033529176453879234,1445.232421875,0.0078125,0.005157059989869595,0.421630859375,0.0003808853399931686
177,,0.32371817606234493,0.32888812265517,0.0,0.0032363957537825763,0.0,0.0,0.03322306324174443,1397.5771484375,0.0048828125,0.005010783672332764,0.34326171875,0.00038704827679019897
178,,0.26142459147491004,0.3049258269101255,0.625,0.0029326769714073764,0.0,0.25,0.026962389420598337,1403.846435546875,0.007080078125,0.005077174864709377,0.346923828125,0.00025446870081750867
179,,0.2917533691779724,0.3014767607189631,0.0,0.0031593099748752473,0.0,0.125,0.031169065372299742,1375.311767578125,0.007568359375,0.005068733356893063,0.415771484375,0.00039152882562462404
180,0.694,0.2667361109965676,0.28655327160760397,0.25,0.003212954831189204,0.0,0.375,0.03281373725576328,1476.650146484375,0.00439453125,0.0051016127690672874,0.4375,0.0005351650943500054
181,,0.3172297679515375,0.33982492565537137,0.375,0.0031121185478662472,0.0,0.25,0.03277652559932551,1408.6162109375,0.006591796875,0.0053748758509755135,0.406494140625,0.00034295075466692293
182,,0.2917945483732358,0.3136947979851793,0.625,0.002875704881635441,0.0,0.25,0.028119515500343396,1368.89599609375,0.00537109375,0.005034323316067457,0.413330078125,0.00020556616412974491
183,,0.2977388292697485,0.3175471415052817,0.5,0.003012702518810204,0.0,0.25,0.0319097843497038,1444.138916015625,0.005126953125,0.0051463693380355835,0.391845703125,0.00032741841248297627
184,,0.21293374346414115,0.23098599159211175,0.625,0.0029532389571827198,0.0,0.5,0.04169684137010733,1519.255126953125,0.008056640625,0.005310400854796171,0.3994140625,0.0002871085633014493
185,,0.2991017100922537,0.31807103077602383,0.5,0.0031953501977636696,0.0,0.25,0.0639743080920373,1424.1630859375,0.00634765625,0.005323811434209347,0.42578125,0.0004936472696305968
186,,0.2623439674200161,0.26760695541638474,0.5,0.003507311219166271,0.0,0.375,0.056191347627756585,1420.268310546875,0.008056640625,0.005089270416647196,0.39501953125,0.0006650666986764144
187,,0.2401750112536202,0.253097458607807,0.625,0.0033832311268424814,0.0,0.375,0.03282696702596545,1396.288818359375,0.004150390625,0.005294919945299625,0.40625,0.0004323899079192958
188,,0.20869094623663112,0.23506678619163496,0.5,0.0031201770329526385,0.0,0.5,0.04284558559606712,1625.629150390625,0.008544921875,0.005304625723510981,0.364501953125,0.00043477370293847463
189,,0.21102927937307886,0.2435619864485023,0.5,0.0035514022473131053,0.0,0.375,0.03223121834744237,1483.79541015625,0.00537109375,0.0054048653692007065,0.377685546875,0.0004418959237154259
190,0.668,0.27629173158529774,0.2851595820095105,0.5,0.0030705626784226676,0.0,0.125,0.031030016638505752,1494.13134765625,0.008544921875,0.005046991165727377,0.35107421875,0.00046768091717705067
191,,0.22819774674012538,0.25409317289072453,0.5,0.003356180092376808,0.0,0.375,0.03070468691437688,1411.37158203125,0.007080078125,0.005048308055847883,0.372802734375,0.00036871635375189713
192,,0.26816591640001286,0.2753381827935266,0.5,0.003226890607497782,0.0,0.5,0.0327463082880458,1511.82763671875,0.009033203125,0.005374000873416662,0.3681640625,0.0003924723340876737
193,,0.2593899552170597,0.26099482675826535,0.625,0.003201495697649172,0.0,0.375,0.03327137110542415,1435.453369140625,0.005615234375,0.005015379749238491,0.375,0.00039696449793509493
194,,0.2656030146553303,0.2701285858229612,0.5,0.0032423061152458883,0.0,0.375,0.033388326293788836,1492.19482421875,0.0107421875,0.004717925563454628,0.41162109375,0.0005359444648102377
195,,0.26089122750900184,0.26005937307965876,0.5,0.003518326211752296,0.0,0.375,0.032799311731088944,1479.896728515625,0.008056640625,0.005180730018764734,0.37939453125,0.0004971804241107643
196,,0.2480990911022557,0.2720981395362105,0.5,0.0035937011389976263,0.0,0.375,0.031242369982940152,1399.38623046875,0.00537109375,0.0049457848072052,0.388671875,0.0006334690954249985
197,,0.2682927326907204,0.2871967353030997,0.5,0.0036536993009102297,0.0,0.25,0.031402201122990636,1416.674072265625,0.0029296875,0.005105002783238888,0.41845703125,0.0005165470333873207
198,,0.25097353546245066,0.2722221386700975,0.375,0.003445583623992149,0.0,0.375,0.031095451623779396,1482.017822265625,0.010498046875,0.004851704929023981,0.40625,0.0005944044049603994
199,,0.24486870432629038,0.2783140875819422,0.375,0.003220090651904029,0.0,0.375,0.03240964807204079,1580.8134765625,0.010009765625,0.0054319193586707115,0.36376953125,0.0004348338769096708
200,0.68,0.2851518275694601,0.2897368295120796,0.375,0.0029322326061167006,0.0,0.25,0.03514961855886459,1612.4013671875,0.016845703125,0.005305707920342684,0.387451171875,0.00036702150585789597
