step,eval,ess,ess_shaped,clipped,frac_upper,skipped,trip,grad_norm,length,length_clip,entropy,reward,ppo_kl
0,0.16875,,,,,,,,,,,,
1,,0.37096846192274663,0.370941095907452,0.5,0.002368944418233105,0.0,0.25,0.39025734831862946,1072.70263671875,0.004150390625,0.6278011798858643,0.233642578125,3.822304006160608e-05
2,,0.3865229555004057,0.3869125698539494,0.5,0.0023072299761214016,0.0,0.25,0.6581496014634964,1096.9013671875,0.00537109375,0.5658865571022034,0.256103515625,9.637897974037264e-06
3,,0.388555062558972,0.3884142866749696,0.5,0.002438279258256205,0.0,0.25,0.41650847139769515,1125.91552734375,0.00537109375,0.4704429805278778,0.262939453125,7.491026614048145e-05
4,,0.35806026511397676,0.35785897265660815,0.5,0.002601410874578652,0.0,0.25,0.27180960810711885,1162.461181640625,0.0048828125,0.4078949987888336,0.25341796875,3.917495280304728e-06
5,,0.3408177813940526,0.34086207072406927,0.5,0.002487509363415366,0.0,0.25,0.13572500789546216,1134.97900390625,0.0048828125,0.3569676876068115,0.306640625,2.3246845103862982e-05
6,,0.3650007641292715,0.36500332181369927,0.625,0.0024757031680491086,0.0,0.375,0.20541466417834592,1124.91064453125,0.005126953125,0.316403329372406,0.29248046875,3.648854631742548e-05
7,,0.3517993171746808,0.35185772834321466,0.625,0.0026123387502171498,0.0,0.25,0.1422434449946358,1098.65576171875,0.002685546875,0.2780270278453827,0.3193359375,3.245683398536888e-05
8,,0.4346247587117905,0.4346056552576846,0.375,0.002627021496540792,0.0,0.125,0.10048182647639702,1060.27392578125,0.00244140625,0.251729279756546,0.346435546875,-7.76368324431805e-06
9,,0.4068772891052118,0.4068628889196464,0.5,0.002518720475933896,0.0,0.25,0.16312851103232517,1137.373046875,0.003173828125,0.23868662118911743,0.36767578125,-5.396317781024327e-06
10,0.21666666666666667,0.4362993877343019,0.4366210411854078,0.5,0.002473860139093585,0.0,0.125,0.28731746937254893,1091.474853515625,0.003173828125,0.21847891807556152,0.3525390625,1.101099549150793e-05
11,,0.5282435639912922,0.528240477944411,0.0,0.0025774836943777,0.0,0.0,0.17594183154825577,1107.073486328125,0.0029296875,0.20933887362480164,0.378173828125,2.109735989996864e-05
12,,0.44921885037777654,0.44926286187520414,0.5,0.002598814242351529,0.0,0.25,0.1094638743682534,1053.637939453125,0.00146484375,0.2042444944381714,0.3701171875,-1.935645636133761e-05
13,,0.43706412256127136,0.43767090779702744,0.5,0.0024935597568135895,0.0,0.25,0.13327196817551018,1069.6904296875,0.0009765625,0.20191173255443573,0.3740234375,1.576038955043065e-05
14,,0.43752781876837454,0.4384350294458136,0.5,0.0025461223755120213,0.0,0.125,0.1381389262870442,1036.516357421875,0.00146484375,0.19170407950878143,0.3974609375,6.614389369996588e-06
15,,0.42561904461043987,0.42572703415491264,0.5,0.002497857001282414,0.0,0.125,0.13533821638611393,1049.96240234375,0.001708984375,0.18105868995189667,0.4091796875,6.8903954299296775e-06
16,,0.4958588143787397,0.49586037242490727,0.5,0.002467490467219365,0.0,0.125,0.3059716569231378,1027.782470703125,0.0009765625,0.16712892055511475,0.41845703125,2.7681925531513545e-05
17,,0.4886809986257069,0.48877420795040993,0.0,0.0023197015610561976,0.0,0.0,0.20487877328509946,1052.211181640625,0.0009765625,0.1657266467809677,0.392822265625,9.337814900413201e-06
18,,0.45906272453093416,0.4591995733716503,0.0,0.002709984953132212,0.0,0.0,0.13576714415105945,1034.08349609375,0.0009765625,0.17742496728897095,0.3681640625,1.745340946462331e-05
19,,0.4618091964798095,0.46276418390175084,0.5,0.0023373996526727036,0.0,0.125,0.12004479793179616,1036.81640625,0.0009765625,0.16897690296173096,0.38134765625,2.097105840910274e-05
20,0.21458333333333332,0.4858801975222923,0.5005478701604172,0.375,0.0024009238542773486,0.0,0.125,0.10175521878396748,1063.937744140625,0.00146484375,0.15309074521064758,0.42919921875,3.7106907552381716e-06
21,,0.45221634320028703,0.45216994446135556,0.375,0.002586666410863604,0.0,0.125,0.11594080597324058,1077.998046875,0.0009765625,0.15825344622135162,0.390625,1.2942756899499603e-05
22,,0.43676085568736317,0.450711469541155,0.5,0.002463485680061942,0.0,0.125,0.10240264164556453,1022.597412109375,0.0009765625,0.15884603559970856,0.42626953125,1.5983356172021166e-05
23,,0.5265718690475676,0.5265469856108539,0.0,0.0024486058849425203,0.0,0.0,0.1283276026999926,1040.679931640625,0.002197265625,0.15619930624961853,0.38232421875,6.0356309478335234e-05
24,,0.45315645005265537,0.4531891027509258,0.5,0.0025449835288967135,0.0,0.25,0.15863204929934532,1033.552978515625,0.000244140625,0.15397542715072632,0.40478515625,-2.3295022695101074e-05
25,,0.5414685643965469,0.5426764729019308,0.0,0.0022990196890801517,0.0,0.0,0.12754163325618828,993.29541015625,0.00146484375,0.15328291058540344,0.453857421875,1.7296213999687083e-05
26,,0.4817520908635202,0.48182086280598757,0.0,0.0022177081066408148,0.0,0.0,0.12755572762368794,1012.929931640625,0.000732421875,0.14689220488071442,0.455810546875,4.689941727270429e-05
27,,0.504690880772434,0.5046930357634782,0.375,0.002320446738714874,0.0,0.125,0.10396432867099778,1026.12841796875,0.001708984375,0.14939327538013458,0.42822265625,2.1718395974051275e-05
28,,0.43332830502258257,0.43590592819607843,0.0,0.002436765219909934,0.0,0.0,0.18137270709241482,1056.983154296875,0.00244140625,0.15345498919487,0.423828125,3.266017034368771e-05
29,,0.5150328655799734,0.5150763946939609,0.0,0.0025613460211049207,0.0,0.0,0.10953048946181763,1005.646240234375,0.001708984375,0.14986003935337067,0.428466796875,-1.052620585814247e-05
30,0.225,0.5140815799342554,0.5141653321652608,0.0,0.002268148189039967,0.0,0.0,0.13466197409661887,1023.14794921875,0.000732421875,0.1473824828863144,0.42236328125,2.6432220883274325e-05
31,,0.4079169123218441,0.40797947415952296,0.375,0.0025841045103378777,0.0,0.125,0.10610660165776475,1033.84765625,0.00146484375,0.1453089863061905,0.445068359375,1.3274758641459686e-05
32,,0.48759814385235867,0.4877903697644109,0.375,0.002481975291015843,0.0,0.125,0.10062164386685468,1029.22900390625,0.001220703125,0.1380476951599121,0.45849609375,2.3065052323476305e-05
33,,0.5160070035394377,0.5161810205874928,0.0,0.002317147669965357,0.0,0.0,0.11578430394705551,1051.49951171875,0.001220703125,0.13987183570861816,0.456787109375,1.0350684554605922e-05
34,,0.5251414506430898,0.5252028212946959,0.0,0.002298264162990184,0.0,0.0,0.10023787953854324,1040.55810546875,0.001708984375,0.146369069814682,0.414306640625,1.5578804451068763e-05
35,,0.568175984043731,0.569365821349145,0.0,0.00223779364452359,0.0,0.0,0.09966473231733228,997.96533203125,0.0009765625,0.1383088082075119,0.48046875,3.09090334228854e-05
36,,0.5096538965959179,0.512139024831486,0.0,0.0024177705315571903,0.0,0.0,0.12838426911353004,1054.201416015625,0.001220703125,0.13108418881893158,0.49267578125,1.0722804657131096e-05
37,,0.4957765380113533,0.49582507699705614,0.375,0.002300405551112223,0.0,0.125,0.09782549400085926,1055.37060546875,0.00048828125,0.13357454538345337,0.46435546875,-3.441097607649449e-07
38,,0.5329972732910326,0.5331266206374246,0.0,0.0021446186077917874,0.0,0.0,0.11651960349140594,1129.0166015625,0.003662109375,0.12968429923057556,0.46240234375,1.4480975317591552e-05
39,,0.4786350045366372,0.4947818860527838,0.0,0.0029453884171406,0.0,0.0,0.1098808532912062,1060.9697265625,0.002197265625,0.14136329293251038,0.401123046875,5.899801019726426e-05
40,0.225,0.48673808961864456,0.5050328497676826,0.375,0.0022783994735681,0.0,0.125,0.11431827221143002,1112.030517578125,0.0009765625,0.1302577257156372,0.4599609375,3.604155572019725e-05
41,,0.4862136694794393,0.4868073233905465,0.0,0.002380510989587515,0.0,0.0,0.1190687708338096,1023.82373046875,0.001953125,0.13816015422344208,0.4814453125,3.5477051746271275e-05
42,,0.44651755177845465,0.44665400583519044,0.375,0.0028403371388605386,0.0,0.125,0.11617703565637524,1062.661865234375,0.00146484375,0.13221824169158936,0.490966796875,5.338775842927844e-05
43,,0.4973036455815968,0.5038383965313309,0.0,0.002352179113931182,0.0,0.0,0.09989728857705268,1023.61083984375,0.0009765625,0.13916297256946564,0.491455078125,-3.851041849698175e-06
44,,0.5178602018458296,0.5177550147691439,0.0,0.002483713177021992,0.0,0.0,0.0906022831854035,1088.44091796875,0.00146484375,0.1375555545091629,0.43798828125,2.4283800687404282e-05
45,,0.5123615058487637,0.5228184221746978,0.0,0.0022550835632931584,0.0,0.0,0.12205445724823019,1087.00830078125,0.00146484375,0.13124537467956543,0.456298828125,4.587982860761267e-05
46,,0.5116939447182569,0.5171016135278561,0.0,0.002449686508596553,0.0,0.0,0.1040441637795454,1089.708251953125,0.0009765625,0.12787123024463654,0.452880859375,1.1064433497498526e-05
47,,0.5000734341787635,0.5006925978429462,0.0,0.0022652819915314096,0.0,0.0,0.08750169150395617,1076.581787109375,0.001953125,0.12887457013130188,0.464111328125,1.6812906214901267e-05
48,,0.49112226949927124,0.491217010785866,0.5,0.0025193657102917317,0.0,0.125,0.11546182088847105,1047.2392578125,0.001953125,0.13201302289962769,0.435546875,1.0400334540082589e-05
49,,0.4479968982138156,0.4481279822190945,0.375,0.0023395349290263314,0.0,0.125,0.08882102898017136,1061.03271484375,0.00390625,0.13564205169677734,0.466064453125,4.111463189428516e-05
50,0.25416666666666665,0.4902323202837594,0.4909408104834669,0.0,0.0023892805087548505,0.0,0.0,0.11141937255557645,1078.269775390625,0.00341796875,0.12790930271148682,0.465576171875,2.6199696141393507e-05
51,,0.5475992541700463,0.5478794094155583,0.0,0.002128617356710148,0.0,0.0,0.0933784995919103,1130.931884765625,0.003662109375,0.11666981130838394,0.51220703125,8.334694660305786e-06
52,,0.433227928490262,0.43326489892098935,0.0,0.0024673494172699614,0.0,0.0,0.10890574168611591,1121.428466796875,0.00341796875,0.12644460797309875,0.44482421875,1.1478721877367093e-05
53,,0.4882296295568751,0.4892414275509425,0.0,0.0023167992217323855,0.0,0.0,0.09081678933829282,1144.475830078125,0.003662109375,0.1216176301240921,0.499755859375,7.7315916546065e-06
54,,0.48896929165919856,0.49116389009019756,0.0,0.0023468097605571247,0.0,0.0,0.09325692530498224,1172.246337890625,0.0048828125,0.12320484966039658,0.497314453125,2.464227140068708e-05
