step,eval,ess,clipped,frac_upper,skipped,trip,grad_norm,length,length_clip,entropy,reward,ppo_kl
0,0.17291666666666666,,,,,,,,,,,
1,,0.35197736700457255,0.0,0.002459165530382386,0.0,0.0,0.022623755062287462,1098.520263671875,0.005859375,0.08376087993383408,0.220703125,1.6569686358807107e-05
2,,0.3942767331903074,0.0,0.002531027041714072,0.0,0.0,0.023705270004361012,1078.347900390625,0.006103515625,0.07948579639196396,0.2666015625,9.828912543308603e-05
3,,0.37657087379139886,0.0,0.0024559271819896773,0.0,0.0,0.026711098195007645,1085.96044921875,0.004638671875,0.05934052914381027,0.293212890625,0.00014891632545814082
4,,0.35799457240784827,0.0,0.002526436818735426,0.0,0.0,0.01817460957171276,1095.39013671875,0.004150390625,0.041050393134355545,0.2822265625,7.443103137738659e-05
5,,0.4115664205637276,0.0,0.0024176462520244793,0.0,0.0,0.016384439778431924,1049.997802734375,0.001953125,0.02924475073814392,0.3544921875,6.862976001226823e-05
6,,0.5209632057306396,0.0,0.0020064870752318463,0.0,0.0,0.013428730634929954,1033.978759765625,0.001708984375,0.024125464260578156,0.34619140625,2.207041404168485e-05
7,,0.501521526612048,0.0,0.0020328901431369193,0.0,0.0,0.019030898500451827,1001.377685546875,0.0009765625,0.020794373005628586,0.363037109375,3.411832188424174e-05
8,,0.46043292750268844,0.0,0.0019884090568559934,0.0,0.0,0.012414528883282417,965.7587890625,0.0009765625,0.01756439544260502,0.38037109375,3.392822968473455e-05
9,,0.5114492522838631,0.0,0.0018391940496706334,0.0,0.0,0.01694898882901833,1039.23681640625,0.001708984375,0.017563171684741974,0.40869140625,5.2252775314373965e-06
10,0.19791666666666666,0.47002838486621046,0.0,0.0020214955544859544,0.0,0.0,0.016514021558164966,1015.529541015625,0.00244140625,0.015942495316267014,0.38134765625,-6.369024658978458e-06
11,,0.5244976768926175,0.0,0.0020179178256466116,0.0,0.0,0.017840756238269993,1024.564208984375,0.001708984375,0.014415550045669079,0.412841796875,-2.8261042831366644e-06
12,,0.484605560285755,0.0,0.00208980995529251,0.0,0.0,0.01865824235636089,962.919921875,0.001708984375,0.013600382953882217,0.3955078125,1.4306435036992583e-05
13,,0.5987690746393413,0.0,0.002036303053469946,0.0,0.0,0.01839309571665209,966.170166015625,0.00048828125,0.014667412266135216,0.42041015625,-1.2699883697224004e-05
14,,0.5800911790942432,0.0,0.0021790267645016466,0.0,0.0,0.012477163880553609,955.675537109375,0.00048828125,0.01407076045870781,0.408203125,1.066429292162497e-06
