step,eval_math500,grad_norm,length,length_clip,entropy,reward,ppo_kl
31,,0.2041553048784593,1001.866455078125,0.002685546875,0.11242415755987167,0.297119140625,0.00011172705878554408
32,,0.22439020376384033,999.63525390625,0.002197265625,0.10221226513385773,0.305419921875,6.838957451823625e-05
33,,0.21451276441549394,999.831298828125,0.001953125,0.09848111122846603,0.32470703125,9.092504783346655e-05
34,,0.20253949158917703,1027.535400390625,0.001708984375,0.10485799610614777,0.286865234375,0.00018095508577940697
35,,0.23514672801679337,1005.208984375,0.001953125,0.0988587811589241,0.34716796875,0.00013726400789322053
36,,0.22503785924629927,1049.93798828125,0.001953125,0.08705174922943115,0.358154296875,0.00010500766885649506
37,,0.2222780421925583,991.40087890625,0.001220703125,0.09093153476715088,0.328369140625,0.0001268744846780597
38,,0.19834546041206666,1124.869140625,0.00537109375,0.08438540995121002,0.335693359375,9.72565041787258e-05
39,,0.18763089648296208,1078.5263671875,0.00146484375,0.09487679600715637,0.275634765625,0.00010967923788613258
40,0.726,0.19011251965620918,1104.601806640625,0.00341796875,0.08006823062896729,0.3193359375,0.00011338173022249856
41,,0.19507761613636132,1052.446533203125,0.001708984375,0.08553758263587952,0.33251953125,0.00011715682563900507
42,,0.19054200789244402,1096.815185546875,0.00390625,0.07596901804208755,0.33642578125,0.0001115560201842077
43,,0.20192139548451357,1033.504638671875,0.001708984375,0.0792904645204544,0.351806640625,0.00013899719492798112
44,,0.19041251737317796,1099.628662109375,0.003662109375,0.07501880079507828,0.310302734375,0.00010480512000575018
45,,0.19581749453156,1125.735595703125,0.00732421875,0.07335727661848068,0.321533203125,0.000141432517406385
46,,0.1822103876902556,1150.5166015625,0.00341796875,0.07194775342941284,0.294677734375,0.00011831431300527473
47,,0.18378664952216744,1145.17236328125,0.003662109375,0.07003624737262726,0.321533203125,0.00011733309608358646
48,,0.1857871466448467,1123.3896484375,0.00537109375,0.07248099893331528,0.296630859375,0.0001586861569160547
49,,0.20242247879241793,1130.910888671875,0.0068359375,0.06985010951757431,0.317138671875,0.00014172444053185037
50,0.732,0.19201727478385783,1161.031005859375,0.005859375,0.06921034306287766,0.305908203125,0.00014912916860027885
51,,0.1908298580598527,1191.914306640625,0.00732421875,0.06131398677825928,0.343994140625,0.00014403241401063656
52,,0.19043685169796942,1166.960693359375,0.0068359375,0.06614743173122406,0.284423828125,0.000164637377716648
53,,0.18566512802992519,1238.504150390625,0.0107421875,0.061140645295381546,0.345947265625,0.00014329244615574055
54,,0.22127786811391578,1285.992431640625,0.017333984375,0.06269099563360214,0.32958984375,0.00017899687189479362
55,,0.1951943550972276,1239.024169921875,0.01171875,0.05681402608752251,0.38232421875,0.00016044078031936712
56,,0.1930388865951064,1231.669677734375,0.013427734375,0.05671737343072891,0.34716796875,0.00014438851612753227
57,,0.1895506853412721,1182.161376953125,0.009765625,0.05721323937177658,0.344482421875,0.00016626448382410785
58,,0.1859157232224731,1256.25830078125,0.01416015625,0.056301333010196686,0.325927734375,0.00014569191914759474
59,,0.1950290799789227,1246.017578125,0.016357421875,0.05330422520637512,0.371337890625,0.00018102879345628745
60,0.742,0.18731476151672133,1282.541259765625,0.018798828125,0.05198456346988678,0.342041015625,0.0001987629673238326
61,,0.184989303050611,1287.973388671875,0.01806640625,0.05257108062505722,0.362548828125,0.00016814144013827114
62,,0.19378538881305882,1382.69970703125,0.030517578125,0.05638287216424942,0.321533203125,0.00018782964764050387
63,,0.18819442878922144,1339.07080078125,0.02783203125,0.04853116720914841,0.378662109375,0.0001753892696646412
64,,0.18855456218002303,1396.065185546875,0.031005859375,0.05072128027677536,0.297119140625,0.0002117927335045048
65,,0.20323845438766144,1317.379638671875,0.023193359375,0.052594855427742004,0.328857421875,0.0002178453796564857
66,,0.20274654802971187,1298.33837890625,0.025146484375,0.0480671226978302,0.37255859375,0.00020568167164310323
67,,0.17901294682721336,1426.823974609375,0.0302734375,0.04836089164018631,0.30859375,0.000192227355239001
68,,0.21261781949630065,1371.046875,0.0283203125,0.048686619848012924,0.345703125,0.00026894372771350355
69,,0.18427084273501315,1329.6787109375,0.025634765625,0.049016933888196945,0.32763671875,0.0002164290276062512
70,0.742,0.19920752969180267,1334.942626953125,0.032958984375,0.046964049339294434,0.38427734375,0.00017664802013819887
71,,0.20077769286899366,1395.8232421875,0.0322265625,0.04532443732023239,0.383544921875,0.00024411123446817164
72,,0.1772425630585484,1466.13916015625,0.039306640625,0.04290862753987312,0.365234375,0.00017399661739290196
73,,0.1933700415114435,1333.394287109375,0.03125,0.042628075927495956,0.379638671875,0.00021247548430453777
74,,0.19347675950833482,1483.135009765625,0.041748046875,0.04182778298854828,0.381591796875,0.0003278039391564273
75,,0.20978455543097363,1421.445556640625,0.036376953125,0.04745959863066673,0.33984375,0.0002070322455297115
76,,0.18938641215658777,1473.2333984375,0.038818359375,0.043360039591789246,0.40380859375,0.0002460169478125588
77,,0.20111710611894865,1452.55029296875,0.042236328125,0.044829219579696655,0.351806640625,0.00020943891503601245
78,,0.19947834759957386,1347.160400390625,0.035888671875,0.042242731899023056,0.416259765625,0.00028457371085642146
79,,0.193793594010609,1376.25537109375,0.037841796875,0.04364796727895737,0.373779296875,0.0001970259822864626
80,0.726,0.1842351895066869,1472.148681640625,0.041015625,0.04272237420082092,0.34619140625,0.0002594410199378672
81,,0.2032302885892769,1377.858154296875,0.036376953125,0.03987704962491989,0.421142578125,0.0003361363469521602
82,,0.18442056394288248,1524.70654296875,0.051513671875,0.04019618779420853,0.37353515625,0.00024713525542185977
83,,0.18584101109452592,1427.842529296875,0.0439453125,0.03822292014956474,0.36572265625,0.0002432241121837819
84,,0.19640009345307158,1564.2060546875,0.058837890625,0.03834310546517372,0.388916015625,0.0002868086905059412
85,,0.1934410376317369,1488.870361328125,0.049560546875,0.03770449012517929,0.33544921875,0.00027373007192462345
86,,0.18858728575625416,1492.720458984375,0.050048828125,0.03936207666993141,0.343994140625,0.00024304293496790752
87,,0.1864988562955327,1592.346435546875,0.059326171875,0.035538531839847565,0.36376953125,0.00024415359768676097
88,,0.19598586657029715,1454.84716796875,0.05126953125,0.0379401370882988,0.341064453125,0.00028893865469541423
89,,0.20534034667559853,1565.7841796875,0.066162109375,0.03537045791745186,0.38037109375,0.00045096689339091714
90,0.742,0.19973413836010465,1530.1201171875,0.05615234375,0.035110361874103546,0.37060546875,0.000325940368077593
91,,0.20266609731836693,1538.544921875,0.058837890625,0.0372176393866539,0.375,0.0003052441010992173
92,,0.20223793309785848,1597.922607421875,0.06201171875,0.03306203335523605,0.391357421875,0.0003583661919449392
93,,0.20562775319630955,1395.9443359375,0.038818359375,0.03581719100475311,0.386962890625,0.00034298052048598043
94,,0.20774753141776453,1673.834228515625,0.0712890625,0.03222603723406792,0.378173828125,0.0003532325320093498
95,,0.20795210431945216,1526.255126953125,0.0576171875,0.03392725810408592,0.41357421875,0.00034192826551334343
96,,0.1993659923356755,1557.142822265625,0.060546875,0.03481634333729744,0.359619140625,0.0003432624459712817
97,,0.20123324378242458,1707.947021484375,0.073486328125,0.03376535698771477,0.386474609375,0.0002732609720663054
98,,0.20928648366008684,1548.157958984375,0.061279296875,0.03399346396327019,0.404541015625,0.00038955748571899347
99,,0.18711857951952468,1654.494384765625,0.066650390625,0.030546534806489944,0.412841796875,0.0003184074950469709
100,0.718,0.20351270371121144,1646.72802734375,0.068603515625,0.03188210725784302,0.39453125,0.0003909214368113349
101,,0.19033298642599283,1714.886962890625,0.08203125,0.03095785528421402,0.4150390625,0.0003398971601538865
102,,0.19179453757981663,1653.72119140625,0.076171875,0.03226826712489128,0.392578125,0.0003292179318878436
103,,0.1995608533850822,1594.0400390625,0.066650390625,0.03244362026453018,0.378173828125,0.0003623216864016659
104,,0.19750661433855926,1603.1806640625,0.062255859375,0.03342493623495102,0.3837890625,0.0003662045567720575
105,,0.15756760549433502,1717.495361328125,0.07666015625,0.03167608752846718,0.372802734375,0.0002349955463100522
106,,0.19359688371848482,1573.98193359375,0.062744140625,0.030841663479804993,0.403076171875,0.00036995964489153704
107,,0.18284438514111576,1576.212890625,0.064697265625,0.03248145803809166,0.362548828125,0.00043404117452706915
108,,0.1689409092743781,1821.20947265625,0.08984375,0.029974162578582764,0.344970703125,0.0002444368952429462
109,,0.18570006245621717,1620.441650390625,0.067626953125,0.033984918147325516,0.33837890625,0.0003231388049392054
110,0.722,0.19620015401690247,1669.89892578125,0.07373046875,0.031937845051288605,0.358154296875,0.0003780634531769146
111,,0.18513897455648337,1706.934814453125,0.077880859375,0.03142590820789337,0.380126953125,0.00023748248474548205
112,,0.20592151898468336,1551.023681640625,0.0654296875,0.031084682792425156,0.41357421875,0.00035025970595285266
113,,0.19113903329090304,1685.2685546875,0.074951171875,0.03027934394776821,0.372802734375,0.0003455041635597499
114,,0.18997913597837182,1597.333740234375,0.068115234375,0.02973514422774315,0.361083984375,0.0003470823315579944
115,,0.18479308407559503,1723.46826171875,0.080078125,0.030018093064427376,0.3876953125,0.00046884465549013044
116,,0.18023995797443407,1700.721923828125,0.0771484375,0.029007909819483757,0.35400390625,0.0002815131323985273
117,,0.18953302184783183,1692.107177734375,0.078369140625,0.030899515375494957,0.398193359375,0.0004415840008564375
118,,0.198221850734363,1553.1552734375,0.06787109375,0.02914712391793728,0.378173828125,0.0004377138019975693
119,,0.1939767016076765,1691.449462890625,0.078369140625,0.02793440781533718,0.414306640625,0.00043945536439107255
120,0.718,0.17344913369041468,1827.08349609375,0.0908203125,0.029642930254340172,0.319580078125,0.00031582827286968923
121,,0.18708296998495563,1569.800537109375,0.065673828125,0.03061952069401741,0.409912109375,0.000423497032585358
122,,0.19616868034275595,1585.187255859375,0.067626953125,0.030210567638278008,0.384033203125,0.0004178477205566679
123,,0.18774138336506496,1658.25634765625,0.0771484375,0.029264889657497406,0.3271484375,0.00042165475578903356
124,,0.1998176411167118,1711.818603515625,0.081787109375,0.03029448539018631,0.362548828125,0.00031374643734261254
125,,0.196667344661052,1716.70654296875,0.07958984375,0.028529034927487373,0.32763671875,0.00047792572191605073
126,,0.1960384786199042,1658.165771484375,0.072998046875,0.029769254848361015,0.330322265625,0.0005051547224489638
127,,0.18085354075966378,1654.525390625,0.075439453125,0.02713700383901596,0.403076171875,0.00038844871097851733
128,,0.19971201028181523,1577.861328125,0.07275390625,0.03053307719528675,0.39208984375,0.00043499468478472357
129,,0.19672540126951069,1750.008544921875,0.094482421875,0.028643842786550522,0.366943359375,0.0004939250785811922
130,0.714,0.21236955620074008,1652.22998046875,0.073486328125,0.028218677267432213,0.403076171875,0.00043289094650035396
131,,0.1879950714196486,1555.133544921875,0.070068359375,0.028260506689548492,0.394287109375,0.000523558991884357
132,,0.19524066590465744,1623.334716796875,0.07177734375,0.02725210413336754,0.40576171875,0.00036333713483398966
133,,0.1865909869090129,1692.35791015625,0.08203125,0.028685377910733223,0.43603515625,0.00044981325349287944
134,,0.1877408700749187,1648.590576171875,0.07470703125,0.028001409024000168,0.36376953125,0.00036855743937486016
135,,0.18390410780186378,1666.98291015625,0.078857421875,0.027436664327979088,0.442138671875,0.00036234741494641415
136,,0.2098760247873664,1703.83544921875,0.086669921875,0.02939782664179802,0.447265625,0.00035205139636746753
137,,0.19171652600445865,1675.7431640625,0.084716796875,0.031079156324267387,0.41162109375,0.0003483514284336659
138,,0.18566177499807643,1710.3857421875,0.0869140625,0.028528325259685516,0.4111328125,0.0003275086994426901
139,,0.19248506794554027,1601.26025390625,0.068603515625,0.028659038245677948,0.436279296875,0.00031429390992522576
140,0.722,0.20539986946274502,1697.246337890625,0.082763671875,0.030601980164647102,0.33349609375,0.0004814974338408094
141,,0.17759841131158408,1674.075927734375,0.076904296875,0.028412451967597008,0.390625,0.00042320091867882327
142,,0.19758926144841377,1550.7421875,0.0673828125,0.027461370453238487,0.41455078125,0.0004357538986141311
143,,0.17380210751278125,1624.550537109375,0.080322265625,0.02753768302500248,0.4541015625,0.00033377184876940785
144,,0.1790009048889638,1583.82958984375,0.0712890625,0.027961822226643562,0.40625,0.00033962873306428497
145,,0.19481166028084992,1586.708984375,0.071533203125,0.02736176922917366,0.41552734375,0.0004571839270637835
146,,0.1954520276622474,1792.45166015625,0.08935546875,0.027390526607632637,0.380859375,0.00048536777684093924
147,,0.18797762680630875,1607.070068359375,0.06982421875,0.029397793114185333,0.417236328125,0.0004348317693581532
148,,0.18326659531575198,1517.69677734375,0.062744140625,0.028284261003136635,0.427001953125,0.00031327286793655
149,,0.18999236873962497,1632.5537109375,0.076416015625,0.02826591208577156,0.410888671875,0.0003699739916460418
150,0.708,0.1782749148997719,1673.390380859375,0.07861328125,0.026934590190649033,0.433349609375,0.000382306310200183
151,,0.2089553855293585,1553.534912109375,0.0712890625,0.029213979840278625,0.42578125,0.00044734034914875435
152,,0.17067926575004586,1600.564208984375,0.0751953125,0.028976336121559143,0.416015625,0.0003664406368596055
153,,0.1756076734148011,1601.062744140625,0.074462890625,0.027527423575520515,0.426513671875,0.0004295181006289302
154,,0.19453922283758093,1651.0234375,0.078857421875,0.027786029502749443,0.422607421875,0.00045428199451939355
155,,0.18968233246088556,1585.328369140625,0.06787109375,0.02699176035821438,0.407958984375,0.000435912101944536
156,,0.19712174083775708,1571.641357421875,0.065673828125,0.029048936441540718,0.407470703125,0.0005243422209677594
157,,0.19381948491267997,1740.24853515625,0.090576171875,0.027282781898975372,0.41259765625,0.0004157926126647201
158,,0.22911136884811634,1611.728271484375,0.071044921875,0.027005599811673164,0.39599609375,0.0004411949869183386
159,,0.2092623050635947,1589.162841796875,0.0771484375,0.028383899480104446,0.451416015625,0.0006094676409156778
160,0.714,0.19717119793199456,1516.5380859375,0.072509765625,0.026938199996948242,0.48583984375,0.0006677855712900413
161,,0.18943673503738218,1680.563232421875,0.08154296875,0.02438434399664402,0.408203125,0.0005690168583746985
162,,0.1889073721779456,1783.301025390625,0.095947265625,0.026258276775479317,0.380615234375,0.0005029198814355151
163,,0.18475539840229227,1767.395263671875,0.09130859375,0.027649208903312683,0.42724609375,0.00047117854035994
164,,0.18504408944661974,1754.021240234375,0.09765625,0.026368193328380585,0.417236328125,0.0005946926026486832
165,,0.19339984503146923,1678.1982421875,0.090576171875,0.026502367109060287,0.4541015625,0.0004941614105101801
166,,0.2032764233115052,1738.850341796875,0.093994140625,0.02726961486041546,0.404052734375,0.0005590695146821052
167,,0.18905172684623828,1685.92041015625,0.087158203125,0.025536565110087395,0.42333984375,0.0004250199947296215
168,,0.1886734161554522,1741.19287109375,0.08984375,0.025611577555537224,0.39404296875,0.000522491757635669
169,,0.19802287498058527,1680.281982421875,0.0927734375,0.026928946375846863,0.415283203125,0.0007254771386872437
170,0.708,0.21027494696379984,1579.494873046875,0.079833984375,0.025866545736789703,0.496337890625,0.000482018227794059
171,,0.2054465248093403,1785.1689453125,0.103515625,0.02502879872918129,0.442138671875,0.000542795609609316
172,,0.19112101947993432,1677.629150390625,0.088134765625,0.026221610605716705,0.42138671875,0.0005228809679739051
173,,0.1817854572676502,1848.635009765625,0.1083984375,0.026620939373970032,0.40087890625,0.0005304177867128483
174,,0.18192266845524047,1714.10400390625,0.091796875,0.025656403973698616,0.429443359375,0.0004292754406352111
175,,0.19981418761659053,1653.467529296875,0.090576171875,0.028014162555336952,0.408203125,0.0006044798471976666
176,,0.20683613479063434,1682.02734375,0.08349609375,0.025705209001898766,0.422607421875,0.0006902022002909218
177,,0.18284546309086336,1617.979248046875,0.073974609375,0.026328185573220253,0.362060546875,0.0004403028869908655
178,,0.18553591653820856,1864.18408203125,0.109375,0.02522505261003971,0.38232421875,0.0004009083913822875
179,,0.19725759369692777,1817.5751953125,0.106201171875,0.026203684508800507,0.419677734375,0.0004984128405910818
180,0.694,0.19091095844643985,1808.43310546875,0.0947265625,0.023753352463245392,0.45947265625,0.0004747130946031557
181,,0.20434053057952556,1659.02734375,0.084228515625,0.025580819696187973,0.41943359375,0.0004127147513945913
182,,0.18941373158755456,1734.2666015625,0.095703125,0.02354850247502327,0.4072265625,0.0005430251570689586
183,,0.2015626907186507,1906.178955078125,0.113525390625,0.02433202788233757,0.39599609375,0.0007439245382740113
184,,0.1745834981916188,1968.973876953125,0.11865234375,0.023550670593976974,0.3720703125,0.0005087044792007609
185,,0.19879778125010344,1802.81201171875,0.10205078125,0.025068584829568863,0.4052734375,0.00048370956616834753
186,,0.21246927584381337,1661.494873046875,0.085205078125,0.023823920637369156,0.427490234375,0.0006446233998682253
187,,0.19854868770269235,1741.848876953125,0.093994140625,0.025344420224428177,0.413818359375,0.0005970942184883772
188,,0.18453932497468883,1881.1220703125,0.1025390625,0.02282792702317238,0.4013671875,0.0004909436119579677
189,,0.1925507171857252,1774.35400390625,0.091064453125,0.025438372045755386,0.39208984375,0.0005697972806296322
190,0.708,0.19923116349519754,1785.8857421875,0.09130859375,0.023227732628583908,0.427490234375,0.0008801935998678326
191,,0.20243956006946234,1642.192626953125,0.08203125,0.025423243641853333,0.4150390625,0.0005673612299917086
192,,0.18841920993383834,1794.68798828125,0.095703125,0.024614527821540833,0.41357421875,0.0005121367483302683
193,,0.21084727652467605,1735.5302734375,0.088134765625,0.02387905679643154,0.412353515625,0.0007439586985375908
194,,0.21999971866052723,1876.279541015625,0.109130859375,0.021542176604270935,0.470458984375,0.0006456377642641538
195,,0.18163009706408934,1782.8486328125,0.095947265625,0.025229861959815025,0.40869140625,0.00042369474876099804
196,,0.19230955671297773,1709.978515625,0.08984375,0.024538861587643623,0.427490234375,0.00041072899414193117
197,,0.20723114953966706,1828.339111328125,0.102294921875,0.024056244641542435,0.448486328125,0.0007230933810519044
198,,0.19868237355400525,1805.388671875,0.099609375,0.022626226767897606,0.432373046875,0.000516549344028143
199,,0.1855623621120829,1884.126220703125,0.103271484375,0.023514987900853157,0.396240234375,0.0005930743622003379
200,0.694,0.1847197989891029,1769.51123046875,0.08740234375,0.02306370809674263,0.424072265625,0.0004953769587717834
