step,eval,ess,ess_shaped,clipped,frac_upper,skipped,trip,grad_norm,length,length_clip,entropy,reward,ppo_kl
0,0.16875,,,,,,,,,,,,
1,,0.38015929221978384,0.3801506893557056,0.5,0.002631263845120633,0.0,0.25,0.02742558421235035,1074.6826171875,0.006103515625,0.08110734075307846,0.22900390625,3.832538020452409e-05
2,,0.33496981476959475,0.3357605515717354,0.375,0.0029451133090955183,0.0,0.125,0.025154158147650985,1111.3623046875,0.006103515625,0.08250240236520767,0.26025390625,0.00015286368051287504
3,,0.28210046413307566,0.29997516267362373,0.5,0.0031544341256171914,0.0,0.375,0.01970998539445515,1101.15869140625,0.004150390625,0.05907193943858147,0.27685546875,0.00016646724902971954
4,,0.34290401323021436,0.3477109807629551,0.375,0.003241571627166696,0.0,0.125,0.027437234744192865,1082.0390625,0.001953125,0.046754494309425354,0.27783203125,0.00018026524530133278
5,,0.3817788361796205,0.3822853741664932,0.375,0.002539104673706218,0.0,0.125,0.02264920754579177,1085.092041015625,0.003173828125,0.030740542337298393,0.347412109375,0.00010641244336226189
6,,0.4213304511713537,0.4213872195676555,0.5,0.002423616445680579,0.0,0.25,0.02230896212204993,1045.88525390625,0.00244140625,0.024102728813886642,0.330322265625,3.540299022727468e-05
7,,0.4638221054261576,0.4638107680107745,0.5,0.0022249682623468946,0.0,0.125,0.018590495118488037,1020.73095703125,0.002197265625,0.02261028066277504,0.365234375,4.3545358297553747e-05
8,,0.49332193119191625,0.49331592844082195,0.5,0.0019487498817550416,0.0,0.125,0.020114923435173657,965.136474609375,0.0009765625,0.018980739638209343,0.390380859375,4.452706768497529e-05
9,,0.5003766354588295,0.5002579258886177,0.375,0.00201300336907792,0.0,0.125,0.01773931613462389,1041.318115234375,0.001953125,0.016840610653162003,0.412109375,2.5645379763735344e-05
10,0.1875,0.5960010676597995,0.5961432470904584,0.0,0.0019321830573904224,0.0,0.0,0.015302098540904842,1031.294189453125,0.001953125,0.016497686505317688,0.37451171875,1.908506945012236e-05
11,,0.4883438127773758,0.4902943378530948,0.5,0.0021669414720224076,0.0,0.125,0.025382527761676182,1073.580810546875,0.0009765625,0.01608302630484104,0.406982421875,4.029859221377466e-05
12,,0.4419836149452843,0.4417897093894343,0.0,0.0028662085546837584,0.0,0.0,0.014360114952191532,992.781005859375,0.001708984375,0.01600014604628086,0.40478515625,0.00012583110937111928
13,,0.4518908265261188,0.4518578463214613,0.5,0.0025523772742027896,0.0,0.125,0.02116538158803065,990.595703125,0.000732421875,0.015771329402923584,0.423828125,3.358536655838999e-05
14,,0.45902919817740007,0.4589835255695766,0.375,0.0021616821890321695,0.0,0.125,0.01401788135516718,996.818603515625,0.0009765625,0.014768101274967194,0.422607421875,9.59142864560805e-06
15,,0.5414402457142459,0.5414580355734122,0.0,0.0022257046843332205,0.0,0.0,0.01669974823046897,982.287353515625,0.000732421875,0.014287738129496574,0.450439453125,1.976599023587353e-05
16,,0.5129355216117664,0.5234405500035506,0.5,0.0019467254549606883,0.0,0.25,0.013127457431601085,1013.95703125,0.0,0.013726930133998394,0.441650390625,1.2042177341145235e-05
17,,0.5178783824343828,0.5178777818116214,0.0,0.0019674238128925747,0.0,0.0,0.012084284197353199,1019.102783203125,0.001220703125,0.013807178474962711,0.423583984375,1.635479964790952e-05
18,,0.5520038832576718,0.5531056089951578,0.0,0.0019878262775127496,0.0,0.0,0.013847349411137688,990.284912109375,0.0009765625,0.013929498381912708,0.391845703125,5.1031032371263845e-05
19,,0.5585879248823001,0.5586623016704204,0.0,0.001992564644624253,0.0,0.0,0.014549384530917853,1015.91064453125,0.0009765625,0.013127845712006092,0.413818359375,3.78484296177422e-05
20,0.2125,0.574870674995346,0.5748243432600487,0.0,0.0017756218800884854,0.0,0.0,0.012558653484174448,1004.61376953125,0.000244140625,0.012065279297530651,0.474609375,2.197354805536141e-05
21,,0.5529830263793376,0.5529825459769303,0.0,0.0018997219359252904,0.0,0.0,0.020034333417439952,1049.56689453125,0.001220703125,0.012084790505468845,0.41015625,4.3868526546870295e-05
22,,0.5465891388986867,0.5465888144420259,0.0,0.001947897684067066,0.0,0.0,0.011107065525900496,1016.658935546875,0.001220703125,0.011713117361068726,0.469970703125,4.36463024775143e-05
23,,0.5446626568372619,0.5446295140520843,0.0,0.0023317828170812548,0.0,0.0,0.012144931288847046,1020.911865234375,0.0009765625,0.012155498377978802,0.411865234375,5.974455109784868e-05
24,,0.5500817473102574,0.5500814221822729,0.0,0.0023021750920338537,0.0,0.0,0.012013327438669116,1063.495849609375,0.000732421875,0.012561029754579067,0.433837890625,5.480372151159448e-05
25,,0.5363629437530143,0.5363625799953193,0.0,0.0021099435351770485,0.0,0.0,0.012079999393283924,1032.38330078125,0.00048828125,0.012320822104811668,0.5078125,4.789209872401538e-05
26,,0.5723205718692187,0.5723616579166135,0.0,0.0022226695672458315,0.0,0.0,0.011682083960485291,1127.670654296875,0.003662109375,0.012545855715870857,0.501220703125,4.566450621749836e-05
27,,0.42525158490056825,0.4255253055081597,0.0,0.002630017500376991,0.0,0.0,0.015773086231826442,1129.218017578125,0.002685546875,0.013441755436360836,0.46923828125,6.453818540398023e-05
28,,0.48371400661435515,0.4840381685609235,0.0,0.002312640332813604,0.0,0.0,0.013173037842594264,1179.01953125,0.001220703125,0.013812023214995861,0.464111328125,3.3876776014096785e-05
29,,0.4665640344400402,0.49028160934272835,0.0,0.0021716042464698117,0.0,0.0,0.013280763267994797,1112.27294921875,0.001953125,0.012959732674062252,0.4697265625,9.309470774780948e-05
30,0.23125,0.42179578599940765,0.4226052141373244,0.0,0.0017790627688414812,0.0,0.0,0.01287763091851632,1158.150146484375,0.001220703125,0.01250916626304388,0.46240234375,5.549690034657809e-05
31,,0.5060456944047458,0.5060453372860109,0.0,0.002542091838783462,0.0,0.0,0.013093231040297266,1133.03271484375,0.002197265625,0.012064039707183838,0.49072265625,5.8149017293630654e-05
32,,0.5100445048639455,0.5394665859132712,0.0,0.0018998966662563824,0.0,0.0,0.015469012177588337,1180.51416015625,0.004150390625,0.011828107759356499,0.5068359375,2.520658033802192e-05
33,,0.5102562011463129,0.5105512204079333,0.0,0.0021884772544256887,0.0,0.0,0.01568971951129696,1206.6337890625,0.003662109375,0.011693974956870079,0.50048828125,8.342663170442504e-05
34,,0.3799099377677998,0.3854539066475514,0.125,0.002110905437470463,0.0,0.125,0.015071484750394085,1191.73681640625,0.00390625,0.012213324196636677,0.466796875,5.1789285827437214e-05
35,,0.4534817015029487,0.45982843864013684,0.375,0.002065744788891167,0.0,0.125,0.014376275821616546,1194.922607421875,0.0048828125,0.011662760749459267,0.51611328125,0.00012481291522469678
36,,0.4403788993162041,0.5237635565661913,0.0,0.0023978544919182883,0.0,0.0,0.02856264380315311,1270.253173828125,0.00927734375,0.010714602656662464,0.54296875,0.0001319368584746323
37,,0.4686717867375334,0.47117255357850224,0.0,0.0027497828519233943,0.0,0.0,0.016447343297985407,1292.276123046875,0.008056640625,0.01133879367262125,0.5185546875,0.0001847167143263707
38,,0.31485489395037153,0.3146510826837339,0.125,0.0036235045860240627,0.0,0.125,0.02340167699462923,1395.55810546875,0.009033203125,0.011240298859775066,0.529052734375,0.0003344408027214627
39,,0.3133027076443485,0.3129971885695286,0.5,0.0036353174983318783,0.0,0.125,0.01713894614906029,1307.8740234375,0.00732421875,0.011719693429768085,0.454833984375,0.0002421667923200822
40,0.25833333333333336,0.2840997172577448,0.32584433844233573,0.375,0.003674648824876314,0.0,0.25,0.017818498637843953,1421.3759765625,0.008056640625,0.011883808299899101,0.52294921875,0.00018364355097812664
41,,0.28850480729208594,0.30291919501408104,0.375,0.0034020575477188074,0.0,0.25,0.017839377706068093,1295.395263671875,0.010009765625,0.012312065809965134,0.537353515625,0.0002882401602785005
42,,0.32285468266242434,0.3229419289018892,0.0,0.002623385169911889,0.0,0.0,0.023866707727882422,1355.283203125,0.00927734375,0.011880524456501007,0.55126953125,0.00024205854268236255
43,,0.3453599314167114,0.3449773126499897,0.25,0.0032269308980835353,0.0,0.125,0.026956346079960083,1286.487548828125,0.008544921875,0.011357235722243786,0.54443359375,0.0005543709651446187
44,,0.3067037362867052,0.3151660145866069,0.0,0.002937596400258354,0.0,0.125,0.022142402896483594,1456.099853515625,0.013427734375,0.010573293082416058,0.492919921875,0.0003457544017129146
45,,0.2513076303635403,0.2812953019746898,0.25,0.003429496445237002,0.0,0.25,0.030991847218465703,1460.14501953125,0.011962890625,0.009523503482341766,0.522705078125,0.0007314759198674065
46,,0.17210350801395818,0.19701240079885707,0.625,0.0036791300197497965,0.0,0.625,0.05502369847153313,1438.364013671875,0.01171875,0.008821378462016582,0.536865234375,0.0002570640281756349
47,,0.022147038738933866,0.10804473463291439,0.75,0.007381081890479583,0.0,0.875,1.5863656185697967,1500.333251953125,0.01025390625,0.009178058244287968,0.505126953125,0.003812565783263244
48,,0.08545880131034028,0.14618802573501996,0.75,0.005964163730319275,0.0,0.875,3.103150910428351,1437.466796875,0.0146484375,0.009076926857233047,0.49560546875,0.0019292176158119127
49,,0.1291374574840392,0.18721537936526517,0.625,0.004860366515404474,0.0,0.75,0.6344055347046019,1406.16845703125,0.018798828125,0.008304735645651817,0.504638671875,0.0013648288001973422
50,0.15833333333333333,0.11402165659829915,0.1841516053335378,0.75,0.005022275314292356,0.0,0.75,1.4003956255733518,1556.572265625,0.025634765625,0.010459980927407742,0.493896484375,0.004896100756502619
51,,0.004305228936364235,0.03043823398605442,0.875,0.005268573079032267,0.0,1.0,14.641837635243418,4485.431640625,0.216796875,0.06155487522482872,0.277099609375,0.002039408808442937
52,,0.007396265482518901,0.07276759254423526,0.875,0.004997577153839243,0.0,1.0,5.4029134304236175,4622.4677734375,0.25244140625,0.07807870954275131,0.283935546875,0.0013062248081069329
53,,0.07500848781963819,0.13473691725851325,0.75,0.004256591597340392,0.0,0.875,0.210000268674422,2702.52294921875,0.075927734375,0.049485351890325546,0.431884765625,0.0005993138220041466
54,,0.04310324697534351,0.14282758188962744,0.75,0.0062928968495135655,0.0,0.875,7.612745217003705,2478.783203125,0.063232421875,0.04588849097490311,0.4541015625,0.003656868526299519
