checkpoint_id,selection_bin,draw,blocks_per_estimator,sequences_per_estimator,population_sequence_ess,sample_sequence_ess,raw_gradient_squared_error,ppo_gradient_squared_error,formula_prefers_ppo,fitted_ess_prefers_ppo,effective_count_prefers_ppo,fixed_ess_prefers_ppo
2.0,1.0,30.0,8.0,1024.0,4.0801509632285453e-05,0.05137081496193123,0.008843675212688678,0.008519385576502789,1.0,0.0,1.0,1.0
2.0,1.0,31.0,1.0,128.0,4.0801509632285453e-05,0.02642667297811375,0.017935051876740497,0.008192181649169681,1.0,1.0,1.0,1.0
2.0,1.0,31.0,2.0,256.0,4.0801509632285453e-05,0.017129883879555084,0.005102867174639263,0.0035455117293634293,1.0,1.0,1.0,1.0
2.0,1.0,31.0,4.0,512.0,4.0801509632285453e-05,0.018699477244213954,0.12815917167055838,0.002474919659886578,1.0,1.0,1.0,1.0
2.0,1.0,31.0,8.0,1024.0,4.0801509632285453e-05,0.022435246175819035,0.03530653225024302,0.004484163319490982,1.0,0.0,1.0,1.0
2.0,1.0,32.0,1.0,128.0,4.0801509632285453e-05,0.10640042582012797,0.029965244970620333,0.02885187935436249,1.0,1.0,1.0,1.0
2.0,1.0,32.0,2.0,256.0,4.0801509632285453e-05,0.1015060071866528,0.008364947460341849,0.0068527873171054885,1.0,1.0,1.0,1.0
2.0,1.0,32.0,4.0,512.0,4.0801509632285453e-05,0.037266117825555424,0.0027168720713640895,0.0028071878127709357,1.0,1.0,1.0,1.0
2.0,1.0,32.0,8.0,1024.0,4.0801509632285453e-05,0.0467638648784918,0.007961636612581865,0.0028172787234319683,1.0,0.0,1.0,1.0
2.0,1.0,33.0,1.0,128.0,4.0801509632285453e-05,0.22413214531790762,0.010167813537682618,0.008364078180632447,1.0,1.0,1.0,1.0
2.0,1.0,33.0,2.0,256.0,4.0801509632285453e-05,0.16705669340462465,0.002775664678701955,0.003369935596781102,1.0,1.0,1.0,1.0
2.0,1.0,33.0,4.0,512.0,4.0801509632285453e-05,0.12766967257108547,0.004245806139855817,0.003243682305174587,1.0,1.0,1.0,1.0
2.0,1.0,33.0,8.0,1024.0,4.0801509632285453e-05,0.01132815647616999,0.0024095287788038038,0.002660119754679875,1.0,0.0,1.0,1.0
2.0,1.0,34.0,1.0,128.0,4.0801509632285453e-05,0.15655454187174103,0.020179276680930093,0.007839472793996424,1.0,1.0,1.0,1.0
2.0,1.0,34.0,2.0,256.0,4.0801509632285453e-05,0.13590065805424242,0.01044560189646763,0.003197432328589692,1.0,1.0,1.0,1.0
2.0,1.0,34.0,4.0,512.0,4.0801509632285453e-05,0.08431195640967035,0.0027001007871812082,0.001553036697663145,1.0,1.0,1.0,1.0
2.0,1.0,34.0,8.0,1024.0,4.0801509632285453e-05,0.08843461510710557,0.0009462167519749111,0.0015437227753928881,1.0,0.0,1.0,1.0
2.0,1.0,35.0,1.0,128.0,4.0801509632285453e-05,0.1345241171219215,0.0015618462942207489,0.0022083826493790467,1.0,1.0,1.0,1.0
2.0,1.0,35.0,2.0,256.0,4.0801509632285453e-05,0.07267036570037665,0.0023921497259849246,0.0028692396761609102,1.0,1.0,1.0,1.0
2.0,1.0,35.0,4.0,512.0,4.0801509632285453e-05,0.06435655366611961,0.0016449326527370719,0.001968386564367517,1.0,1.0,1.0,1.0
2.0,1.0,35.0,8.0,1024.0,4.0801509632285453e-05,0.02304567191382533,0.003590146144650193,0.003450924194905814,1.0,0.0,1.0,1.0
2.0,1.0,36.0,1.0,128.0,4.0801509632285453e-05,0.08049486598422306,0.10567143410379884,0.09837094073478479,1.0,1.0,1.0,1.0
2.0,1.0,36.0,2.0,256.0,4.0801509632285453e-05,0.015271888332073645,0.12115983395475365,0.10893585096580427,1.0,1.0,1.0,1.0
2.0,1.0,36.0,4.0,512.0,4.0801509632285453e-05,0.015088159770478457,0.03142699040965627,0.029151899863162266,1.0,1.0,1.0,1.0
2.0,1.0,36.0,8.0,1024.0,4.0801509632285453e-05,0.020193347226223332,0.007993675292976336,0.008693194508986818,1.0,0.0,1.0,1.0
2.0,1.0,37.0,1.0,128.0,4.0801509632285453e-05,0.12825190949848134,0.023556062878583413,0.01851605596630565,1.0,1.0,1.0,1.0
2.0,1.0,37.0,2.0,256.0,4.0801509632285453e-05,0.1278817811873142,0.006538876422931229,0.0061993027152649205,1.0,1.0,1.0,1.0
2.0,1.0,37.0,4.0,512.0,4.0801509632285453e-05,0.1026777702679572,0.0042010417765879805,0.003303017053512143,1.0,1.0,1.0,1.0
2.0,1.0,37.0,8.0,1024.0,4.0801509632285453e-05,0.07332879782513418,0.0027309878763333044,0.0017906677067055696,1.0,0.0,1.0,1.0
2.0,1.0,38.0,1.0,128.0,4.0801509632285453e-05,0.08402784255924083,0.0068298371420844675,0.0038356970908205485,1.0,1.0,1.0,1.0
2.0,1.0,38.0,2.0,256.0,4.0801509632285453e-05,0.05878760413311485,0.001970520638216937,0.0021450505357276497,1.0,1.0,1.0,1.0
2.0,1.0,38.0,4.0,512.0,4.0801509632285453e-05,0.008110996992936746,0.04011849271687903,0.04076074105529624,1.0,1.0,1.0,1.0
2.0,1.0,38.0,8.0,1024.0,4.0801509632285453e-05,0.009008147289802796,0.023508308052497727,0.024572463192466944,1.0,0.0,1.0,1.0
2.0,1.0,39.0,1.0,128.0,4.0801509632285453e-05,0.011655340686363765,0.41261379443852364,0.42675644946439173,1.0,1.0,1.0,1.0
