bin,rho_left,rho_right,rho_median,states,population_gradient_change,population_gradient_change_se,raw_exact_mse,raw_exact_mse_se,raw_redraw_mse,raw_redraw_mse_se,raw_mean_change,raw_change_se,raw_harm_rate,ppo_exact_mse,ppo_exact_mse_se,ppo_redraw_mse,ppo_redraw_mse_se,ppo_mean_change,ppo_change_se,ppo_harm_rate,ppo_lower_mse_fraction
0.0,2.4352792588476447e-08,0.4455666274153894,0.18984406407375892,5.0,0.0027736910891884682,0.0010867334350729578,1311421.7185172306,1311420.5926352497,0.3518488121186025,0.1110209647619635,0.0013526090099535578,0.0014862738136853179,0.30000000000000004,1311421.1709695072,1311420.1144542084,0.3062291828928126,0.10959447494842904,0.0015941742276890057,0.0009860071911559644,0.12000000000000002,1.0
1.0,0.4455666274153894,0.6676447707168691,0.5633386878237879,5.0,0.006520683632190283,0.0008705302797443636,0.15475748400349837,0.033976679673983975,0.16168662425654148,0.037412104292396026,0.006386105858153296,0.001221075377885328,0.06999999999999999,0.14431420694050895,0.030595289221963976,0.1523210074460544,0.03528022005561771,0.006826532980105592,0.001474975278233679,0.05,1.0
2.0,0.6676447707168691,0.7745184709197579,0.7279583389420682,5.0,0.004012480325024381,0.001155140303385677,0.09592810320601049,0.017059154311886482,0.09537898919882815,0.01911177786832208,0.0033676733156198977,0.0012034517779122528,0.06,0.09214896206086291,0.01604148805883995,0.0899871071068274,0.019183180101385974,0.004010401720184272,0.0012624390900731171,0.02,0.8
3.0,0.7745184709197579,0.8455385896210645,0.813647324183825,5.0,0.003046043283031252,0.0004427947663034803,0.07546895790170824,0.006799897937809532,0.07430402040444631,0.0070005227717422945,0.0028747397686765515,0.0006436279836995638,0.04,0.0748368495220216,0.006326172867389459,0.07328056646896206,0.007266256801314515,0.003518581950120756,0.0011682508148995443,0.06999999999999999,0.4
4.0,0.8455385896210645,0.9208307930274839,0.8790034196300883,5.0,0.002705013845598181,0.0002899646264778426,0.07206996926445533,0.0029705600845426963,0.06749205764507324,0.0012437088244301707,0.0025355515019214745,0.0003658534190401343,0.01,0.06827520562590106,0.0030074508457257967,0.06230550068583066,0.0018065085172713374,0.002717787501937732,0.0004952251797156643,0.03,1.0
5.0,0.9208307930274839,1.0,1.0,5.0,0.004266994333858798,0.0005605720021957297,0.06330199647618373,0.002444278669380454,0.06495482563910891,0.0037340400670514673,0.004580067573689391,0.0006882276485008715,0.0,0.061707423485976486,0.002351278018264381,0.06324531399665798,0.0024289285493549573,0.004617189848571949,0.0006712603402627574,0.0,0.2
