batch_size,epochs,updates,learning_rate,eta_max,initialization_scale,replications,raw_final,ppo_final,oracle_final,oracle_gain_vs_best_static,oracle_ppo_fraction,oracle_distinct_fraction,oracle_ppo_given_distinct,minimum_population_rho,score
64.0,2.0,120.0,0.14,0.1723701304874997,0.35,4.0,0.576238117982429,0.533320536829992,0.5739611770717014,-0.0022769409107276095,0.19583333333333333,0.9125,0.21194126235399818,0.8834384198190915,0.19618843363523542
128.0,2.0,60.0,0.14,0.1723701304874997,0.35,4.0,0.5201049825410581,0.5068292537905132,0.5200077063725467,-9.727616851140652e-05,0.058333333333333334,0.8375,0.06992597038815526,0.9335903470330914,0.13012432392516993
128.0,2.0,60.0,0.1689227278777497,0.1723701304874997,0.35,4.0,0.5329169047605247,0.5145946372548263,0.532793488558963,-0.00012341620156164357,0.058333333333333334,0.8624999999999999,0.06656635400491434,0.921166473134744,0.12079108785366433
128.0,4.0,120.0,0.14,0.1723701304874997,0.35,4.0,0.5763962220763144,0.5334969241025102,0.5761950997461687,-0.0002011223301456866,0.03125,0.91875,0.034052213180653546,0.878867854685168,0.04799219334673843
128.0,4.0,120.0,0.1689227278777497,0.1723701304874997,0.35,4.0,0.5959576176767706,0.539024617590852,0.5953706239379422,-0.000586993738828423,0.0375,0.9312499999999999,0.040030907872957586,0.8601364832400346,0.0213624418630729
64.0,2.0,120.0,0.1689227278777497,0.1723701304874997,0.35,4.0,0.59570568015753,0.5391155258563489,0.5875991359893249,-0.00810654416820511,0.19583333333333333,0.9291666666666666,0.20940367912159946,0.8661339633288732,-0.39184705857731206
64.0,4.0,240.0,0.14,0.1723701304874997,0.35,4.0,0.655847215257397,0.5518282602303202,0.5893457467662647,-0.06650146849113225,0.5271966527196653,0.9560669456066946,0.5507166059588967,0.8717626155077541,-5.751580061031019
64.0,4.0,240.0,0.1689227278777497,0.1723701304874997,0.35,4.0,0.6799752453578534,0.5568743286341865,0.5913509013464892,-0.08862434401136421,0.5962343096234309,0.9644351464435147,0.6179390843725114,0.8661339633288732,-8.098312569881443
