replication,method,threshold,update,rollout_cycle,minibatch,population_value,population_rho,sample_rho,chosen_ppo,raw_risk,ppo_risk
1.0,ppo,nan,19.0,3.0,3.0,0.4702454078974545,0.9934695005649893,0.9944610186366799,1.0,nan,nan
1.0,ppo,nan,20.0,3.0,4.0,0.47251458487966813,0.9903852376479321,0.9906400425333118,1.0,nan,nan
1.0,ppo,nan,21.0,3.0,5.0,0.47418727649504816,0.9923628400490465,0.9939299266835077,1.0,nan,nan
1.0,ppo,nan,22.0,3.0,6.0,0.4757150699597849,0.9926035052966431,0.9895099476867227,1.0,nan,nan
1.0,ppo,nan,23.0,3.0,7.0,0.4775346114720705,0.994042390728292,0.9929730308067447,1.0,nan,nan
1.0,ppo,nan,24.0,3.0,8.0,0.47897488312301384,0.9893362372740644,0.9914173106512753,1.0,nan,nan
1.0,ppo,nan,25.0,4.0,1.0,0.48004692996734305,1.0,1.0,1.0,nan,nan
1.0,ppo,nan,26.0,4.0,2.0,0.48160291071112366,0.9996033843733991,0.9996437180399259,1.0,nan,nan
1.0,ppo,nan,27.0,4.0,3.0,0.48317747321154125,0.9985422852780639,0.9987082975730094,1.0,nan,nan
1.0,ppo,nan,28.0,4.0,4.0,0.4842649515419532,0.9981346371974419,0.9985181042834056,1.0,nan,nan
1.0,ppo,nan,29.0,4.0,5.0,0.4860735260070648,0.9974279964223081,0.9965616161145683,1.0,nan,nan
1.0,ppo,nan,30.0,4.0,6.0,0.48711825251985597,0.997087524919874,0.998126439283084,1.0,nan,nan
1.0,ppo,nan,31.0,4.0,7.0,0.48771562899789367,0.9959640679972566,0.9960049222172146,1.0,nan,nan
1.0,ppo,nan,32.0,4.0,8.0,0.48842557045946566,0.9932582606183272,0.9948277431183352,1.0,nan,nan
1.0,ppo,nan,33.0,5.0,1.0,0.49002953075975186,1.0,1.0,1.0,nan,nan
1.0,ppo,nan,34.0,5.0,2.0,0.4912360286495185,0.9981628674911883,0.9985258648985789,1.0,nan,nan
1.0,ppo,nan,35.0,5.0,3.0,0.4928676086682489,0.9958463780059132,0.9968168836217516,1.0,nan,nan
1.0,ppo,nan,36.0,5.0,4.0,0.49366708196545245,0.9944944708118421,0.9943833357550481,1.0,nan,nan
1.0,ppo,nan,37.0,5.0,5.0,0.4942157641151074,0.9947538083908252,0.9954693054084435,1.0,nan,nan
1.0,ppo,nan,38.0,5.0,6.0,0.4963481522336439,0.9953832403300933,0.9939031508174496,1.0,nan,nan
1.0,ppo,nan,39.0,5.0,7.0,0.4975568092405243,0.9962687288746884,0.9939464802203264,1.0,nan,nan
1.0,ppo,nan,40.0,5.0,8.0,0.49934955712194007,0.9926074717783254,0.9938044846815631,1.0,nan,nan
2.0,raw,nan,0.0,0.0,0.0,0.4381825474072605,1.0,1.0,0.0,nan,nan
2.0,raw,nan,1.0,1.0,1.0,0.43981808428418884,1.0,1.0,0.0,nan,nan
2.0,raw,nan,2.0,1.0,2.0,0.4420607024963945,0.9966789207238138,0.996634528562192,0.0,nan,nan
2.0,raw,nan,3.0,1.0,3.0,0.44499395362508415,0.9960867100725361,0.9976578849281631,0.0,nan,nan
2.0,raw,nan,4.0,1.0,4.0,0.44698119030233335,0.9965582088181161,0.9961077292839253,0.0,nan,nan
2.0,raw,nan,5.0,1.0,5.0,0.44853745148972446,0.9940173164704736,0.9957982262224555,0.0,nan,nan
2.0,raw,nan,6.0,1.0,6.0,0.4506162295695309,0.9918164176327621,0.9918949155793129,0.0,nan,nan
2.0,raw,nan,7.0,1.0,7.0,0.45247382931885355,0.9873413764182792,0.9919274626251336,0.0,nan,nan
2.0,raw,nan,8.0,1.0,8.0,0.4535853138016292,0.9860733483878468,0.9867438964353823,0.0,nan,nan
2.0,raw,nan,9.0,2.0,1.0,0.4558722598683563,1.0,1.0,0.0,nan,nan
2.0,raw,nan,10.0,2.0,2.0,0.4564898366437813,0.9989304219714698,0.9988438438857346,0.0,nan,nan
2.0,raw,nan,11.0,2.0,3.0,0.4578252476744508,0.9950232925230539,0.9957919532273036,0.0,nan,nan
