state_id,state_order,replication,rollout_cycle,minibatch,trajectory,population_rho,mean_sample_rho,signal_sq,current_value,oracle_change,exact_raw_risk,exact_ppo_risk,oracle_ppo,raw_mse,raw_mse_se,raw_relative_mse,raw_mean_change,raw_harm_rate,ppo_mse,ppo_mse_se,ppo_relative_mse,ppo_mean_change,ppo_harm_rate
12717.0,1.0,88.0,4.0,10.0,raw,3.35125825913569e-08,0.0185064568830785,1.1255053043825538e-07,0.10115069874443762,2.8142560282162776e-08,0.04065409031890946,0.0406486847870973,1.0,3.933884952682739e-07,2.1527964896665888e-07,3.495216714985495,2.9758155780980806e-08,0.0,3.93085561804768e-07,2.1528597281044813e-07,3.492525182015136,2.9785377021288955e-08,0.0
10108.0,2.0,70.0,3.0,5.0,raw,0.0019091253497418143,0.4018647477844411,0.004955103083935791,0.21580152217527743,0.0012567377617232478,12.091309151367655,11.899738452465865,1.0,0.09583593036799679,0.07068786867281265,19.340855022510492,0.0006969529325319667,0.08333333333333333,0.0049028292085380705,1.8879170463739597e-05,0.98945049688932,2.967405994083507e-05,0.0
4245.0,3.0,29.0,6.0,10.0,raw,0.010037695959153633,0.16114321148893535,0.03015977363684583,0.5528955413359788,0.007348047083509224,2.6938068919710294,2.6798529870103205,1.0,23.54090040175414,22.72903544349144,780.5396912195159,0.005392109989648952,0.3333333333333333,23.49920874026148,22.70781498987565,779.1573313253513,0.003983036744570003,0.5
9051.0,4.0,62.0,5.0,4.0,ppo,0.025065053363344005,0.1520372384663884,0.07809337049312104,0.4106820087374829,0.01924114591234355,1.6639629589961404,1.6630404395586322,1.0,0.43743149941585574,0.19840049444652555,5.601390958716367,0.00990492122691597,0.08333333333333333,0.4358879509068485,0.19963892975791037,5.581625535617576,0.010007300949935877,0.08333333333333333
3190.0,5.0,22.0,2.0,11.0,raw,0.05551377088833194,0.1450152352651422,0.07995611773921589,0.4522908434907381,0.019875259061491457,0.703147899987296,0.7024363212802497,1.0,0.3011300633305039,0.04622906991677528,3.7661916541854477,0.014468025034351134,0.0,0.29323867090769185,0.04835228722332563,3.6674951110572462,0.018031357419486475,0.0
10209.0,6.0,70.0,5.0,10.0,ppo,0.10372277065341862,0.24143583554350184,0.024884245216290377,0.42907274043115,0.006171740411013704,0.2872339155023247,0.2868170127342068,1.0,0.24128864629687802,0.10384329071355476,9.696442234820902,0.0015687659327380439,0.16666666666666666,0.2402899746055016,0.10442235014977501,9.656309545133267,0.001935952165911567,0.08333333333333333
3485.0,7.0,24.0,3.0,6.0,raw,0.16156138774943712,0.27866367061396186,0.011019747323855175,0.582222448461881,0.002698320946029842,0.26997504362995733,0.24939731337644014,1.0,0.23941312816985755,0.11094723728043142,21.725827383680944,0.0014174334762846557,0.16666666666666666,0.21374405028398868,0.11139692810492809,19.396456561329934,0.0007888382864901048,0.25
3461.0,8.0,24.0,1.0,6.0,raw,0.23061608582484194,0.23405024632613386,0.07338530981634411,0.3151123843683558,0.018546349943742713,0.03485140361997934,0.03901230717242275,0.0,0.03478568648701541,0.0031347351439938685,0.4740143030542615,0.01997962597611835,0.0,0.03926819987079655,0.0038613658731193475,0.5350961925359464,0.02454629436978825,0.0
7701.0,9.0,53.0,6.0,10.0,raw,0.30017492718446503,0.4783608409646153,0.004804420148881032,0.3073417769417835,0.0011964862410602795,0.048037215343986805,0.006309993538652078,1.0,0.029174291022678878,0.010375772596450079,6.072385453106903,0.0017080226694371804,0.0,0.0050358707352050665,7.192934186240168e-05,1.0481745099620274,8.992521242751997e-06,0.3333333333333333
9046.0,10.0,62.0,4.0,11.0,ppo,0.3721214167066645,0.5268084936324182,0.0322677879441953,0.5644381678626746,0.007960038111481382,0.17137879712577572,0.1723289814058357,0.0,0.13805358469915274,0.030561451741868386,4.278371512106935,0.006787027102333476,0.0,0.13570659770105759,0.02936713058921337,4.20563683930711,0.004645361636359831,0.0
