path_scale,population_rho,population_value,signal_sq,current_min_shifted_logit,rollout_min_shifted_logit,gradient_check_max_abs,raw_alignment,raw_mean_norm_sq,raw_single_variance,raw_variance,raw_second_moment,raw_bias_sq,raw_mse,raw_mse_identity_error,raw_certificate,raw_certificate_identity_error,ppo_alignment,ppo_mean_norm_sq,ppo_single_variance,ppo_variance,ppo_second_moment,ppo_bias_sq,ppo_mse,ppo_mse_identity_error,ppo_certificate,ppo_certificate_identity_error,mse_reduction,mse_tie,certificate_requirement,certificate_gap_ppo_minus_raw,certificate_tie,mse_oracle,certificate_oracle,safe_oracle,ppo_lower_mse_raw_higher_certificate
0.025,0.9964080495393397,0.2879010021164254,0.01013884333260256,-3.4834290999849085,-3.166753727259008,0.0,0.01013884333260256,0.01013884333260256,2.2592073861719535,0.007060023081787355,0.017198866414389915,1.6597598473035584e-34,0.007060023081787355,1.734723475976807e-18,0.00028180124580924246,-5.421010862427522e-20,0.010138734542746396,0.010138625792799607,2.2591983570664578,0.007059994865832681,0.01719862065863229,3.9909373840970865e-11,0.007059994905742054,3.469446951953614e-18,0.000281803353541059,5.421010862427522e-20,2.8176045300740138e-08,0.0,3.3792003984721137e-09,2.107731816554728e-09,0.0,ppo,ppo,ppo,0.0
0.0275,0.9956550353503384,0.2901534471029022,0.010221913603591527,-3.5150966372574985,-3.166753727259008,0.0,0.010221913603591527,0.010221913603591527,2.2673914982956602,0.007085598432173938,0.017307512035765464,1.9358776904530093e-34,0.007085598432173938,-8.673617379884035e-19,0.000286815295837394,-1.6263032587282567e-19,0.010221337322710614,0.01022076229289615,2.2673392786432944,0.007085435245760295,0.017306197538656445,1.2510664517848757e-09,0.007085436496826747,-3.469446951953614e-18,0.0002868275239967075,-4.336808689942018e-19,1.6193534719145114e-07,0.0,1.8074649389692643e-08,1.2228159313463008e-08,0.0,ppo,ppo,ppo,0.0
0.03,0.9948311369074375,0.2924125924048872,0.010304098877423996,-3.5467641745300886,-3.166753727259008,0.0,0.010304098877423996,0.010304098877423996,2.275541726683162,0.0071110678958848815,0.017415166773308878,1.6288809160113712e-34,0.0071110678958848815,8.673617379884035e-19,0.00029176196335906545,0.0,0.010301141642199436,0.010298206036923984,2.275282363359882,0.007110257385499631,0.017408463422423616,2.1629949106803218e-08,0.007110279015448738,1.734723475976807e-18,0.0002918211835186222,1.6263032587282567e-19,7.888804361430926e-07,0.0,9.217267665014664e-08,5.9220159556771026e-08,0.0,ppo,ppo,ppo,0.0
0.0325,0.9939366598004395,0.29467830261114214,0.0103853631363762,-3.5784317118026787,-3.166753727259008,0.0,0.010385363136376198,0.010385363136376198,2.2836546601155656,0.007136420812861142,0.01752178394923734,1.435066651238908e-34,0.007136420812861142,1.734723475976807e-18,0.0002966390384171486,0.0,0.010377329634532573,0.010369411716232343,2.28291336860921,0.007134104276903782,0.017503515993136126,1.1558354339774241e-07,0.0071342198604471795,0.0,0.0002968047683275571,1.0842021724855044e-19,2.200952413962745e-06,0.0,2.511887620978208e-07,1.6572991040847765e-07,0.0,ppo,ppo,ppo,0.0
0.035,0.9929719481385806,0.2969504409683615,0.010465670656120854,-3.6100992490752697,-3.166753727259008,0.0,0.010465670656120854,0.010465670656120854,2.2917269043200315,0.007161646576000098,0.01762731723212095,1.511329324176663e-34,0.007161646576000098,8.673617379884035e-19,0.00030144433189674717,-1.0842021724855044e-19,0.01044744599744999,0.010429602733434311,2.2899427645005823,0.00715607113906432,0.017585673872498632,3.813946551839326e-07,0.007156452533719504,2.6020852139652106e-18,0.0003018371539681192,-5.421010862427522e-20,5.1940422805939884e-06,0.0,5.726061468052942e-07,3.9282207137201347e-07,0.0,ppo,ppo,ppo,0.0
0.0375,0.9919373843398076,0.2992288694215187,0.010544986038813185,-3.6417667863478593,-3.166753727259008,0.0,0.010544986038813186,0.010544986038813185,2.29975508437462,0.007186734638670688,0.017731720677483874,1.866784838908063e-34,0.007186734638670688,-1.734723475976807e-18,0.0003061756777461564,-3.2526065174565133e-19,0.01050532353460783,0.010466647573540884,2.29588223428075,0.007174631982127344,0.01764127955566823,9.865431384085488e-07,0.007175618525265753,0.0,0.00030701484248728326,0.0,1.1116113404934999e-05,0.0,1.2435870387327939e-06,8.391647411268646e-07,0.0,ppo,ppo,ppo,0.0
0.04,0.9908333888619681,0.30151344865490265,0.010623274245949702,-3.673434323620449,-3.166753727259008,0.0,0.010623274245949702,0.010623274245949702,2.3077358470969545,0.007211674522177983,0.017834948768127683,1.505225079710531e-34,0.007211674522177983,-3.469446951953614e-18,0.00031083093518249763,-1.6263032587282567e-19,0.010548833814306557,0.010476947137846464,2.3007335353379834,0.007189792297931198,0.01766673943577766,2.5537551830507938e-06,0.007192346053114249,2.6020852139652106e-18,0.00031227725697882073,0.0,1.9328469063733915e-05,0.0,2.3129185187550286e-06,1.4463217963230947e-06,0.0,ppo,ppo,ppo,0.0
0.0425,0.9896604198762942,0.3038040381338099,0.01070050063094781,-3.7051018608930386,-3.166753727259008,0.0,0.01070050063094781,0.01070050063094781,2.3156658634132876,0.007236455823166524,0.017936956454114333,1.602913660012706e-34,0.007236455823166524,0.0,0.0003154079908784346,-1.0842021724855044e-19,0.01058187302303919,0.010468799006381282,2.3041427887955583,0.00720044621498612,0.017669245221367404,5.553591250706667e-06,0.007205999806236827,5.204170427930421e-18,0.0003176838593760495,3.7947076036992655e-19,3.0456016929697113e-05,0.0,3.6810934283399297e-06,2.2758684976149045e-06,0.0,ppo,ppo,ppo,0.0
0.045,0.9884189728837223,0.30610049614686763,0.010776630971394772,-3.736769398165629,-3.166753727259008,0.0,0.010776630971394774,0.010776630971394774,2.323541830704642,0.0072610682209520066,0.01803769919234678,1.4252774145693355e-34,0.0072610682209520066,-8.673617379884035e-19,0.00031990476112640103,0.0,0.010609746107649039,0.010454225844717151,2.306418004615037,0.007207556264421991,0.017661782109139143,1.1364600813845068e-05,0.0072189208652358354,2.6020852139652106e-18,0.00032304792563510754,1.6263032587282567e-19,4.214735571617112e-05,0.0,5.168949731386358e-06,3.1431645087065096e-06,0.0,ppo,ppo,ppo,0.0
0.0475,0.9871095802747657,0.3084026798489512,0.010851631500915105,-3.7684369354382192,-3.166753727259008,0.0,0.010851631500915105,0.010851631500915103,2.3313604751267047,0.007285501484770952,0.018137132985686054,1.3054630716392817e-34,0.007285501484770952,-3.469446951953614e-18,0.000324319193976827,-4.87890977618477e-19,0.010475775465790493,0.010131796524262139,2.299851933482044,0.007187037292131387,0.017318833816393528,3.1877093596260584e-05,0.007218914385727648,0.0,0.0003290226936189262,-5.421010862427522e-20,6.65870990433047e-05,0.0,1.1251809136250324e-05,4.7034996420991775e-06,0.0,ppo,ppo,ppo,0.0
