bin,rho_left,rho_right,rho_median,states,raw_mse_median,raw_mse_q25,raw_mse_q75,raw_mean_change,raw_change_se,raw_harm_rate,ppo_mse_median,ppo_mse_q25,ppo_mse_q75,ppo_mean_change,ppo_change_se,ppo_harm_rate,population_mean_change,population_change_se,risk_ratio_median,risk_ratio_q25,risk_ratio_q75,ppo_lower_mse_fraction
0.0,0.28219594264867676,0.797331276859965,0.6861440534623118,6.0,1.0334238379665868,0.6510743293990526,1.3070686216946616,0.0007049697141482018,0.0008651511426646936,0.4333333333333333,0.7907047184773859,0.4656906195721171,1.1751413483818225,0.0017455298558348752,0.0014174900694039433,0.27499999999999997,0.00331860267145119,0.0009551725127298062,0.8214595505434337,0.7281589373271539,0.8552176273349893,1.0
1.0,0.797331276859965,0.8936429835261928,0.8486050148799016,6.0,0.7517617469717774,0.7092461101345551,0.82319167914784,0.000781841741525414,0.0004632775284005953,0.3208333333333333,0.5852691904980519,0.5743275534012741,0.6532955053129981,0.0006900602711348145,0.0004738669172517571,0.26666666666666666,0.002050866635917146,0.000348813876915603,0.7988531511902153,0.7335141327772589,0.869002286894165,1.0
2.0,0.8936429835261928,0.9325405853976323,0.9195122400984073,6.0,0.7668146895560874,0.7400600547684585,0.8505123102231341,0.0003580772313917626,0.00045197475719702644,0.39999999999999997,0.6749467722609085,0.5890860670793515,0.6812657284227309,0.0008805663051197547,0.0005968574673287869,0.2916666666666667,0.0022462210997118703,0.00037227818128213316,0.7897882415171653,0.7679585121628187,0.8590222984235285,1.0
3.0,0.9325405853976323,0.9472599324410819,0.9397523704304938,6.0,0.6551268190737696,0.6119534006266771,0.6712632876446799,9.435159112138255e-05,0.00032836803970600205,0.4791666666666667,0.5223685269733278,0.5178754994007153,0.5491747750352095,0.0008444313858610957,0.00037972659226758485,0.33749999999999997,0.0016071221126821207,0.00024788853956855686,0.8310488866923166,0.7967387629570188,0.8588537087430137,1.0
4.0,0.9472599324410819,0.9601461821707311,0.9535916609150091,6.0,0.613229616269717,0.5694369259704829,0.6651741993932208,0.0004319902595990694,0.0005036308691289307,0.37916666666666665,0.5131787190332863,0.3775871640762077,0.5493879715638226,0.00036059988716291157,0.0003766936389679671,0.39166666666666666,0.0017581593950053893,0.0002002868671167553,0.8009612324115966,0.7425549078477955,0.8435365994812816,1.0
5.0,0.9601461821707311,0.9765963650771905,0.9682872611479347,6.0,0.5659543910484394,0.5313309039910885,0.6060228815397009,0.0004156341584018207,0.0003235770474197905,0.3541666666666667,0.49329214744533934,0.47337206455739894,0.523193544393155,0.00047817301054736195,0.0004342373960421435,0.35000000000000003,0.001524094187086054,0.00026106488371402197,0.8720532258079203,0.844163823977808,0.8909756196432778,1.0
6.0,0.9765963650771905,1.0,1.0,12.0,0.5305556224176788,0.4694863301897908,0.5715244671194875,0.0011826741199655111,0.0005633056705763984,0.35000000000000003,0.5116098245440936,0.4694863301897908,0.547840929134415,0.001227827951998345,0.0005480392437937899,0.3458333333333334,0.002352493663666753,0.0004508195676517045,1.0,0.9778056410262104,1.0,0.3333333333333333
