bin,rho_left,rho_right,rho_median,states,oracle_mean_change,oracle_change_se,raw_mse,raw_mse_se,raw_mean_change,raw_change_se,raw_harm_rate,ppo_mse,ppo_mse_se,ppo_mean_change,ppo_change_se,ppo_harm_rate
0.0,9.456036076752117e-09,0.4601914731299194,0.11873055542685026,5.0,0.008206478131308861,0.004097082021051308,0.22939323848602333,0.09848808278094799,0.008627727376819494,0.004338999678068995,0.05,0.12405570937354964,0.08152048189983407,0.007817170714503465,0.005735128536711757,0.11666666666666667
1.0,0.4601914731299194,0.7352226642970258,0.6275328280353951,5.0,0.005212069556460241,0.0013999931699928702,0.0481595308079222,0.008860622251598647,0.005300689255356118,0.0014968232067436322,0.016666666666666666,0.05311157274141246,0.008455877764335802,0.006245259842820184,0.0019418998543315289,0.016666666666666666
2.0,0.7352226642970258,0.8302336157206653,0.7883077510936314,5.0,0.004500352531747498,0.001038388854189309,0.03018935114511012,0.001994937669104334,0.003904106858014258,0.0009768942801166866,0.016666666666666666,0.032919086451890824,0.0018240847923954638,0.004654635492455031,0.0009325679795442901,0.0
3.0,0.8302336157206653,0.8873192294984601,0.8628021491190204,5.0,0.0035467584860142676,0.0004971984629072138,0.023851928585276377,0.0033107774030011724,0.0033573484982325915,0.0005264405713998504,0.016666666666666666,0.03198550263827248,0.0022188419108750503,0.0035131050322955992,0.0007476197455641664,0.016666666666666666
4.0,0.8873192294984601,0.9366760314642272,0.912028679304553,5.0,0.002842139280428491,0.0002574727446255168,0.021102580095748363,0.0004388910112613773,0.002723193811118798,0.0002520105485792357,0.0,0.02300585308098089,0.0011612877358407804,0.0023566844655979785,0.00039177629344164683,0.0
5.0,0.9366760314642272,1.0,1.0,5.0,0.004283550547875312,0.002101392055044554,0.01339767658005087,0.003917660889276723,0.004625518297182904,0.0024971043814717357,0.0,0.014235375013709061,0.004299999424699778,0.004759604810345108,0.0024830396242238708,0.0
