group,rank,config_id,rollout_size,minibatches,minibatch_size,learning_rate,ppo_epsilon,initialization_scale,initial_value,raw_final,ppo_final,early_gap_raw_minus_ppo,middle_gap_raw_minus_ppo,late_gap_raw_minus_ppo,sign_crossover,early_risk_margin_ppo_minus_raw,late_risk_margin_raw_minus_ppo,risk_crossover,early_endpoint_rho,late_endpoint_rho,support_drop,score
performance_crossover,1,39,160.0,40.0,4.0,0.14,0.1,0.2,0.26409195184164375,0.5408295481443415,0.6209465782023739,0.03082517769117804,0.023774343434219844,-0.09533466026397502,1.0,-0.23847425394339075,0.2798925299344028,0.0,0.8089893545174607,0.8331178457789221,-0.024128491261461438,22.77438185118116
performance_crossover,2,48,160.0,40.0,4.0,0.17,0.1,0.2,0.26409195184164375,0.6742793978652699,0.646472173980361,0.02428907779818838,0.024443485038606244,-0.001688340442462577,1.0,-0.3421333015555889,0.3404458310902309,0.0,0.616837454589786,0.6241420330599491,-0.007304578470163081,12.795883741105682
performance_crossover,3,96,320.0,40.0,8.0,0.14,0.2,0.2,0.26409195184164375,0.6758583130387876,0.6802927101749341,0.02270087292215245,0.02500350348516181,-0.0016254017106326717,1.0,-0.10236104590999594,0.06072632815589215,0.0,0.8867551764947575,0.9102733589505142,-0.023518182455756653,12.639619243161121
performance_crossover,4,51,160.0,40.0,4.0,0.17,0.2,0.2,0.26409195184164375,0.6601526909605026,0.6741150375330872,0.005993332616513247,0.021931623835491826,-0.011613940811906476,1.0,-0.26262615242638915,0.1400994397811425,0.0,0.5536672057318803,0.6396885580166248,-0.0860213522847445,11.962248299044548
risk_crossover,1,64,320.0,8.0,40.0,0.17,0.05,0.35,0.4381825474072605,0.5880169257418412,0.5720579694188923,0.0055066155039247095,0.012661459291328975,0.015831059798075458,0.0,0.007523573758155912,0.006076942716472571,1.0,0.9894618289825874,0.9900583536362529,-0.0005965246536655533,5.621589000479024
risk_crossover,2,66,320.0,8.0,40.0,0.17,0.1,0.2,0.26409195184164375,0.4515461466183932,0.4385497890286601,0.0031750393514882735,0.01003351624119761,0.012270219095463311,0.0,0.003234186224630368,0.001935884897221341,1.0,0.9903799401745257,0.9906522723515652,-0.00027233217703948043,5.407981943139768
risk_crossover,3,55,320.0,8.0,40.0,0.14,0.05,0.35,0.4381825474072605,0.568208412508556,0.5549998511340041,0.0030746474874725296,0.009775036424412936,0.012712099180989958,0.0,0.005829102126759564,0.005827798728316943,1.0,0.9936945954855164,0.9940388650349549,-0.00034426954943844734,5.369175540954263
risk_crossover,4,57,320.0,8.0,40.0,0.14,0.1,0.2,0.26409195184164375,0.4202586882847649,0.4123048791007136,0.0015625509129297093,0.005279120142815022,0.007810009548605353,0.0,0.0012016207638489366,0.0018178703124452531,1.0,0.9934754565092936,0.9930650672543742,0.0004103892549194299,5.232760396473439
performance_crossover_mb_ge_8,1,96,320.0,40.0,8.0,0.14,0.2,0.2,0.26409195184164375,0.6758583130387876,0.6802927101749341,0.02270087292215245,0.02500350348516181,-0.0016254017106326717,1.0,-0.10236104590999594,0.06072632815589215,0.0,0.8867551764947575,0.9102733589505142,-0.023518182455756653,12.639619243161121
