ess_bin,ess_bin_lower,ess_bin_upper,ess_min,ess_max,median_normalized_ess,mean_raw_gradient_mse,raw_gradient_mse_se,mean_ppo_gradient_mse,ppo_gradient_mse_se,mean_raw_minus_ppo_mse,raw_minus_ppo_mse_se,mean_raw_relative_gain_pct,raw_relative_gain_pct_se,mean_oracle_relative_gain_pct,oracle_relative_gain_pct_se,mean_ppo_relative_gain_pct,ppo_relative_gain_pct_se,mean_ppo_minus_raw_gain_pct,ppo_minus_raw_gain_pct_se,observations
1.0,0.0,0.03,0.007991718985334175,0.027412324905266815,0.017930018072959672,0.4766514119361452,0.20746069034488887,0.42796277208972167,0.20691665404001203,0.04868863984642345,0.05392273475470042,-13.291265280806368,5.8211515859291065,6.289956342530958,1.1031393128813562,-12.122033700536926,5.7375224252337125,1.1692315802694424,1.2036680933851769,26.0
2.0,0.03,0.1,0.033580572682715505,0.0969242675829942,0.06937564358851767,0.13097809212498,0.03360228434815078,0.1004413064446588,0.030754699892451002,0.03053678568032116,0.016175438092010393,-3.993451689463004,1.7530308134774808,7.02631493402981,0.6968389828314684,-4.402517400750887,1.5787608041028307,-0.4090657112878833,0.5457646155158877,76.0
3.0,0.1,0.2,0.10141337543330661,0.19975560633599695,0.15871067443783213,0.05397146272162537,0.008365708175738047,0.043828561203248094,0.008327009599867234,0.010142901518377278,0.003567708647646829,-0.10345073668474888,0.9076950284464106,5.940529914717571,0.4824161269372624,-0.4386368468254962,0.8881357731712942,-0.33518611014074734,0.25850535164489663,137.0
4.0,0.2,0.4,0.2001826165919608,0.3991347275401885,0.31092668354419584,0.02833147471924056,0.0023401127225064697,0.021290115922250524,0.001949985435233506,0.007041358796990035,0.001450010850118504,1.1923606354342542,0.2241775196564179,4.257326116623947,0.14637720660584558,0.34409638605831266,0.16989253894539805,-0.8482642493759415,0.13748816518487722,443.0
5.0,0.4,0.6,0.4016792870004775,0.5999163906619847,0.5090552204875161,0.02218405288335722,0.0009040861592278754,0.017144121075306714,0.0009026339805741692,0.005039931808050503,0.00046541741356385155,1.4213192911221006,0.1899414797522495,3.5701659513465396,0.0957748997006236,0.6403918000577414,0.11719377071482069,-0.7809274910643592,0.15750391751439663,585.0
6.0,0.6,0.8,0.6004234834910611,0.7997475248232558,0.6953938282255446,0.01999504615151992,0.0006429823449343383,0.0167880570931976,0.0006333531406321303,0.003206989058322319,0.00036024529961649934,1.2660608645135711,0.10035801173065964,2.9936823726313366,0.06607156070284166,0.7641982780423503,0.07870166807217896,-0.501862586471221,0.08002961222924498,661.0
7.0,0.8,1.000001,0.8001684091116428,1.0,0.9146645076143506,0.01573803446847835,0.0005342434608899648,0.014127022858527117,0.0005167744604769974,0.0016110116099512346,0.00021289075353667983,2.951895628739484,0.6945921907098997,3.4918848541949457,0.12422051993447035,1.8119179907360259,0.21446679959825923,-1.139977638003458,0.6697218480928459,632.0
