method,step,mean_population_gain,population_gain_se,mean_population_value,population_value_se,mean_relative_improvement_pct,relative_improvement_pct_se,learning_rate,rollout_perturbation,population_ess
PPO masked,12,0.1262268425031118,0.002266748474842188,0.547764407614656,0.002266748474842188,29.944387630011242,0.5377334459486137,5.0,2.5,0.0025310530098126473
PPO masked,13,0.13385676232346772,0.00228591307063687,0.5553943274350118,0.00228591307063687,31.754408954762436,0.5422798013344288,5.0,2.5,0.0025310530098126473
PPO masked,14,0.14105071429363458,0.0023009501502831084,0.5625882794051786,0.0023009501502831084,33.461007029423534,0.5458469993473175,5.0,2.5,0.0025310530098126473
PPO masked,15,0.1478981964155015,0.0023189509520278396,0.5694357615270458,0.00231895095202784,35.085413176964614,0.5501172716159273,5.0,2.5,0.0025310530098126473
PPO masked,16,0.15437211674014775,0.0023457258817464214,0.5759096818516919,0.0023457258817464214,36.6212004615292,0.5564690020273074,5.0,2.5,0.0025310530098126473
ESS gated,0,0.0,0.0,0.42153756511154405,1.1158161231197418e-17,0.0,0.0,5.0,2.5,0.0025310530098126473
ESS gated,1,-0.00783035431980575,0.005226614611079547,0.4137072107917384,0.005226614611079548,-1.8575697560272573,1.2398929641529146,5.0,2.5,0.0025310530098126473
ESS gated,2,0.01549844186839544,0.004834184782264989,0.4370360069799396,0.004834184782264989,3.6766454881178516,1.1467980987615665,5.0,2.5,0.0025310530098126473
ESS gated,3,0.03536020707077496,0.004077835236446779,0.4568977721823192,0.004077835236446779,8.38838812892469,0.9673717300539354,5.0,2.5,0.0025310530098126473
ESS gated,4,0.050196982871138204,0.004290563306277973,0.4717345479826824,0.004290563306277973,11.908068705064387,1.017836525469002,5.0,2.5,0.0025310530098126473
ESS gated,5,0.06528950321088041,0.0031307897033985553,0.4868270683224245,0.0031307897033985553,15.488418735256484,0.7427071659841533,5.0,2.5,0.0025310530098126473
ESS gated,6,0.07858767196603461,0.0030638369518700926,0.5001252370775786,0.0030638369518700926,18.643100513530584,0.7268241802031007,5.0,2.5,0.0025310530098126473
ESS gated,7,0.08958027139617102,0.002985531461411076,0.5111178365077151,0.002985531461411076,21.250839500500255,0.7082480207003774,5.0,2.5,0.0025310530098126473
ESS gated,8,0.10030603932927265,0.0030164059176879562,0.5218436044408168,0.0030164059176879567,23.795278910132343,0.7155722686042886,5.0,2.5,0.0025310530098126473
ESS gated,9,0.10971399824338283,0.0030412779967660935,0.531251563354927,0.0030412779967660935,26.0270987270971,0.7214725918818962,5.0,2.5,0.0025310530098126473
ESS gated,10,0.1184503139116319,0.003033393106146008,0.539987879023176,0.003033393106146008,28.099586778295414,0.7196020846548595,5.0,2.5,0.0025310530098126473
ESS gated,11,0.12692494717502323,0.0030578028660704524,0.5484625122865674,0.0030578028660704524,30.109996754722744,0.7253927334474496,5.0,2.5,0.0025310530098126473
ESS gated,12,0.1346170079541914,0.003027992951865707,0.5561545730657356,0.003027992951865707,31.934759579154008,0.7183210234334542,5.0,2.5,0.0025310530098126473
ESS gated,13,0.14195655900954746,0.0030061977035721723,0.5634941241210916,0.0030061977035721723,33.67589765623473,0.7131506068211725,5.0,2.5,0.0025310530098126473
ESS gated,14,0.14897620136435927,0.0029980049057959637,0.5705137664759034,0.0029980049057959633,35.34114482179976,0.7112070557703803,5.0,2.5,0.0025310530098126473
ESS gated,15,0.1556251047657587,0.002983810149466329,0.5771626698773029,0.002983810149466329,36.91844277854059,0.7078396794071664,5.0,2.5,0.0025310530098126473
ESS gated,16,0.1618394188185989,0.0029706379500655453,0.5833769839301431,0.002970637950065545,38.39264450269673,0.7047148809334411,5.0,2.5,0.0025310530098126473
