method,step,mean_population_gain,population_gain_se,mean_population_value,population_value_se,mean_relative_improvement_pct,relative_improvement_pct_se,learning_rate,rollout_perturbation,population_ess
ESS gated,11,0.28706310750712133,0.00036741822773594387,0.7086006726186657,0.00036741822773594387,68.09905718157309,0.08716144375856998,5.0,0.0,1.0
ESS gated,12,0.29840242548367707,0.00035348001557226856,0.7199399905952211,0.00035348001557226856,70.78904709351728,0.08385492654224855,5.0,0.0,1.0
ESS gated,13,0.30859204529180656,0.00034004272756321143,0.7301296104033507,0.0003400427275632114,73.20629780886769,0.08066724195107779,5.0,0.0,1.0
ESS gated,14,0.31778438340282245,0.0003279094961923513,0.7393219485143667,0.0003279094961923512,75.38696659661463,0.0777889145195357,5.0,0.0,1.0
ESS gated,15,0.3261162791699295,0.00031676132370474377,0.7476538442814739,0.0003167613237047438,77.36351541614921,0.07514426943679972,5.0,0.0,1.0
ESS gated,16,0.3336993735988297,0.0003061979031719661,0.7552369387103739,0.00030619790317196617,79.16242850397653,0.07263834317848808,5.0,0.0,1.0
Unclipped,0,0.0,0.0,0.42153756511154405,1.1158161231197418e-17,0.0,0.0,2.0,2.5,0.0025310530098126473
Unclipped,1,0.006301414912148624,0.002963921119045296,0.42783898002369286,0.002963921119045296,1.494864380706187,0.7031214687262819,2.0,2.5,0.0025310530098126473
Unclipped,2,0.01939046452102601,0.0034615109162008154,0.4409280296325702,0.0034615109162008163,4.599937496885965,0.82116309498653,2.0,2.5,0.0025310530098126473
Unclipped,3,0.03165062546093475,0.0031730103413742405,0.45318819057247883,0.0031730103413742405,7.508376021614965,0.7527230320587495,2.0,2.5,0.0025310530098126473
Unclipped,4,0.04595063307020544,0.0020757907090341674,0.4674881981817496,0.0020757907090341674,10.900720807182708,0.4924331496968454,2.0,2.5,0.0025310530098126473
Unclipped,5,0.05770373798709699,0.002072961761174064,0.4792413030986411,0.002072961761174064,13.688872063354035,0.49176204749997354,2.0,2.5,0.0025310530098126473
Unclipped,6,0.07028842824765302,0.001759673797266183,0.49182599335919713,0.001759673797266183,16.67429763443593,0.4174417520299884,2.0,2.5,0.0025310530098126473
Unclipped,7,0.08130289469112462,0.0018871935790016985,0.5028404598026688,0.0018871935790016985,19.287224062607766,0.44769285947322945,2.0,2.5,0.0025310530098126473
Unclipped,8,0.0923127914813502,0.0018656122621435918,0.5138503565928944,0.0018656122621435918,21.89906644664588,0.4425731931269108,2.0,2.5,0.0025310530098126473
Unclipped,9,0.10255619904392901,0.0019451397805219865,0.5240937641554733,0.0019451397805219863,24.3290770578872,0.4614392503802782,2.0,2.5,0.0025310530098126473
Unclipped,10,0.11242602071114433,0.0019954829447914975,0.5339635858226884,0.001995482944791497,26.67046308942715,0.47338199722804475,2.0,2.5,0.0025310530098126473
Unclipped,11,0.12179374114312566,0.002060090818141833,0.54333130625467,0.002060090818141833,28.892737260769984,0.48870871510507186,2.0,2.5,0.0025310530098126473
Unclipped,12,0.13073227780165428,0.002124159651379785,0.5522698429131985,0.002124159651379785,31.013197546714697,0.5039075582309505,2.0,2.5,0.0025310530098126473
Unclipped,13,0.13924220369331836,0.002189306458706108,0.5607797688048625,0.002189306458706108,33.03197987977018,0.5193621256807301,2.0,2.5,0.0025310530098126473
Unclipped,14,0.14735490597082257,0.0022539782294710557,0.5688924710823668,0.002253978229471055,34.95653013316396,0.5347040017357941,2.0,2.5,0.0025310530098126473
Unclipped,15,0.15509305539474735,0.0023166488037454514,0.5766306205062915,0.002316648803745451,36.79222641847062,0.5495711403875564,2.0,2.5,0.0025310530098126473
Unclipped,16,0.16248539046340824,0.002376341763079554,0.5840229555749523,0.002376341763079554,38.54588627716075,0.5637319090294466,2.0,2.5,0.0025310530098126473
PPO masked,0,0.0,0.0,0.42153756511154405,1.1158161231197418e-17,0.0,0.0,2.0,2.5,0.0025310530098126473
PPO masked,1,0.0016846767781840339,0.00264928443139344,0.42322224188972823,0.002649284431393441,0.39965045054483983,0.6284812198629098,2.0,2.5,0.0025310530098126473
PPO masked,2,0.010812222525268766,0.0008090828816434759,0.4323497876368129,0.0008090828816434761,2.5649487543079856,0.19193612826163725,2.0,2.5,0.0025310530098126473
PPO masked,3,0.01562572118299521,0.0008563206736207568,0.4371632862945395,0.0008563206736207565,3.7068395503163396,0.20314219763407407,2.0,2.5,0.0025310530098126473
PPO masked,4,0.020451260488473736,0.0009255322485592519,0.4419888256000179,0.0009255322485592519,4.8515867104423,0.2195610368234547,2.0,2.5,0.0025310530098126473
PPO masked,5,0.025397772746639062,0.0009948624726831546,0.44693533785818323,0.0009948624726831543,6.025031894824958,0.23600802277725866,2.0,2.5,0.0025310530098126473
PPO masked,6,0.03050207514761721,0.001054346293186253,0.4520396402591614,0.001054346293186253,7.235909126994644,0.2501191780873099,2.0,2.5,0.0025310530098126473
PPO masked,7,0.035651080313763725,0.0011059465013818946,0.45718864542530796,0.0011059465013818946,8.457391052284985,0.2623601294203156,2.0,2.5,0.0025310530098126473
PPO masked,8,0.040816356564293325,0.0011497236397199422,0.46235392167583755,0.0011497236397199422,9.682732914560724,0.27274523906682213,2.0,2.5,0.0025310530098126473
PPO masked,9,0.045951197243954925,0.0011876941668874691,0.4674887623554991,0.0011876941668874691,10.9008546443057,0.2817528650318958,2.0,2.5,0.0025310530098126473
PPO masked,10,0.05101876466351214,0.0012190822095588466,0.47255632977505635,0.0012190822095588466,12.103017355051604,0.28919894938337515,2.0,2.5,0.0025310530098126473
PPO masked,11,0.056004214933876126,0.001244657775034277,0.47754178004542036,0.0012446577750342767,13.285699678759757,0.2952661584750874,2.0,2.5,0.0025310530098126473
PPO masked,12,0.06090046973181213,0.0012661658701336417,0.48243803484335623,0.0012661658701336417,14.447222447588294,0.3003684546592184,2.0,2.5,0.0025310530098126473
PPO masked,13,0.06570004868544481,0.0012860427691733444,0.48723761379698904,0.0012860427691733444,15.58581111699019,0.30508378745155046,2.0,2.5,0.0025310530098126473
PPO masked,14,0.07040448495676797,0.0013011198604082725,0.4919420500683122,0.0013011198604082727,16.701829394051288,0.3086604772848606,2.0,2.5,0.0025310530098126473
PPO masked,15,0.07501340341199421,0.001312867813135882,0.49655096852353836,0.0013128678131358819,17.795188286990438,0.3114474063037492,2.0,2.5,0.0025310530098126473
PPO masked,16,0.07948776540639114,0.0013236790641593947,0.5010253305179354,0.0013236790641593947,18.856626783750027,0.314012124591822,2.0,2.5,0.0025310530098126473
ESS gated,0,0.0,0.0,0.42153756511154405,1.1158161231197418e-17,0.0,0.0,2.0,2.5,0.0025310530098126473
ESS gated,1,0.001771092915077731,0.002653214375932475,0.42330865802662193,0.002653214375932475,0.4201506725999799,0.6294135079587512,2.0,2.5,0.0025310530098126473
ESS gated,2,0.011543857268623397,0.0008835612177468998,0.43308142238016756,0.0008835612177468998,2.738512109963141,0.20960438425294275,2.0,2.5,0.0025310530098126473
ESS gated,3,0.01740598737292169,0.0010262441073840903,0.4389435524844659,0.00102624410738409,4.129166369387708,0.24345258698653183,2.0,2.5,0.0025310530098126473
ESS gated,4,0.023592292636541817,0.0011935314242215082,0.445129857748086,0.0011935314242215082,5.596723658613675,0.2831376188040762,2.0,2.5,0.0025310530098126473
ESS gated,5,0.029016173020085762,0.0013386437741004166,0.45055373813162997,0.0013386437741004164,6.883413347137334,0.31756215457243875,2.0,2.5,0.0025310530098126473
ESS gated,6,0.03505431866252745,0.001521118618831234,0.4565918837740716,0.001521118618831234,8.31582320623113,0.36085007475638065,2.0,2.5,0.0025310530098126473
ESS gated,7,0.04069469056596321,0.0016465027429632274,0.46223225567750736,0.0016465027429632274,9.653870481316389,0.39059454701920626,2.0,2.5,0.0025310530098126473
ESS gated,8,0.046458575331904645,0.0017941684354937798,0.46799614044344884,0.0017941684354937798,11.021218315290861,0.4256248040477769,2.0,2.5,0.0025310530098126473
ESS gated,9,0.05220620881102479,0.0018959799456326125,0.47374377392256906,0.0018959799456326123,12.38471090879181,0.44977722095322925,2.0,2.5,0.0025310530098126473
ESS gated,10,0.05740548298411026,0.0019622785334203353,0.47894304809565447,0.001962278533420335,13.61811798882504,0.46550502157526374,2.0,2.5,0.0025310530098126473
ESS gated,11,0.06310414054203989,0.0020854299914754354,0.4846417056535841,0.002085429991475435,14.969992182153858,0.49471984564972377,2.0,2.5,0.0025310530098126473
ESS gated,12,0.06814381550077915,0.002143717006576053,0.4896813806123233,0.002143717006576053,16.165538054182058,0.5085470866656446,2.0,2.5,0.0025310530098126473
ESS gated,13,0.07322369433105347,0.0022163094317000183,0.49476125944259763,0.0022163094317000183,17.370621361272406,0.525767954064439,2.0,2.5,0.0025310530098126473
ESS gated,14,0.07813303677124729,0.0022670485640505686,0.49967060188279155,0.002267048564050568,18.53524886935576,0.5378046351457857,2.0,2.5,0.0025310530098126473
ESS gated,15,0.08304985532025012,0.0023135019242940106,0.5045874204317943,0.0023135019242940106,19.701649910672632,0.5488246163024235,2.0,2.5,0.0025310530098126473
ESS gated,16,0.08776478818565739,0.0023798712845756803,0.5093023532972015,0.0023798712845756803,20.82015826096868,0.5645692060554404,2.0,2.5,0.0025310530098126473
Unclipped,0,0.0,0.0,0.42153756511154405,1.1158161231197418e-17,0.0,0.0,5.0,2.5,0.0025310530098126473
Unclipped,1,-0.011867547023404902,0.006952478926178308,0.40967001808813924,0.006952478926178308,-2.8152999888075456,1.6493142015323343,5.0,2.5,0.0025310530098126473
Unclipped,2,0.03455626127901273,0.006409003832040358,0.4560938263905569,0.006409003832040358,8.197670655963652,1.5203873539347446,5.0,2.5,0.0025310530098126473
Unclipped,3,0.05565675281898266,0.006576764278773057,0.4771943179305268,0.006576764278773057,13.20327235942903,1.5601846248347433,5.0,2.5,0.0025310530098126473
Unclipped,4,0.09117424958432624,0.006391809529294976,0.5127118146958702,0.006391809529294974,21.62897381641429,1.516308404828315,5.0,2.5,0.0025310530098126473
Unclipped,5,0.11374889421437245,0.005082349186853066,0.5352864593259167,0.005082349186853067,26.984284113391663,1.2056693418315427,5.0,2.5,0.0025310530098126473
Unclipped,6,0.1395808355484382,0.004356690730870637,0.5611184006599824,0.004356690730870637,33.112312424991906,1.0335237215971018,5.0,2.5,0.0025310530098126473
Unclipped,7,0.1560719259696963,0.004783812663309003,0.5776094910812405,0.004783812663309004,37.02444073481273,1.134848483086708,5.0,2.5,0.0025310530098126473
Unclipped,8,0.17635492940587918,0.004085130442960489,0.5978924945174234,0.004085130442960489,41.836112366216625,0.9691023484181088,5.0,2.5,0.0025310530098126473
Unclipped,9,0.19001689012733572,0.004145816149241854,0.6115544552388799,0.004145816149241854,45.077095341919254,0.9834986232234888,5.0,2.5,0.0025310530098126473
Unclipped,10,0.20387023151158176,0.0041053691943533106,0.6254077966231258,0.0041053691943533106,48.36347893636362,0.9739035222796759,5.0,2.5,0.0025310530098126473
Unclipped,11,0.2158613115735698,0.004238132884573858,0.6373988766851141,0.004238132884573858,51.208084270366314,1.0053986252571332,5.0,2.5,0.0025310530098126473
Unclipped,12,0.2271869434250794,0.003965889504081429,0.6487245085366234,0.003965889504081428,53.894827466909824,0.9408152042231407,5.0,2.5,0.0025310530098126473
Unclipped,13,0.23706919572674828,0.004155773220643537,0.6586067608382925,0.004155773220643536,56.23916237785754,0.9858607072287536,5.0,2.5,0.0025310530098126473
Unclipped,14,0.24601942301389593,0.004058122204453797,0.6675569881254401,0.004058122204453797,58.362395994007336,0.9626952709137478,5.0,2.5,0.0025310530098126473
Unclipped,15,0.2545428279937165,0.004274110248540342,0.6760803931052608,0.004274110248540341,60.38437592776845,1.0139334195303233,5.0,2.5,0.0025310530098126473
Unclipped,16,0.2621644908760303,0.004202656557800313,0.6837020559875745,0.004202656557800313,62.19243848567997,0.996982690424811,5.0,2.5,0.0025310530098126473
PPO masked,0,0.0,0.0,0.42153756511154405,1.1158161231197418e-17,0.0,0.0,5.0,2.5,0.0025310530098126473
PPO masked,1,-0.007944026900758438,0.005221021385596341,0.41359353821078565,0.005221021385596341,-1.884535936591167,1.238566101271376,5.0,2.5,0.0025310530098126473
PPO masked,2,0.0125572754862165,0.004715116718461749,0.4340948405977607,0.00471511671846175,2.9789220523902036,1.1185519651644973,5.0,2.5,0.0025310530098126473
PPO masked,3,0.03030605574617292,0.0038647558786698124,0.4518436208577171,0.003864755878669813,7.189408075209989,0.9168235997299906,5.0,2.5,0.0025310530098126473
PPO masked,4,0.04362196822038699,0.00393844714663682,0.4651595333319312,0.00393844714663682,10.3482991388547,0.934305142080198,5.0,2.5,0.0025310530098126473
PPO masked,5,0.05780309618807549,0.0025453664080627536,0.4793406612996196,0.0025453664080627536,13.7124424896225,0.6038290816120309,5.0,2.5,0.0025310530098126473
PPO masked,6,0.06984257590197004,0.002255667516410877,0.4913801410135142,0.002255667516410877,16.568529517289598,0.535104745840148,5.0,2.5,0.0025310530098126473
PPO masked,7,0.0808793413591903,0.002175180706949712,0.5024169064707344,0.002175180706949712,19.18674586873144,0.5160111190503585,5.0,2.5,0.0025310530098126473
PPO masked,8,0.09120719885900903,0.002137437454814436,0.5127447639705531,0.0021374374548144364,21.636790266811563,0.5070574088097802,5.0,2.5,0.0025310530098126473
PPO masked,9,0.10069493522700335,0.0021718871015120726,0.5222325003385475,0.0021718871015120726,23.887535432425384,0.5152297876317058,5.0,2.5,0.0025310530098126473
PPO masked,10,0.10968528496235194,0.002211691413922584,0.5312228500738961,0.002211691413922584,26.02028716784181,0.5246724365685755,5.0,2.5,0.0025310530098126473
PPO masked,11,0.11817222078654778,0.0022415859840689027,0.539709785898092,0.0022415859840689027,28.0336156411773,0.5317642292391547,5.0,2.5,0.0025310530098126473
