batch_size,ppo_epsilon,path_scale,population_rho,population_value,signal_sq,raw_risk,ppo_risk,risk_ratio,raw_bias_sq,ppo_bias_sq,raw_variance,ppo_variance
4,0.05,1.7000000000000002,0.28891965541354636,0.9189369248693581,4.4135700153657535e-05,0.15490386062938494,0.009640034166581346,0.0622323686925118,1.7966969992449102e-35,3.432636377738495e-05,0.6196154425175397,0.03842283121121585
4,0.05,1.725,0.28817792067708453,0.9199747857481653,4.323694140621964e-05,0.1527059075271698,0.009449549970853724,0.06188070994681353,2.4761423672012365e-35,3.295907611379164e-05,0.6108236301086792,0.03766636357895973
4,0.05,1.75,0.2874654151340595,0.9209695784325471,4.247730995736014e-05,0.15057260080473006,0.009373442080478252,0.062251976989055206,1.4979144111755191e-35,3.179387416193828e-05,0.6022904032189202,0.037366592825265256
4,0.05,1.7750000000000001,0.2867805451878108,0.921923580021108,4.183899502122832e-05,0.1485010270478253,0.009296399357903806,0.06260158291639199,2.9516272161496374e-35,3.0336247142636616e-05,0.5940041081913012,0.037064252443044676
4,0.05,1.8,0.2861218241473755,0.9228389261306615,4.130629055875254e-05,0.14648844981994064,0.009231560996734089,0.06301903670959216,2.7539707230615023e-35,2.956258304994685e-05,0.5859537992797625,0.03680799365473657
4,0.05,1.8250000000000002,0.2854878639121861,0.9237176206951281,4.0865347248318054e-05,0.14453229659457692,0.009075029264449967,0.06278893699382672,2.6912365153117113e-35,2.872398639865458e-05,0.5781291863783077,0.03618522111220525
4,0.05,1.85,0.28487736738255376,0.9245615450381224,4.0503954486299584e-05,0.14263014675449917,0.009171617674534874,0.06430350022931293,1.8743704096509526e-35,2.7431951368408676e-05,0.5705205870179967,0.03657674289266586
4,0.05,1.875,0.28428912152621955,0.9253724662745638,4.0211348641742305e-05,0.1407797205685545,0.00899767222876344,0.06391312749041797,2.7081839436477725e-35,2.674451234055582e-05,0.563118882274218,0.03588371086569154
4,0.05,1.9000000000000001,0.28372199103852147,0.9261520450925461,3.997804428326924e-05,0.13897886906374407,0.008936532154886476,0.06430137340366214,3.243130389712846e-35,2.6218006004804644e-05,0.5559154762549763,0.03564125659552669
4,0.05,1.925,0.28317491254018967,0.9269018429628857,3.979568552314839e-05,0.1372255647168907,0.008788256161882826,0.06404241206814362,1.6064455580889386e-35,2.5863036187474918e-05,0.5489022588675628,0.03504957250278141
4,0.05,1.9500000000000002,0.2826468892625203,0.927623328820174,3.965691499272452e-05,0.1355178928964666,0.008640809460112578,0.06376139176480564,2.2003339071915563e-34,2.531749755272273e-05,0.5420715715858664,0.03446196785023942
4,0.05,1.975,0.28213698617478883,0.9283178852558317,3.955525828309122e-05,0.13385404399093673,0.008585358159961408,0.06413969951137766,8.027834303391606e-33,2.5483602664463073e-05,0.5354161759637469,0.03423949822918778
4,0.05,2.0,0.28164432551330915,0.928986814260544,3.9485021961843116e-05,0.13223230616533985,0.008436157117242141,0.06379800339180192,2.133810864284477e-32,2.525819674573994e-05,0.5289292246613594,0.033643595681985605
4,0.05,2.025,0.28116808267560317,0.9296313425505784,3.944120351688449e-05,0.13065105869278443,0.008437788008368467,0.06458262254276297,1.1183671979602649e-31,2.474969301969417e-05,0.5226042347711377,0.03365215326139509
4,0.05,2.0500000000000003,0.28070748244676286,0.9302526265097995,3.9419411786657686e-05,0.12910876581210434,0.008298403608563827,0.06427451735260742,3.976843445868167e-31,2.4567875955671025e-05,0.5164350632484174,0.03309534293043263
4,0.05,2.075,0.28026179552832037,0.9308517567767247,3.9415796617143196e-05,0.12760397106711197,0.008276617553695222,0.06486175535510742,7.730421800781681e-31,2.44567184518896e-05,0.5104158842684479,0.03300864334097333
4,0.05,2.1,0.27983033534283086,0.9314297625036656,3.942698664329976e-05,0.12613529208673976,0.008399695405690244,0.06659274550943288,1.248607291753948e-30,2.419732008950957e-05,0.5045411683469591,0.03350199234240294
4,0.05,2.125,0.2794124550899602,0.9319876153128879,3.9450034229480067e-05,0.12470141576888553,0.008505417051700317,0.06820625892061859,2.1943295685428142e-30,2.4542305950430843e-05,0.49880566307554214,0.033923498982999546
4,0.05,2.15,0.2790075450321884,0.9325262329727598,3.948236672252725e-05,0.12330109383400481,0.008359691534598084,0.06779900546423694,3.617088454301218e-30,2.437304740940346e-05,0.49320437533601924,0.03334127394875472
4,0.05,2.1750000000000003,0.27861502999031323,0.9330464828150631,3.9521743275124144e-05,0.12193313871744454,0.008234009365488518,0.0675288888000265,5.4267298427019285e-30,2.4269819469783027e-05,0.4877325548697782,0.032838958184074944
4,0.05,2.2,0.27823436703080995,0.933549184912973,3.9566216587540905e-05,0.12059641977220607,0.008088823234242985,0.06707349396874235,9.487795431401532e-30,2.4360369737353233e-05,0.4823856790888243,0.03225785145802253
4,0.05,2.225,0.27786504332876977,0.9340351150376842,3.961409899502591e-05,0.11928985975628678,0.008067018544102168,0.06762535022325754,1.6333202679202493e-29,2.3600501491344102e-05,0.4771594390251471,0.0321736721704433
4,0.05,2.25,0.27750657419165614,0.9345050074102477,3.9663932397163035e-05,0.11801243158099535,0.008063101539823784,0.06832417086745513,2.7343049792142585e-29,2.402763685570633e-05,0.4720497263239814,0.03215629561187231
4,0.05,2.275,0.2771585012304646,0.9349595572638882,3.971446158595466e-05,0.11676315529868432,0.007893974662627087,0.06760672613234901,4.24482810874036e-29,2.42673088519975e-05,0.4670526211947373,0.03147882941510036
