config_id,rollout_size,minibatches,minibatch_size,policy_iterations,learning_rate,eta_max,condition_holds,ppo_epsilon,initialization_scale,replications,initial_value,raw_final,ppo_final,raw_gain,ppo_gain,early_gap_raw_minus_ppo,middle_gap_raw_minus_ppo,late_gap_raw_minus_ppo,sign_crossover,early_risk_margin_ppo_minus_raw,late_risk_margin_raw_minus_ppo,risk_crossover,early_endpoint_rho,late_endpoint_rho,support_drop,score,raw_value_0,ppo_value_0,raw_value_1,ppo_value_1,raw_endpoint_rho_1,raw_value_2,ppo_value_2,raw_endpoint_rho_2,raw_value_3,ppo_value_3,raw_endpoint_rho_3,raw_value_4,ppo_value_4,raw_endpoint_rho_4,raw_value_5,ppo_value_5,raw_endpoint_rho_5,raw_value_6,ppo_value_6,raw_endpoint_rho_6,raw_value_7,ppo_value_7,raw_endpoint_rho_7,raw_value_8,ppo_value_8,raw_endpoint_rho_8,raw_value_9,ppo_value_9,raw_endpoint_rho_9,raw_value_10,ppo_value_10,raw_endpoint_rho_10,raw_value_11,ppo_value_11,raw_endpoint_rho_11,raw_value_12,ppo_value_12,raw_endpoint_rho_12,raw_value_13,ppo_value_13,raw_endpoint_rho_13,raw_value_14,ppo_value_14,raw_endpoint_rho_14,raw_value_15,ppo_value_15,raw_endpoint_rho_15
39,160,40,4,15,0.14,0.17316917004669866,1.0,0.1,0.2,3,0.26409195184164375,0.5408295481443415,0.6209465782023739,0.27673759630269773,0.3568546263607301,0.03082517769117804,0.023774343434219844,-0.09533466026397502,1.0,-0.23847425394339075,0.2798925299344028,0.0,0.8089893545174607,0.8331178457789221,-0.024128491261461438,22.77438185118116,0.26409195184164375,0.26409195184164375,0.3092935960211765,0.2913641157590154,0.8471513574172809,0.3497267006046975,0.31742837321492856,0.7517391144897182,0.3860109224438333,0.34376319702222924,0.828077591645383,0.4257389307982655,0.37399202172217877,0.8396263797108396,0.45924810457612497,0.4049874437958967,0.8469417729921714,0.5074288941142321,0.43807365537999593,0.8205729704733642,0.529901121525926,0.4669184123960965,0.9029373357052942,0.5522915726582215,0.49422380630172874,0.9164868077221539,0.4186356940870788,0.5139440345707579,0.591177671326527,0.4308132239872052,0.5356701366470135,0.8747056597868422,0.44424396276321626,0.5580932119845856,0.8649757149634887,0.4542996016254904,0.5763435583152215,0.8839700530880341,0.47939779705023583,0.5947757127766861,0.8897978539537905,0.5183345518469955,0.608843586854438,0.7328881651738642,0.5408295481443415,0.6209465782023739,0.8766675182091115
48,160,40,4,15,0.17,0.17316917004669866,1.0,0.1,0.2,3,0.26409195184164375,0.6742793978652699,0.646472173980361,0.41018744602362617,0.3823802221387173,0.02428907779818838,0.024443485038606244,-0.001688340442462577,1.0,-0.3421333015555889,0.3404458310902309,0.0,0.616837454589786,0.6241420330599491,-0.007304578470163081,12.795883741105682,0.26409195184164375,0.26409195184164375,0.30843829934465505,0.29742502777264757,0.729051961419299,0.35354355993230885,0.3325015720667928,0.5362728000557643,0.4100800719678573,0.36926809801081567,0.5851876022942947,0.4393276022553641,0.408954034249966,0.6030267219411409,0.3939073863422413,0.44160380548684736,0.44233313824639686,0.49479172762030516,0.4718589688547172,0.43072863158350727,0.5289221105638312,0.49895296367504716,0.6002142950182611,0.54141231431519,0.5220903634027126,0.6397777405631689,0.5706161883754366,0.545066104787861,0.7567214114881392,0.5929605648249122,0.5712397482392583,0.6979086902801664,0.6216600877290098,0.5884098272155157,0.646196268027959,0.6399935482789402,0.6058449141076475,0.6510737095239548,0.6567422174057124,0.6233771021483318,0.7323565091207884,0.5698539705269831,0.6360913309966603,0.5710019872587498,0.6742793978652699,0.646472173980361,0.5690676028003091
96,320,40,8,15,0.14,0.17316917004669866,1.0,0.2,0.2,3,0.26409195184164375,0.6758583130387876,0.6802927101749341,0.4117663611971439,0.41620075833329034,0.02270087292215245,0.02500350348516181,-0.0016254017106326717,1.0,-0.10236104590999594,0.06072632815589215,0.0,0.8867551764947575,0.9102733589505142,-0.023518182455756653,12.639619243161121,0.26409195184164375,0.26409195184164375,0.3135103349601443,0.30118557948462504,0.8422923359030506,0.365685158192466,0.3419701758543197,0.9233721917072987,0.41606367531792876,0.38400079436513695,0.8946010018739233,0.46142411344471523,0.4276938997116029,0.9160980539232876,0.502594983402071,0.46836859377016293,0.915826879548435,0.5342759832135456,0.5031344780977524,0.930072125608314,0.5624700555966582,0.5339882346335522,0.9549880665938392,0.5849844148895164,0.5627924691097625,0.9398674513500304,0.6047792836399365,0.5865805415579424,0.930809053757179,0.6221203017875649,0.6071753833191932,0.9454943046206222,0.636425123986614,0.624540579579966,0.9423517558820956,0.6492708977156136,0.639002495301085,0.9236701137611273,0.6564535396396034,0.6540443086059103,0.9260043054056731,0.6640477169360488,0.6668987559654934,0.9304562192534007,0.6758583130387876,0.6802927101749341,0.8743595521924687
51,160,40,4,15,0.17,0.17316917004669866,1.0,0.2,0.2,3,0.26409195184164375,0.6601526909605026,0.6741150375330872,0.3960607391188588,0.41002308569144347,0.005993332616513247,0.021931623835491826,-0.011613940811906476,1.0,-0.26262615242638915,0.1400994397811425,0.0,0.5536672057318803,0.6396885580166248,-0.0860213522847445,11.962248299044548,0.26409195184164375,0.26409195184164375,0.2759099779574372,0.29850398234535064,0.5090956802717451,0.3597572649200384,0.34105789542598236,0.4575154122175536,0.4054319989792152,0.3835573662358181,0.6943905247063422,0.44251260007587206,0.42499416008772267,0.6439121007589604,0.4719643078281532,0.4665249425346456,0.5220969068741904,0.5279413035818789,0.49774617430475,0.6524521186776165,0.5453367000599744,0.5257489634752854,0.700939603425701,0.5678011463409866,0.5492879282105089,0.669702145725198,0.5971919597407146,0.5777615483910428,0.7599723945856907,0.6150520530236974,0.6029531346708631,0.6677653607976143,0.6262501804548241,0.6215826884227272,0.898336116681929,0.6374585550906756,0.6357546582145022,0.7291399694213868,0.6418342339516462,0.6538429237227921,0.6022843993741839,0.6599717786958943,0.6688425647878832,0.624313424225131,0.6601526909605026,0.6741150375330872,0.6924678504505595
99,320,40,8,15,0.17,0.17316917004669866,1.0,0.05,0.2,3,0.26409195184164375,0.7084759068837029,0.6399882211138546,0.44438395504205913,0.3758962692722108,0.06374430882750619,0.10635966179093258,0.06970953843146081,0.0,-0.13566858871006937,0.0990356959105213,0.0,0.8116501965360278,0.8337559442338058,-0.022105747697778066,6.579500938829186,0.26409195184164375,0.26409195184164375,0.3208281968218308,0.2869763351341167,0.8227289176929644,0.3757972950635762,0.31420655363535,0.7539372967780936,0.4386610987930175,0.34287077542643923,0.8582843751370253,0.47972656638062156,0.37229088061258947,0.7556906051266873,0.5164019293534189,0.40270889893642076,0.8857100521480064,0.5517846504024329,0.4335523159316366,0.8992817500375198,0.5738799280889832,0.4649733436253379,0.8821063668391208,0.5981714173121354,0.4951088795264275,0.8796990998280535,0.6170762013440666,0.5218390109004858,0.8422160838784126,0.6373887543510824,0.5475125096870199,0.79783655578139,0.6498942781498059,0.5675730218478648,0.9109722827663574,0.6621421087941708,0.590644589877475,0.751195303207735,0.6833887314051571,0.6091464685992153,0.8244569307568734,0.691387677643938,0.6249890109253458,0.8565349419959917,0.7084759068837029,0.6399882211138546,0.8202759599485523
64,320,8,40,15,0.17,0.17316917004669866,1.0,0.05,0.35,3,0.4381825474072605,0.5880169257418412,0.5720579694188923,0.1498343783345807,0.13387542201163183,0.0055066155039247095,0.012661459291328975,0.015831059798075458,0.0,0.007523573758155912,0.006076942716472571,1.0,0.9894618289825874,0.9900583536362529,-0.0005965246536655533,5.621589000479024,0.4381825474072605,0.4381825474072605,0.45272139787964,0.44930674016956856,0.986348100957437,0.46519313606570467,0.45943446102506574,0.9919824595515484,0.47767567583094234,0.47032916206987857,0.9900549264387767,0.4888982972961049,0.48090926926224836,0.989212901912626,0.5005621908616191,0.49091292979566753,0.9904366408983268,0.5122127590783183,0.5002500372286923,0.9887880564186551,0.522355579120454,0.5099961242393228,0.994519260929425,0.5308267312882265,0.5184078878899921,0.9903995051731381,0.5406960231744248,0.5267912061381005,0.9888115772127013,0.5491141715249125,0.5353147754913724,0.9932525523463847,0.5580453530079982,0.5432491451254261,0.9911520579164703,0.5658222711057667,0.5505312603861068,0.9914051248590153,0.573768149235197,0.5582779693406091,0.9934676985640868,0.5808217141182053,0.5647776709415157,0.9902948589622914,0.5880169257418412,0.5720579694188923,0.9864125033823806
66,320,8,40,15,0.17,0.17316917004669866,1.0,0.1,0.2,3,0.26409195184164375,0.4515461466183932,0.4385497890286601,0.18745419477674946,0.17445783718701635,0.0031750393514882735,0.01003351624119761,0.012270219095463311,0.0,0.003234186224630368,0.001935884897221341,1.0,0.9903799401745257,0.9906522723515652,-0.00027233217703948043,5.407981943139768,0.26409195184164375,0.26409195184164375,0.2755990170722,0.2742713952413291,0.9929142691955409,0.28765186933434034,0.2844364010766489,0.9892634883258605,0.3000466759237508,0.2950646479578483,0.9889620630021754,0.31363885590607116,0.3070241908957479,0.9835512317289585,0.3267740779783871,0.31903556455436655,0.9888133047688094,0.3398672256663302,0.3312212510204771,0.990623310325507,0.3546856453680016,0.3445773229552505,0.9905970340058964,0.367937404794042,0.35751244295452184,0.9901041034886862,0.3806572911082878,0.36970248504162173,0.9867351981158929,0.3938219774381448,0.382209597572248,0.9920127821973702,0.4055819802012887,0.3940226479219448,0.9888243592121372,0.4174557839945547,0.4055975772073213,0.992583752276749,0.4276465365678543,0.4164425415700292,0.9908382414298984,0.4408552568014997,0.42824495210266794,0.9913212244359141,0.4515461466183932,0.4385497890286601,0.9897973511888832
55,320,8,40,15,0.14,0.17316917004669866,1.0,0.05,0.35,3,0.4381825474072605,0.568208412508556,0.5549998511340041,0.13002586510129555,0.1168173037267436,0.0030746474874725296,0.009775036424412936,0.012712099180989958,0.0,0.005829102126759564,0.005827798728316943,1.0,0.9936945954855164,0.9940388650349549,-0.00034426954943844734,5.369175540954263,0.4381825474072605,0.4381825474072605,0.44965922145611464,0.4478429164689452,0.9937016786920007,0.45915231582947813,0.45671966371850475,0.9939101632716261,0.47082938178323114,0.4658543964189564,0.9934719444929224,0.4811369634496838,0.4742538557344245,0.9913783847905,0.4906806539291531,0.48272434297223094,0.9940946465487012,0.5001039447157211,0.4908140654243571,0.9945215543954143,0.5085556983022815,0.49844371459156944,0.994144219379062,0.5164615189988137,0.5064652474820561,0.992772827626562,0.5240162503602498,0.5143142391814316,0.9939211150364229,0.5321561430104789,0.5215475994924611,0.9918756802280729,0.5404307881486301,0.5286923198095287,0.9930181312812855,0.5481750733812273,0.5359215289226592,0.9943913433890778,0.5546931442500173,0.5423895646457554,0.9925134143163094,0.5610853970299626,0.5484612404658066,0.9949021194904105,0.568208412508556,0.5549998511340041,0.9947010612981447
57,320,8,40,15,0.14,0.17316917004669866,1.0,0.1,0.2,3,0.26409195184164375,0.4202586882847649,0.4123048791007136,0.15616673644312118,0.14821292725906987,0.0015625509129297093,0.005279120142815022,0.007810009548605353,0.0,0.0012016207638489366,0.0018178703124452531,1.0,0.9934754565092936,0.9930650672543742,0.0004103892549194299,5.232760396473439,0.26409195184164375,0.26409195184164375,0.2738279822969878,0.2732612874433782,0.993906281016574,0.284896189645754,0.2830073440515464,0.9925492882181556,0.29495849827713844,0.29272638598616657,0.9939708002931512,0.3059382020162866,0.30306407906191635,0.9901552793423711,0.31775348889018995,0.31391038794836706,0.9872013707290795,0.32860582202510047,0.3240252890714955,0.9925969002079772,0.33967850104475955,0.33471506020458547,0.9937132436862925,0.35037743354119727,0.3447854884011256,0.9919256389390273,0.3612276136717157,0.3552470520343063,0.9941417431665522,0.37186434880328895,0.364966229510918,0.9925872834987971,0.3816130251599243,0.3744950699664349,0.9933591115348861,0.39145380611220343,0.38396835438657134,0.9951949722082972,0.4009725926270966,0.3933254218997713,0.9908563241573285,0.4102744579832956,0.40244540924885613,0.993910919751138,0.4202586882847649,0.4123048791007136,0.994427957854656
90,320,40,8,15,0.14,0.17316917004669866,1.0,0.05,0.2,3,0.26409195184164375,0.6792767531405662,0.6103900689964853,0.4151848012989225,0.34629811715484154,0.0470063449929787,0.10685244539840276,0.07669525279872365,0.0,-0.1277059103405209,0.07979709844244405,0.0,0.8425166399050279,0.9224538127436119,-0.07993717283858404,4.891005228911311,0.26409195184164375,0.26409195184164375,0.31101964975487123,0.2869645428815563,0.8409634293872381,0.3611341806591581,0.31101558544359625,0.846615556531102,0.4021183392001402,0.33527300631008083,0.8399709337967437,0.45229610822727345,0.36022707484625244,0.8645309384897022,0.4884285530239696,0.3875623635078953,0.9249876224399549,0.521878873437655,0.4157870878147916,0.8314005237079476,0.5471982757594107,0.44185494102905326,0.8663487914823076,0.5749203411380873,0.4669650926020288,0.8994334415449057,0.5999657675872166,0.491946354882885,0.8864678477460931,0.6213331237475731,0.5163883955448471,0.9335180314771986,0.6349463270497613,0.538290982223052,0.9203751899879213,0.6499133371677935,0.5599217243252662,0.952775954852845,0.6612456093881017,0.5776382224099113,0.9137850760102736,0.6731670033280467,0.5955753160541472,0.9063010271111772,0.6792767531405662,0.6103900689964853,0.947275335109385
45,160,40,4,15,0.17,0.17316917004669866,1.0,0.05,0.2,3,0.26409195184164375,0.6504949052263009,0.6293335868864314,0.3864029533846572,0.3652416350447876,0.04275688005152445,0.06436707324739488,0.04052890108928464,0.0,-0.272156244063155,0.1748355144727245,0.0,0.7651498943456096,0.7639714770857698,0.0011784172598398035,4.464777569519645,0.26409195184164375,0.26409195184164375,0.31720113610514017,0.2899739708918325,0.7544624152003561,0.36561280697048,0.31966276649581143,0.6898498422502711,0.4058106003774857,0.35071716591088853,0.851137425586202,0.4473242532907245,0.37838305587345406,0.659113312745877,0.48702405632774975,0.41124810586701055,0.6071700796408925,0.5187134031225843,0.44055453800764316,0.7870252180340027,0.5354780983907751,0.47147988888324194,0.8372665706605497,0.5620502793962935,0.4967837745866457,0.6676964053795755,0.5678586471433866,0.5178139335859292,0.7778655986344645,0.5931999000579579,0.5352098951726082,0.7657094519850761,0.5974532214092078,0.5542966924712854,0.8051653764221322,0.6224446884632117,0.5708110639908265,0.6960145102201851,0.6469072947796831,0.5909723764458296,0.7485882687702214,0.6577057241877488,0.613215257593618,0.7787366194299449,0.6504949052263009,0.6293335868864314,0.7645895430571432
102,320,40,8,15,0.17,0.17316917004669866,1.0,0.1,0.2,3,0.26409195184164375,0.7282854437639682,0.6821211463207794,0.46419349192232445,0.4180291944791356,0.04087943799895819,0.07100697972475775,0.05165043623952803,0.0,-0.13352576183053166,0.07684454058059183,0.0,0.8752368364908011,0.8827808675174146,-0.007544031026613496,4.308499471496184,0.26409195184164375,0.26409195184164375,0.3215359209259165,0.29541336012482755,0.8690402140174612,0.3726702246399911,0.33176721505739953,0.8833885842917883,0.4234653640772872,0.3678526204640931,0.8732817111631537,0.4750608538049894,0.40679150577258527,0.8277762913486503,0.522746598580732,0.4445160197860425,0.7831462074747971,0.5577014477684572,0.482349083027964,0.8118854496505734,0.5946485516851596,0.5170548950721215,0.8927759711289195,0.612121175596684,0.5489114944391462,0.8243686590381021,0.6418751344151751,0.5740029180272131,0.8939861402528771,0.6667518986675344,0.5998644902850881,0.9032493611830007,0.6815009513774429,0.6201525453457691,0.9149644309772045,0.7027017093657549,0.6386520714325198,0.9102477649084261,0.7075661135434643,0.6544271803081068,0.8838166677946049,0.7237396804421067,0.668091602402069,0.907057012037282,0.7282854437639682,0.6821211463207794,0.8574689227203569
36,160,40,4,15,0.14,0.17316917004669866,1.0,0.05,0.2,3,0.26409195184164375,0.6484454892708787,0.6023830036973291,0.384353537429235,0.33829105185568537,0.03962069396000362,0.07801055114375957,0.05482017643268652,0.0,-0.2698049101448696,0.15904980257261145,0.0,0.7857934378069755,0.8223581411956961,-0.03656470338872053,4.1427305433215915,0.26409195184164375,0.26409195184164375,0.30699906165844776,0.28602434470817223,0.7737755170432727,0.3498849956637087,0.3081680802994117,0.8200425827164425,0.391128341971835,0.3349578924063967,0.7635622136612114,0.43493189688320905,0.3577355686443213,0.8495966355561801,0.475958012296066,0.38473381830989123,0.8435695651103012,0.4567178136203259,0.4104075098158935,0.5917500785385186,0.5290872187320182,0.43837686966701583,0.677524398460139,0.5526158584069906,0.4666915279043186,0.8163746116227738,0.581039285548361,0.4919420643454295,0.8872187316851045,0.5880683377616451,0.5151689660408919,0.7871016459871609,0.615336903603399,0.537171571414432,0.7158400264556941,0.618015086074431,0.5545011124022481,0.7585649431569216,0.6412808005983259,0.5712022435681109,0.8883456812854348,0.6378160668861957,0.5894965801919009,0.8566531072743132,0.6484454892708787,0.6023830036973291,0.7220756350273403
93,320,40,8,15,0.14,0.17316917004669866,1.0,0.1,0.2,3,0.26409195184164375,0.6932642007951069,0.6551790035432957,0.4291722489534631,0.391087051701652,0.035104767231258216,0.06306824137529561,0.035983433502400554,0.0,-0.12030024014434333,0.08641657588396169,0.0,0.878905298878279,0.8865527938217523,-0.007647494943473387,3.7155415482896004,0.26409195184164375,0.26409195184164375,0.3105833834094633,0.2941531795933144,0.9267190658157324,0.36100540460619485,0.3240594823289023,0.8510241537482911,0.4089488780638357,0.35701070246350247,0.8589726770708133,0.453967700219414,0.3904941742201406,0.86077647278567,0.4890644856517634,0.4263979185434023,0.8889532196684743,0.5302233613441659,0.46135433083879707,0.8738062287872096,0.5583779875664533,0.49202518311209226,0.9389331864458587,0.5800670549393607,0.5217990752711987,0.883666078804115,0.6046069190065028,0.5458237681332122,0.8718569045435821,0.6211260268417806,0.570583316429087,0.9277529670198571,0.6367403034204706,0.5895367755723732,0.9069865357605779,0.6499660953936501,0.6081631907005884,0.9067761598594154,0.6645182735050572,0.6263245251706705,0.9160081602826954,0.6736813969636429,0.6420100420426391,0.8832978549599888,0.6932642007951069,0.6551790035432957,0.860352366222573
100,320,40,8,15,0.17,0.17316917004669866,1.0,0.05,0.35,3,0.4381825474072605,0.7618607700264709,0.7239553682648004,0.3236782226192104,0.28577282085753997,0.035192266497835335,0.05307436341275179,0.03714143733117137,0.0,-0.11264196378129464,0.07753314658622007,0.0,0.8606252837777167,0.8890548798846333,-0.028429596106916533,3.671589410652721,0.4381825474072605,0.4381825474072605,0.4926137570465907,0.468139236888441,0.8880937018581062,0.5359830985219957,0.4970196839762364,0.8971034697400206,0.5667321744612569,0.5245933096716598,0.7966786797350235,0.6049477022398808,0.5499133803883479,0.8239907081516673,0.6312653731244809,0.5748187597100743,0.8779637399935338,0.6589389502305737,0.5988362772324075,0.9167517167465885,0.6729275573279659,0.6201497736314127,0.9114239395880398,0.691004938729126,0.636499580685257,0.9114197734101493,0.6962473387300093,0.6513356998175907,0.9181126576900273,0.7104622388615228,0.6661130357831649,0.8923754430740581,0.7274240380402576,0.6805904871308431,0.8908914943609337,0.7295381091900648,0.6911519939181888,0.8994633753526865,0.7422393994837444,0.7017382605922434,0.8877785228145744,0.746429867241595,0.7134120959012523,0.8909730954604779,0.7618607700264709,0.7239553682648004,0.8884130213788474
91,320,40,8,15,0.14,0.17316917004669866,1.0,0.05,0.35,3,0.4381825474072605,0.7524410059975937,0.7025303798338333,0.3142584585903332,0.2643478324265728,0.03381158512197069,0.056523242769082604,0.051479808778634374,0.0,-0.11334365438719396,0.08839866616002563,0.0,0.9159610135290627,0.9102841751042616,0.005676838424801045,3.531486923376096,0.4381825474072605,0.4381825474072605,0.48670550321796474,0.46636629842924693,0.8912224875794063,0.528482161118558,0.49248910963570186,0.9127299136424161,0.5623746983212143,0.5172721992268762,0.9439306393653659,0.5927196303314214,0.5395101659460763,0.9378764225409887,0.6180315630104792,0.562819309614438,0.9522644989243142,0.6394574403749748,0.5842496821340822,0.9423133988857672,0.6583188425068061,0.603791954425081,0.9355631531286336,0.6742951644757472,0.620082579797146,0.9020908925880304,0.6957422935876361,0.6335965535125244,0.8936857037170379,0.7090420359854553,0.6480700108289654,0.9459661118435135,0.7188437446312118,0.66075282666267,0.9206261147366348,0.7218735815614722,0.6713891073437891,0.9264098041189494,0.7407259670656999,0.6819355161749985,0.9153434988211201,0.7384788512537025,0.6927405019722612,0.8837553416989629,0.7524410059975937,0.7025303798338333,0.9317536847927018
105,320,40,8,15,0.17,0.17316917004669866,1.0,0.2,0.2,3,0.26409195184164375,0.7182544094785991,0.7089506781016288,0.45416245763695534,0.44485872625998507,0.027695134536738386,0.029068197042950134,0.012553226569601783,0.0,-0.1069323930578326,0.07214712783117934,0.0,0.8335991087867166,0.9029519759199234,-0.06935286713320676,2.994268749648074,0.26409195184164375,0.26409195184164375,0.3204113846052235,0.30561434088747236,0.8324514606191266,0.3872805654447709,0.3560286263706926,0.8068061385064986,0.4408194185000329,0.4037829976816472,0.8615397272345245,0.4903166449962451,0.44910334077773123,0.8664560381394716,0.5316151170941779,0.4928690480115497,0.8481416190671419,0.5639479153689343,0.5286699976451229,0.845498548743015,0.5869386998723628,0.5600857196470775,0.8328994105737895,0.6136721311907839,0.5871195083358008,0.8104541748786392,0.6400316212239587,0.6124423538562379,0.9215878720163229,0.6483834247562467,0.634346513316467,0.9037338247511696,0.6649361265545578,0.6507473467193741,0.8795789063398981,0.6785292091968523,0.66562286377907,0.8692654702786529,0.6967981899749657,0.6809897997583132,0.8766923441882818,0.7075884422409865,0.6950408841258039,0.9180498478474295,0.7182544094785991,0.7089506781016288,0.9141137357240589
81,320,16,20,15,0.17,0.17316917004669866,1.0,0.05,0.2,3,0.26409195184164375,0.5723672735509223,0.4990121802231764,0.30827532170927857,0.23492022838153265,0.024088814263120872,0.06475689217685646,0.07243916450895267,0.0,-0.027860604505518013,0.03332896503628579,0.0,0.9553746989470202,0.9715100522051188,-0.01613535325809856,2.5446803138347898,0.26409195184164375,0.26409195184164375,0.29173575768338106,0.27777461449302127,0.9525089355561173,0.3166883630433115,0.2927000796000465,0.9405419456277886,0.34272183808533585,0.308404821929598,0.9730732156571545,0.3698131753031119,0.32433220910989996,0.9669950755197562,0.39363266364708,0.3402793035029901,0.9529445323922238,0.4170469047194214,0.3575005128412041,0.9549628262035271,0.4356210332104555,0.3745385181357303,0.9577190254357703,0.4592889039313941,0.3902719874065368,0.9789236818010439,0.4761883931770848,0.40680664794745874,0.9630350798493291,0.493175333709113,0.42321601606208964,0.9677273206556088,0.5102350517207045,0.43927696447233977,0.9674468342575538,0.5298819475276487,0.45541496675239174,0.9589379629514623,0.5418845691825428,0.47140546813276013,0.96736003412454,0.5587322475804729,0.48524894843114347,0.9660381282712439,0.5723672735509223,0.4990121802231764,0.9811319942195725
103,320,40,8,15,0.17,0.17316917004669866,1.0,0.1,0.35,3,0.4381825474072605,0.7730979551801124,0.7411153714210639,0.3349154077728519,0.3029328240138034,0.023783911494541676,0.03351479945975866,0.03164329904245222,0.0,-0.1005540857296675,0.06911108202249788,0.0,0.8801527215345232,0.9397365375430974,-0.05958381600857421,2.5378532074008318,0.4381825474072605,0.4381825474072605,0.4953549448007717,0.4778055235052651,0.8974840388085116,0.5378681633568644,0.5130658345959217,0.887551401766638,0.5751338312877058,0.54613384686053,0.8554227240284202,0.6056078856928762,0.5755570769035144,0.853646648081681,0.6343137735026082,0.5998759433161186,0.8874865285389166,0.6596569228257066,0.624225435591134,0.8924981403357156,0.6736064807753143,0.6443028477857653,0.9007072305604527,0.6932028653198978,0.6606812248714705,0.8223523749992028,0.7136802585274372,0.6768778213609515,0.915844187803772,0.7291160648609883,0.6916147949281944,0.9339696532434677,0.7364202224745654,0.7030722567296087,0.9266493072719969,0.7408931773238677,0.7149414257945894,0.8181937698678156,0.7555762241156971,0.7251569101753036,0.9300636109647371,0.7653035800864704,0.7327755806585557,0.9384490614240807,0.7730979551801124,0.7411153714210639,0.9506969402404742
94,320,40,8,15,0.14,0.17316917004669866,1.0,0.1,0.35,3,0.4381825474072605,0.7577014506826979,0.7243179097870837,0.3195189032754374,0.2861353623798232,0.02228278820795317,0.032650027979214624,0.031175263870965326,0.0,-0.1000538760083169,0.07539334496967692,0.0,0.9015970180972829,0.9315185491898436,-0.029921531092560683,2.3796923872091322,0.4381825474072605,0.4381825474072605,0.4848822799863572,0.47166801253212354,0.8836142543423083,0.5268067291926845,0.5048307462416882,0.9008839324235701,0.5662046636720403,0.5345465494534106,0.9202928675259701,0.592886962529762,0.5616921404375208,0.873031991725306,0.6190750490650334,0.5849285970001935,0.9096349678291947,0.6400741679021894,0.6048648422685043,0.8825783191369599,0.657722473455293,0.6253325604373807,0.9373409112100739,0.6721256600953032,0.6408346029970575,0.8976766550160816,0.6884911830333321,0.6567813668663166,0.9092093465134764,0.7000115819160518,0.6714538443064462,0.9137775588679066,0.7210765215644418,0.68511549110005,0.9281602708978972,0.7272751120784524,0.6977316012520306,0.9103238054787486,0.7370622512857317,0.7089234313389713,0.9154232051250366,0.750665721423017,0.7186622906524957,0.9444890288794969,0.7577014506826979,0.7243179097870837,0.9346434135649972
27,160,16,10,15,0.17,0.17316917004669866,1.0,0.05,0.2,3,0.26409195184164375,0.5568576005845568,0.487497740837821,0.29276564874291305,0.22340578899617725,0.021962932048332495,0.058373276946531175,0.07014096345134789,0.0,-0.08029556727236596,0.08314505989436921,0.0,0.9246598598579626,0.9504876456214283,-0.02582778576346567,2.325336064268022,0.26409195184164375,0.26409195184164375,0.28860798880874894,0.27872750943542385,0.9475795660087222,0.31456071470473446,0.2917015692198179,0.8922127433485647,0.34037958148519026,0.30723041019843444,0.9341872702166008,0.364452392255929,0.32122010401598744,0.9218105790017551,0.38588283842751686,0.3366089375245851,0.9450221401339817,0.4047866089372382,0.35260288702347936,0.9465265506292596,0.42423725386781497,0.37052093525427693,0.963663783358765,0.4482579016056745,0.38567491042922786,0.8865314293285662,0.4665184816006905,0.40150840551830935,0.9562161096146199,0.4853571418189733,0.41857909109426394,0.9430693433906394,0.5004506749422496,0.433657512710986,0.9501502742158613,0.5119298320421141,0.44856102628081534,0.9448885224366704,0.5303658479992245,0.461340888276844,0.9520172670521058,0.5461657792733415,0.47412770838841417,0.9389082369792732,0.5568576005845568,0.487497740837821,0.9605374328329059
37,160,40,4,15,0.14,0.17316917004669866,1.0,0.05,0.35,3,0.4381825474072605,0.7148004219795613,0.6971427031416058,0.2766178745723008,0.2589601557343453,0.020913804786821737,0.038327305053830946,0.030170640952847088,0.0,-0.25089690265385894,0.16023927307900873,0.0,0.7537511816302453,0.820356311510991,-0.06660512988074563,2.2252749862588352,0.4381825474072605,0.4381825474072605,0.46691610441198567,0.46376790468096507,0.8215578742491506,0.5103744472620683,0.4880300724279823,0.7421056847092603,0.5490836047250364,0.5118347649296777,0.6975899859323249,0.5711142093514363,0.5340391337963081,0.85078015036222,0.5972685222442133,0.5572583370398229,0.8254274904663393,0.6156111424467171,0.5775929585980298,0.8287042341441636,0.6373459365231592,0.5972688753585994,0.7814886915409697,0.649732488422166,0.6126105098756166,0.7721148674576366,0.6670224475523662,0.6289304508968389,0.7810509721790305,0.6846128367984133,0.6418031836060137,0.7850122919551575,0.7023545320034161,0.6545547491852428,0.8177881010348576,0.7048793366500519,0.6666962517101162,0.860069572117354,0.7142132894569992,0.6732504449456767,0.8720657955332595,0.7159579118277367,0.6840665523184736,0.7841188447585422,0.7148004219795613,0.6971427031416058,0.8048842942411712
