checkpoint_id,replication,rollout_batch,minibatch,selection_bin,formula_split,population_sequence_ess,blocks_per_estimator,sequences_per_estimator,calibration_blocks,raw_variance_trace,ppo_variance_trace,ppo_bias_squared,ppo_bias_squared_naive,empirical_raw_bias_squared,raw_formula_mse,ppo_formula_mse,raw_minus_ppo_formula_mse,ppo_formula_reduction_pct,formula_prefers_ppo
12.0,8.0,4.0,15.0,2.0,fit,0.04891045965014687,4.0,512.0,100.0,0.06220418122738414,0.053673415413093145,0.0021543971062704496,0.002691131260401381,0.0003774526488834326,0.015551045306846034,0.015572750959543736,-2.1705652697701777e-05,-0.13957680830719657,0.0
12.0,8.0,4.0,15.0,2.0,fit,0.04891045965014687,8.0,1024.0,100.0,0.06220418122738414,0.053673415413093145,0.0021543971062704496,0.002691131260401381,0.0003774526488834326,0.007775522653423017,0.008863574032907093,-0.0010880513794840757,-13.99328930004574,0.0
13.0,11.0,1.0,14.0,2.0,fit,0.03852944704309504,1.0,128.0,100.0,0.028625633034004182,0.012364581150701857,0.001385609169065682,0.0015092549805727005,0.000281774483527049,0.028625633034004182,0.013750190319767538,0.014875442714236645,51.96546290021329,1.0
13.0,11.0,1.0,14.0,2.0,fit,0.03852944704309504,2.0,256.0,100.0,0.028625633034004182,0.012364581150701857,0.001385609169065682,0.0015092549805727005,0.000281774483527049,0.014312816517002091,0.00756789974441661,0.006744916772585481,47.12501389627432,1.0
13.0,11.0,1.0,14.0,2.0,fit,0.03852944704309504,4.0,512.0,100.0,0.028625633034004182,0.012364581150701857,0.001385609169065682,0.0015092549805727005,0.000281774483527049,0.007156408258501046,0.004476754456741146,0.0026796538017598995,37.44411588839637,1.0
13.0,11.0,1.0,14.0,2.0,fit,0.03852944704309504,8.0,1024.0,100.0,0.028625633034004182,0.012364581150701857,0.001385609169065682,0.0015092549805727005,0.000281774483527049,0.003578204129250523,0.002931181812903414,0.0006470223163471088,18.08231987264046,1.0
14.0,15.0,7.0,10.0,2.0,test,0.07455823162848335,1.0,128.0,100.0,0.06125577759549894,0.04695335589059424,0.0034654365456387786,0.003934970104544721,0.000512524272713311,0.06125577759549894,0.05041879243623302,0.01083698515926592,17.69136820175183,1.0
14.0,15.0,7.0,10.0,2.0,test,0.07455823162848335,2.0,256.0,100.0,0.06125577759549894,0.04695335589059424,0.0034654365456387786,0.003934970104544721,0.000512524272713311,0.03062788879774947,0.0269421144909359,0.0036857743068135704,12.034046261407351,1.0
14.0,15.0,7.0,10.0,2.0,test,0.07455823162848335,4.0,512.0,100.0,0.06125577759549894,0.04695335589059424,0.0034654365456387786,0.003934970104544721,0.000512524272713311,0.015313944398874735,0.01520377551828734,0.00011016888058739543,0.7194023807183904,1.0
14.0,15.0,7.0,10.0,2.0,test,0.07455823162848335,8.0,1024.0,100.0,0.06125577759549894,0.04695335589059424,0.0034654365456387786,0.003934970104544721,0.000512524272713311,0.007656972199437367,0.00933460603196306,-0.001677633832525692,-21.909885380659528,0.0
