bin,relative_error_left,relative_error_right,relative_error_median,count,mean_change,change_se,harm_rate
0.0,0.0,0.25,0.21160030873656926,16.0,0.0093578692746784,0.0014016067446497467,0.0
1.0,0.25,0.5,0.3584612802067081,47.0,0.006842226303694037,0.0005224942335544129,0.0
2.0,0.5,1.0,0.8043503881634263,133.0,0.00401639831375349,0.00043408933537203404,0.0
3.0,1.0,2.0,1.3577393266850473,90.0,0.004693751646519912,0.0005434977899990343,0.05555555555555555
4.0,2.0,4.0,2.5850975833830594,40.0,0.004799881884936805,0.0008344227825270333,0.1
5.0,4.0,inf,10.73230977607614,34.0,0.010045930827829359,0.0030981846490250975,0.11764705882352941
