checkpoint_id,replication,rollout_batch,minibatch,selection_bin,minibatches_per_estimator,sequences_per_diagnostic,population_sequence_ess,training_sample_ess,mean_diagnostic_sample_ess,raw_gradient_mse,ppo_gradient_mse,raw_minus_ppo_mse,ppo_mse_reduction_pct,raw_relative_gain_pct,ppo_relative_gain_pct,ppo_minus_raw_gain_pct,diagnostic_draws
48.0,17.0,2.0,11.0,6.0,1.0,128.0,0.6662966330948953,0.5697771648217237,0.6933953431262103,0.017941690761367677,0.013088092324484088,0.004853598436883588,27.052068288538507,0.5047697585274981,-0.8343116303643392,-1.3390813888918371,32.0
48.0,17.0,2.0,11.0,6.0,4.0,512.0,0.6662966330948953,0.5697771648217237,0.6777180137886878,0.00483878495912279,0.006425428351040126,-0.0015866433919173363,-32.79011994376734,1.8866051194347726,-0.06395490608448226,-1.9505600255192548,32.0
49.0,5.0,6.0,4.0,7.0,1.0,128.0,0.8544307440826742,0.884315440821196,0.8563888982174533,0.01837854720024629,0.01712690080406876,0.0012516463961775317,6.810366361062307,0.23316494323242798,0.6111322803760894,0.37796733714366143,32.0
49.0,5.0,6.0,4.0,7.0,4.0,512.0,0.8544307440826742,0.884315440821196,0.8561810531783791,0.004476737786123421,0.004808281689626975,-0.00033154390350355394,-7.405926354034921,1.3655180762105676,1.7111394317824742,0.34562135557190643,32.0
50.0,6.0,1.0,2.0,7.0,1.0,128.0,0.8871187297277737,0.9054127023810689,0.8879152622672322,0.011620559438270705,0.01015801803659068,0.001462541401680025,12.585808879935223,4.384573806098496,1.5694887973579497,-2.815085008740546,32.0
50.0,6.0,1.0,2.0,7.0,4.0,512.0,0.8871187297277737,0.9054127023810689,0.8888431565708925,0.0031419126481509996,0.0044778336652053965,-0.0013359210170543973,-42.519355776507034,4.860565111833141,2.255212929336844,-2.605352182496297,32.0
51.0,6.0,5.0,11.0,7.0,1.0,128.0,1.0,1.0,1.0,0.0002717272634211916,0.0002717272634211916,0.0,0.0,9.029733705464032,9.029733705464032,0.0,32.0
51.0,6.0,5.0,11.0,7.0,4.0,512.0,1.0,1.0,1.0,7.082250940769615e-05,7.082250940769615e-05,0.0,0.0,6.449210702914016,6.449210702914016,0.0,32.0
52.0,7.0,6.0,2.0,7.0,1.0,128.0,0.9244921106681042,0.9406676535443073,0.9297755832411292,0.018168833452066914,0.01663084287680826,0.0015379905752586514,8.464993524852238,0.14906130864870315,0.2611405212028422,0.11207921255413902,32.0
52.0,7.0,6.0,2.0,7.0,4.0,512.0,0.9244921106681042,0.9406676535443073,0.9255002839128423,0.005322264118552952,0.005581851174820216,-0.00025958705626726427,-4.877380199196922,1.125505093329874,1.1807152168906052,0.055210123560731385,32.0
53.0,9.0,5.0,3.0,7.0,1.0,128.0,0.8560202296229555,0.9267578004667901,0.8649794584675192,0.022826895267254354,0.016691352230611717,0.006135543036642635,26.878570058733292,-0.36324653983801,0.06729021154733472,0.43053675138534475,32.0
