candidate,replication,iteration,raw_value,ppo_value,raw_minus_ppo,raw_endpoint_rho
A_320_40_lr014_eps020,2,7,0.5478309426818615,0.5247340359976271,0.023096906684234364,0.8567476936564915
A_320_40_lr014_eps020,2,8,0.5662790476610737,0.5533559665795874,0.01292308108148632,0.9766684556002141
A_320_40_lr014_eps020,2,9,0.5887783192890635,0.5797333797320291,0.009044939557034448,0.847312656837278
A_320_40_lr014_eps020,2,10,0.6140419266503455,0.6033496983171162,0.010692228333229359,0.94525755518795
A_320_40_lr014_eps020,2,11,0.6242146874181514,0.6233564939885563,0.0008581934295951443,0.948829443819492
A_320_40_lr014_eps020,2,12,0.6315285284022365,0.6379587280111585,-0.006430199608921994,0.8826449688653741
A_320_40_lr014_eps020,2,13,0.6409920741791971,0.6516740798304823,-0.010682005651285187,0.9817250749939697
A_320_40_lr014_eps020,2,14,0.6508829857636965,0.6677924818749713,-0.01690949611127479,0.9205430294446226
A_320_40_lr014_eps020,2,15,0.6590290644769161,0.675364677093064,-0.01633561261614791,0.9502859934763741
A_320_40_lr014_eps020,2,16,0.6673060778856781,0.6910177338465688,-0.023711655960890754,0.9028648405454629
A_320_40_lr014_eps020,2,17,0.679247295286648,0.7045402846131437,-0.025292989326495707,0.9471787098750087
A_320_40_lr014_eps020,2,18,0.6933052108048126,0.7138601054002734,-0.020554894595460893,0.936364988169233
A_320_40_lr014_eps020,2,19,0.6953851436577185,0.7199483665883661,-0.02456322293064761,0.9563210452689453
A_320_40_lr014_eps020,2,20,0.7094865853777379,0.7246056688299942,-0.015119083452256321,0.9574772678850453
A_320_40_lr014_eps020,2,21,0.7106457495235222,0.731066635474945,-0.020420885951422774,0.9673208695941075
A_320_40_lr014_eps020,2,22,0.7224876845098056,0.7379736058670384,-0.015485921357232812,0.9502607326514605
A_320_40_lr014_eps020,2,23,0.7301507785070405,0.7464483963061125,-0.016297617799072017,0.923438374072456
A_320_40_lr014_eps020,2,24,0.7313714618308474,0.7511434528714731,-0.019771991040625658,0.9674570168037324
A_320_40_lr014_eps020,2,25,0.7383605953345486,0.7529520443163793,-0.014591448981830735,0.9490987244980329
A_320_40_lr014_eps020,3,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,3,1,0.3112869617187484,0.30061831768059566,0.010668644038152764,0.8245896155163194
A_320_40_lr014_eps020,3,2,0.3650521464770228,0.3391197678152461,0.025932378661776667,0.8029910625390639
A_320_40_lr014_eps020,3,3,0.39686270146952635,0.3786255107531387,0.01823719071638763,0.6629940195215358
A_320_40_lr014_eps020,3,4,0.44588773619601435,0.4154538685485384,0.030433867647475965,0.8683613373781869
A_320_40_lr014_eps020,3,5,0.48171956018366247,0.44997897567942796,0.031740584504234504,0.8788467898347988
A_320_40_lr014_eps020,3,6,0.5202922114380123,0.48194676425166505,0.03834544718634725,0.9126248903234809
A_320_40_lr014_eps020,3,7,0.5483377865836602,0.51349180346414,0.03484598311952014,0.9727806067184446
A_320_40_lr014_eps020,3,8,0.5678587866814627,0.5461573179053096,0.021701468776153088,0.9330395400910452
A_320_40_lr014_eps020,3,9,0.5859162835433567,0.5754741044717071,0.010442179071649571,0.9750423375084282
A_320_40_lr014_eps020,3,10,0.6021871536827824,0.599346983710716,0.0028401699720663753,0.9079598205699353
A_320_40_lr014_eps020,3,11,0.6154647933333725,0.6146528887755872,0.0008119045577852368,0.9674293420357384
A_320_40_lr014_eps020,3,12,0.6262931211701035,0.6355017475878113,-0.00920862641770781,0.9416743387655278
A_320_40_lr014_eps020,3,13,0.6290089206445094,0.652344539001583,-0.02333561835707354,0.9677519629308035
A_320_40_lr014_eps020,3,14,0.6463567058879246,0.6704849833087051,-0.024128277420780497,0.9549768174176032
A_320_40_lr014_eps020,3,15,0.6546265514031807,0.684664458434371,-0.030037907031190247,0.9713864847265617
A_320_40_lr014_eps020,3,16,0.656119677511868,0.6957147085527983,-0.03959503104093032,0.9391165846873304
A_320_40_lr014_eps020,3,17,0.6570100415732383,0.7041622867177748,-0.04715224514453653,0.9579578027855684
A_320_40_lr014_eps020,3,18,0.6675709181905602,0.7094512098771298,-0.04188029168656959,0.96505711222857
A_320_40_lr014_eps020,3,19,0.6766316602804273,0.7262924653251364,-0.049660805044709044,0.955434865637529
A_320_40_lr014_eps020,3,20,0.6786700032978101,0.7333745160853455,-0.05470451278753541,0.8986102257176349
A_320_40_lr014_eps020,3,21,0.6890832416683799,0.7437660014876094,-0.05468275981922954,0.6967730174898464
A_320_40_lr014_eps020,3,22,0.7076422518598853,0.7486095226555756,-0.04096727079569029,0.9535667227937281
A_320_40_lr014_eps020,3,23,0.7177052826347116,0.757927893813735,-0.04022261117902348,0.9618874947392537
A_320_40_lr014_eps020,3,24,0.7223114469378752,0.7631996195034916,-0.04088817256561639,0.9901795105469462
A_320_40_lr014_eps020,3,25,0.7222840625329136,0.7657373613348879,-0.04345329880197435,0.9543307065854968
A_320_40_lr014_eps020,4,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,4,1,0.3119132731189757,0.30311809858256017,0.00879517453641554,0.9165217649518543
A_320_40_lr014_eps020,4,2,0.35038189188893926,0.33830486539622034,0.012077026492718912,0.7972885060808605
A_320_40_lr014_eps020,4,3,0.3975735443793577,0.3760203442880587,0.02155320009129902,0.7274256021739037
A_320_40_lr014_eps020,4,4,0.45276542423740396,0.42289997331088514,0.02986545092651882,0.8829588888967363
A_320_40_lr014_eps020,4,5,0.4792925034704018,0.45403201209313165,0.025260491377270156,0.8014922266042709
A_320_40_lr014_eps020,4,6,0.5227232652585381,0.4883179927160184,0.03440527254251968,0.939556675584074
A_320_40_lr014_eps020,4,7,0.5528643051049125,0.521643200818652,0.03122110428626046,0.8878417953487618
A_320_40_lr014_eps020,4,8,0.5726483492755097,0.5462875383667043,0.026360810908805377,0.900238783960532
A_320_40_lr014_eps020,4,9,0.6005977163453085,0.5689667130235037,0.031631003321804796,0.9430416054149191
A_320_40_lr014_eps020,4,10,0.6110337156593025,0.593659987760604,0.01737372789869851,0.9443605256156485
A_320_40_lr014_eps020,4,11,0.6342242709277296,0.6087037451243384,0.025520525803391148,0.9123241310740571
A_320_40_lr014_eps020,4,12,0.6587083758025316,0.6238842809509282,0.03482409485160343,0.938522054728117
A_320_40_lr014_eps020,4,13,0.6749030505393485,0.6433374986875217,0.031565551851826856,0.9498372906563284
A_320_40_lr014_eps020,4,14,0.6835084494748124,0.6578235664300301,0.025684883044782225,0.9671649643933626
A_320_40_lr014_eps020,4,15,0.6999895501716975,0.6681146111986227,0.03187493897307481,0.9410155508515923
A_320_40_lr014_eps020,4,16,0.7012438969874899,0.6815130866555585,0.01973081033193136,0.9451035398183036
A_320_40_lr014_eps020,4,17,0.7180406166605734,0.6978789147721535,0.020161701888419925,0.9427319667106039
A_320_40_lr014_eps020,4,18,0.7162911109818161,0.7019161001334647,0.014375010848351355,0.9608146644712932
A_320_40_lr014_eps020,4,19,0.7428287917706493,0.7154810039881827,0.027347787782466604,0.8980747845686443
A_320_40_lr014_eps020,4,20,0.7417398386877821,0.7273217335842365,0.014418105103545686,0.8573879679099141
A_320_40_lr014_eps020,4,21,0.7582819497548456,0.7340398399430623,0.02424210981178332,0.9345468164535474
A_320_40_lr014_eps020,4,22,0.7674398134776057,0.7421915332296534,0.025248280247952337,0.9812688102516959
A_320_40_lr014_eps020,4,23,0.7733101894538884,0.750669714347238,0.02264047510665046,0.9684962828069568
A_320_40_lr014_eps020,4,24,0.7753283994612293,0.7578945273911588,0.017433872070070522,0.928875300947069
A_320_40_lr014_eps020,4,25,0.7866433316568083,0.7631137809310129,0.023529550725795434,0.9315921187250764
A_320_40_lr014_eps020,5,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,5,1,0.31479294818942716,0.3022450866266993,0.012547861562727858,0.9076839040286306
A_320_40_lr014_eps020,5,2,0.3577980013083924,0.3407910471407313,0.017006954167661126,0.9364461292641159
A_320_40_lr014_eps020,5,3,0.39835276239890177,0.38173433981260585,0.016618422586295922,0.8981107312285729
A_320_40_lr014_eps020,5,4,0.4362012946250169,0.4177952684629511,0.01840602616206577,0.818568185057206
A_320_40_lr014_eps020,5,5,0.4722113376270711,0.46082951964591057,0.011381817981160558,0.8040097810133248
A_320_40_lr014_eps020,5,6,0.5068222037843745,0.4956798157259401,0.011142388058434372,0.946429552804645
A_320_40_lr014_eps020,5,7,0.5220732249722103,0.5269394302909495,-0.0048662053187391585,0.8760183498399929
A_320_40_lr014_eps020,5,8,0.552357128719445,0.5524983557626911,-0.00014122704324615043,0.8712498282899808
A_320_40_lr014_eps020,5,9,0.5778769449170749,0.57849167797537,-0.0006147330582951804,0.9563252716917209
A_320_40_lr014_eps020,5,10,0.5952706576331264,0.6012199546300192,-0.005949296996892839,0.9371537422278945
A_320_40_lr014_eps020,5,11,0.6131832267286265,0.6215642659818699,-0.008381039253243405,0.8951234282651643
A_320_40_lr014_eps020,5,12,0.6295706611035393,0.6307313949884465,-0.001160733884907228,0.9236561955922447
A_320_40_lr014_eps020,5,13,0.648414285043594,0.6508218445382651,-0.0024075594946710854,0.7943215663012667
A_320_40_lr014_eps020,5,14,0.6602911576585988,0.6649109422941545,-0.004619784635555679,0.8470038948978672
A_320_40_lr014_eps020,5,15,0.6795625647602188,0.6796161846692172,-5.361990899843683e-05,0.9583350452486638
A_320_40_lr014_eps020,5,16,0.6962021684605435,0.6931404382056957,0.0030617302548477943,0.9652145483310484
A_320_40_lr014_eps020,5,17,0.7042125139888324,0.7026529500513757,0.0015595639374567094,0.9204175969486876
A_320_40_lr014_eps020,5,18,0.7164857567112848,0.7114034471258489,0.0050823095854358735,0.9506512172474432
A_320_40_lr014_eps020,5,19,0.7261316021559817,0.7195605468124564,0.006571055343525312,0.9604331249380524
A_320_40_lr014_eps020,5,20,0.7304784873010155,0.729347944266249,0.0011305430347664513,0.9701129858219784
A_320_40_lr014_eps020,5,21,0.7401635713293798,0.7360725829353314,0.004090988394048423,0.932412922306838
A_320_40_lr014_eps020,5,22,0.7506281347852645,0.7430108203757232,0.007617314409541276,0.9179149745286476
A_320_40_lr014_eps020,5,23,0.7565131458015568,0.7484599184735419,0.008053227328014945,0.951973793669884
A_320_40_lr014_eps020,5,24,0.7662563767681271,0.7566278033838387,0.009628573384288353,0.9207429961592286
A_320_40_lr014_eps020,5,25,0.7727153853760612,0.7621111771354306,0.010604208240630575,0.9582462511988331
A_320_40_lr014_eps020,6,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,6,1,0.32087370533515863,0.3082248623171625,0.012648843017996125,0.9074635032769917
A_320_40_lr014_eps020,6,2,0.37876501584048655,0.3481994977322197,0.030565518108266854,0.8748724451244223
A_320_40_lr014_eps020,6,3,0.42094225424191734,0.39321093472008606,0.027731319521831277,0.9196915072603472
A_320_40_lr014_eps020,6,4,0.4629493830407252,0.43214394474972156,0.03080543829100363,0.8721847115471006
A_320_40_lr014_eps020,6,5,0.49762059068780945,0.4680160590751559,0.02960453161265353,0.8659489796061244
A_320_40_lr014_eps020,6,6,0.5342347135140881,0.4995048566490131,0.034729856865075015,0.839315498029816
A_320_40_lr014_eps020,6,7,0.5608396986560596,0.5263028555499834,0.0345368431060763,0.8931338201108181
A_320_40_lr014_eps020,6,8,0.5864277067685983,0.554333613502317,0.03209409326628132,0.9408451226673613
A_320_40_lr014_eps020,6,9,0.6050487925108505,0.5742260141823389,0.030822778328511657,0.9044898048191036
A_320_40_lr014_eps020,6,10,0.6315036543240693,0.6003006798476086,0.0312029744764607,0.9066535907407223
A_320_40_lr014_eps020,6,11,0.6389456451243265,0.6192890887762528,0.019656556348073728,0.9067410751442998
A_320_40_lr014_eps020,6,12,0.6555660874182982,0.6318127316483222,0.02375335576997606,0.9386172656835117
A_320_40_lr014_eps020,6,13,0.6691266406110874,0.6510371937440921,0.018089446866995318,0.931306472264836
A_320_40_lr014_eps020,6,14,0.6813364946576846,0.6651033118745002,0.01623318278318442,0.9343626818128962
A_320_40_lr014_eps020,6,15,0.6985627437445671,0.6818283765119061,0.016734367232660974,0.9290220548997622
A_320_40_lr014_eps020,6,16,0.7109701511341443,0.6940843593649464,0.01688579176919791,0.9783393447881877
A_320_40_lr014_eps020,6,17,0.7211736438145622,0.7053763239848646,0.015797319829697565,0.9657619515132562
A_320_40_lr014_eps020,6,18,0.7225161155294821,0.7153467550172082,0.0071693605122739035,0.9211310756374744
A_320_40_lr014_eps020,6,19,0.7352862158764629,0.7222449298195369,0.013041286056926005,0.9195870543363727
A_320_40_lr014_eps020,6,20,0.7475744469069878,0.7320922946610786,0.015482152245909209,0.9813476768134602
A_320_40_lr014_eps020,6,21,0.7506824042926011,0.7434363353878218,0.0072460689047793014,0.9339203572409741
A_320_40_lr014_eps020,6,22,0.7628493342829411,0.7488730707973789,0.013976263485562246,0.9522572282865401
A_320_40_lr014_eps020,6,23,0.7713579599743718,0.7577515651916877,0.013606394782684106,0.9540850274170523
A_320_40_lr014_eps020,6,24,0.7785393374588754,0.7656471510458644,0.012892186413010931,0.9384969203147189
A_320_40_lr014_eps020,6,25,0.7760835162561669,0.7710440476753759,0.005039468580790962,0.8913393011843943
A_320_40_lr014_eps020,7,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,7,1,0.30270094624786575,0.29913762348131484,0.0035633227665509137,0.7500659199138049
A_320_40_lr014_eps020,7,2,0.36202994614495027,0.3401229388501015,0.02190700729484879,0.8233446560283271
A_320_40_lr014_eps020,7,3,0.4071654511518218,0.38127006832933746,0.025895382822484325,0.9014119722702477
A_320_40_lr014_eps020,7,4,0.443890133961559,0.41805520005499175,0.02583493390656727,0.9462835067798804
A_320_40_lr014_eps020,7,5,0.48068676508165575,0.4584962871511467,0.022190477930509045,0.8872876145686489
A_320_40_lr014_eps020,7,6,0.5111133043600166,0.49558828358071916,0.015525020779297405,0.8706637147754888
A_320_40_lr014_eps020,7,7,0.543037238693438,0.5189738240191485,0.02406341467428952,0.8730897173919699
A_320_40_lr014_eps020,7,8,0.5633229233129676,0.5486239112614095,0.014699012051558102,0.9338187719607676
A_320_40_lr014_eps020,7,9,0.5793756102464438,0.5758578649290429,0.0035177453174009,0.8481667067100878
A_320_40_lr014_eps020,7,10,0.6108424494919527,0.5949064139593337,0.01593603553261891,0.8890430516028778
A_320_40_lr014_eps020,7,11,0.6199539726703364,0.6166449806857565,0.003308991984579901,0.9350411317239569
A_320_40_lr014_eps020,7,12,0.6408918526601329,0.6368591268760063,0.004032725784126612,0.9622304990337522
A_320_40_lr014_eps020,7,13,0.652531617263699,0.6542510241134738,-0.001719406849774785,0.9418549377148707
A_320_40_lr014_eps020,7,14,0.6550857381310041,0.6676383792202041,-0.012552641089199956,0.8837108716813057
A_320_40_lr014_eps020,7,15,0.675893028795436,0.6813572177446782,-0.005464188949242166,0.8803123192504916
A_320_40_lr014_eps020,7,16,0.6886021795526667,0.6884361453259741,0.00016603422669259071,0.9888447389989791
A_320_40_lr014_eps020,7,17,0.6987160561137657,0.7003126740140514,-0.0015966179002856462,0.9543147743534003
A_320_40_lr014_eps020,7,18,0.7066972649661989,0.7160474208923694,-0.0093501559261705,0.9368861666441847
A_320_40_lr014_eps020,7,19,0.7112971205425959,0.7231108246068515,-0.011813704064255637,0.9221183052952713
A_320_40_lr014_eps020,7,20,0.7219299837992675,0.7333680759170417,-0.011438092117774135,0.912662965391579
A_320_40_lr014_eps020,7,21,0.7313337419257209,0.74281732921499,-0.011483587289269126,0.9587993003024357
A_320_40_lr014_eps020,7,22,0.7441736238246238,0.7494827050232891,-0.005309081198665244,0.6922892765406332
A_320_40_lr014_eps020,7,23,0.7442402479392092,0.7535247701116121,-0.009284522172402943,0.9521644875344059
A_320_40_lr014_eps020,7,24,0.755370350447503,0.760712139052615,-0.00534178860511203,0.905478899367903
A_320_40_lr014_eps020,7,25,0.7624800652765008,0.765846138259666,-0.003366072983165158,0.8708786207244201
A_320_40_lr014_eps020,8,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,8,1,0.32113432067450165,0.3073520446928553,0.01378227598164633,0.8217794818900866
A_320_40_lr014_eps020,8,2,0.3713905817497764,0.34766856746150077,0.02372201428827564,0.7984905791523665
A_320_40_lr014_eps020,8,3,0.42310481357644003,0.3917741083410194,0.03133070523542064,0.8721539076415471
A_320_40_lr014_eps020,8,4,0.460680371013746,0.43114926849098084,0.02953110252276514,0.8739322010991447
A_320_40_lr014_eps020,8,5,0.5016989542019862,0.467231410712563,0.03446754348942316,0.8810764432100107
A_320_40_lr014_eps020,8,6,0.5267311465432231,0.49535317569415144,0.031377970849071624,0.9527337771184444
A_320_40_lr014_eps020,8,7,0.5550984348900133,0.5255857900056649,0.02951264488434846,0.8647093051938999
A_320_40_lr014_eps020,8,8,0.5866801702824676,0.5553060787364444,0.03137409154602311,0.7497883618944651
A_320_40_lr014_eps020,8,9,0.6104359543234211,0.5779540086532634,0.03248194567015772,0.9356651676532415
A_320_40_lr014_eps020,8,10,0.6193653071639416,0.5980504518083442,0.021314855355597406,0.924769640964411
A_320_40_lr014_eps020,8,11,0.6359691863010238,0.6214295323048844,0.014539653996139434,0.9476389107133867
A_320_40_lr014_eps020,8,12,0.6433350380525668,0.6398034683283993,0.0035315697241674604,0.8964776828768399
A_320_40_lr014_eps020,8,13,0.6636067366782058,0.6522245825127978,0.011382154165407998,0.9631993762794191
A_320_40_lr014_eps020,8,14,0.6755057108641821,0.6646703360263164,0.010835374837865674,0.9330357866128905
A_320_40_lr014_eps020,8,15,0.6870299349944979,0.6781081877489402,0.00892174724555772,0.9008908256172323
A_320_40_lr014_eps020,8,16,0.6927674327922992,0.6942128267327564,-0.0014453939404571736,0.966202613494557
A_320_40_lr014_eps020,8,17,0.7082868816642506,0.7049690045109582,0.003317877153292348,0.9685017571177126
A_320_40_lr014_eps020,8,18,0.7140057170528693,0.7130624916815599,0.0009432253713094196,0.9773634968389244
A_320_40_lr014_eps020,8,19,0.7164743615509295,0.7208557110972086,-0.004381349546279112,0.9573430681136174
A_320_40_lr014_eps020,8,20,0.7305462222334003,0.7309407911944316,-0.00039456896103129413,0.9289458083484822
A_320_40_lr014_eps020,8,21,0.7376083148656425,0.7396896641526186,-0.0020813492869761197,0.9640598071438293
A_320_40_lr014_eps020,8,22,0.755766650328085,0.7480365826770548,0.007730067651030237,0.968452670512578
A_320_40_lr014_eps020,8,23,0.758515369424376,0.7550602680243025,0.003455101400073546,0.928179056530012
A_320_40_lr014_eps020,8,24,0.7639636859345669,0.7588959429167873,0.005067743017779569,0.9722486701319405
A_320_40_lr014_eps020,8,25,0.7705810488935807,0.7656631816086718,0.00491786728490895,0.9439511944941119
A_320_40_lr014_eps020,9,0,0.26409195184164375,0.26409195184164375,0.0,1.0
A_320_40_lr014_eps020,9,1,0.3119415609878476,0.29921966085381313,0.012721900134034458,0.909683161301871
A_320_40_lr014_eps020,9,2,0.3576452636464282,0.33921877634075404,0.018426487305674144,0.8010494776156207
A_320_40_lr014_eps020,9,3,0.4119953307614455,0.3834364199298516,0.028558910831593898,0.8805070629975832
A_320_40_lr014_eps020,9,4,0.44549384813364806,0.4234368182313116,0.02205702990233649,0.8798137050494418
A_320_40_lr014_eps020,9,5,0.4854297211958723,0.457536975601067,0.027892745594805313,0.904234677281348
A_320_40_lr014_eps020,9,6,0.5097954443962679,0.49093853852308666,0.01885690587318123,0.8576731287118393
A_320_40_lr014_eps020,9,7,0.5474523125020717,0.5227955404335087,0.024656772068562982,0.8653115974552147
A_320_40_lr014_eps020,9,8,0.5648738334829128,0.5514813883347868,0.013392445148125987,0.8089825608986176
A_320_40_lr014_eps020,9,9,0.5947299855095467,0.5756106450176123,0.019119340491934422,0.8645427708887884
A_320_40_lr014_eps020,9,10,0.6218217396424567,0.6003483254578682,0.02147341418458848,0.9634004355749205
A_320_40_lr014_eps020,9,11,0.6345500175758969,0.6175965310151136,0.016953486560783326,0.8779316740214177
A_320_40_lr014_eps020,9,12,0.6508074176699007,0.637963482946552,0.01284393472334866,0.9218749610488945
A_320_40_lr014_eps020,9,13,0.662411887884635,0.6527980465511208,0.009613841333514173,0.887826358095337
A_320_40_lr014_eps020,9,14,0.6805502116535155,0.667111804830081,0.013438406823434446,0.9359833445934347
A_320_40_lr014_eps020,9,15,0.6967608354541929,0.6766217861198777,0.020139049334315207,0.9527989437404281
A_320_40_lr014_eps020,9,16,0.7115448918392416,0.6951787391212965,0.01636615271794517,0.9882205649151656
A_320_40_lr014_eps020,9,17,0.7203115506581514,0.7084606108787167,0.011850939779434744,0.9282219949879132
A_320_40_lr014_eps020,9,18,0.7319134860100467,0.7197354286997755,0.012178057310271218,0.9754513576327506
A_320_40_lr014_eps020,9,19,0.7390599529559856,0.7286708233477368,0.010389129608248782,0.9390728088307008
A_320_40_lr014_eps020,9,20,0.7464210256709446,0.736863032304837,0.009557993366107631,0.9396209438777499
A_320_40_lr014_eps020,9,21,0.7573454355562288,0.7439115074807183,0.01343392807551047,0.9750919370929487
A_320_40_lr014_eps020,9,22,0.7603977987394931,0.7487868967794418,0.011610901960051323,0.91750799389453
A_320_40_lr014_eps020,9,23,0.7586212746314125,0.75619688747736,0.0024243871540524653,0.9347760751752768
