state_id,state_order,redraw,trajectory,population_rho,sample_rho,signal_sq,oracle_ppo,estimator,error_sq,relative_error,reward_change
1043.0,1.0,0.0,raw,3.177611194916078e-07,0.013338321039922127,0.0024863081974783965,1.0,raw,0.002484197497050233,0.9991510704785899,2.6420395848880673e-07
1043.0,1.0,0.0,raw,3.177611194916078e-07,0.013338321039922127,0.0024863081974783965,1.0,ppo,0.0024860762686617554,0.9999067175916179,2.8993204170824072e-08
1043.0,1.0,1.0,raw,3.177611194916078e-07,0.36598121690718827,0.0024863081974783965,1.0,raw,0.0024851627439069234,0.999539295420964,1.4325851405150303e-07
1043.0,1.0,1.0,raw,3.177611194916078e-07,0.36598121690718827,0.0024863081974783965,1.0,ppo,0.0024862761807498248,0.99998712278365,4.002172787620495e-09
1043.0,1.0,2.0,raw,3.177611194916078e-07,0.379084561353047,0.0024863081974783965,1.0,raw,0.0024837904601470997,0.998987359115877,3.1507523531870696e-07
1043.0,1.0,2.0,raw,3.177611194916078e-07,0.379084561353047,0.0024863081974783965,1.0,ppo,0.0024861895317401625,0.9999522723134829,1.4833740430431064e-08
1043.0,1.0,3.0,raw,3.177611194916078e-07,0.00988711813991775,0.0024863081974783965,1.0,raw,0.0025174496122283983,1.012525162721816,-3.8064372090140797e-06
1043.0,1.0,3.0,raw,3.177611194916078e-07,0.00988711813991775,0.0024863081974783965,1.0,ppo,0.002486250961162068,0.9999769793960434,7.1546450985948695e-09
1043.0,1.0,4.0,raw,3.177611194916078e-07,0.3045244870857892,0.0024863081974783965,1.0,raw,0.0024858206619008025,0.9998039118488655,6.09870361711895e-08
1043.0,1.0,4.0,raw,3.177611194916078e-07,0.3045244870857892,0.0024863081974783965,1.0,ppo,0.0024862074294307607,0.9999594708139007,1.2596303777812068e-08
1043.0,1.0,5.0,raw,3.177611194916078e-07,0.01028634511423877,0.0024863081974783965,1.0,raw,0.002485724314115944,0.999765160504621,7.360308953985317e-08
1043.0,1.0,5.0,raw,3.177611194916078e-07,0.01028634511423877,0.0024863081974783965,1.0,ppo,0.0024862948167725628,0.9999946182432865,1.6726034723912875e-09
1043.0,1.0,6.0,raw,3.177611194916078e-07,0.4168583702015703,0.0024863081974783965,1.0,raw,0.002485383597050795,0.9996281231632751,1.1565443838734701e-07
1043.0,1.0,6.0,raw,3.177611194916078e-07,0.4168583702015703,0.0024863081974783965,1.0,ppo,0.002486212141851462,0.9999613661624766,1.2007245808742795e-08
1043.0,1.0,7.0,raw,3.177611194916078e-07,0.23127104060594358,0.0024863081974783965,1.0,raw,0.0024847525491639745,0.9993743139663861,1.9457941324851902e-07
1043.0,1.0,7.0,raw,3.177611194916078e-07,0.23127104060594358,0.0024863081974783965,1.0,ppo,0.0024858775114997983,0.9998267769140468,5.3840257863146945e-08
