checkpoint_id,replication,rollout_batch,minibatch,selection_bin,draw,minibatches_per_estimator,population_sequence_ess,training_sample_ess,diagnostic_sample_ess,effective_sequences,sequences_per_diagnostic,raw_gradient_squared_error,ppo_gradient_squared_error,raw_minus_ppo_squared_error,raw_relative_gain_pct,ppo_relative_gain_pct,ppo_minus_raw_gain_pct
2.0,2.0,1.0,14.0,1.0,10.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.05327334374912018,6.8189879998873835,128.0,0.0028184288253916044,0.0021711923059075655,0.0006472365194840389,3.3167634306637748,-0.32286478666665885,-3.6396282173304337
2.0,2.0,1.0,14.0,1.0,10.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.04882067549813888,24.996185855047106,512.0,0.014819946502409852,0.015561481254735294,-0.0007415347523254418,2.98658522247405,0.7841840911344161,-2.202401131339634
2.0,2.0,1.0,14.0,1.0,11.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.11149779567506678,14.271717846408547,128.0,0.02352363478576555,0.02407762326091809,-0.0005539884751525372,1.3983642138806922,-1.7310716486757374,-3.12943586255643
2.0,2.0,1.0,14.0,1.0,11.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.048151608211416674,24.653623404245337,512.0,0.004288612605951623,0.0043291881629890306,-4.057555703740768e-05,1.6472882863552447,-0.2942339111901471,-1.9415221975453918
2.0,2.0,1.0,14.0,1.0,12.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.2608185491585131,33.38477429228968,128.0,0.0023292481672506906,0.0022947245218580647,3.4523645392625906e-05,0.9319424877262203,0.6608141017707442,-0.27112838595547617
2.0,2.0,1.0,14.0,1.0,12.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.1197599717299543,61.3171055257366,512.0,0.002219660466751566,0.001526257365267561,0.0006934031014840048,1.3775826878755568,0.48363645798763416,-0.8939462298879226
2.0,2.0,1.0,14.0,1.0,13.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.06989707047494771,8.946825020793307,128.0,0.004031703450716828,0.0026054897385875122,0.0014262137121293155,3.036904919905171,1.4646475549011795,-1.5722573650039915
2.0,2.0,1.0,14.0,1.0,13.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.0807931548880888,41.36609530270147,512.0,0.004954887899840566,0.004869323321403492,8.556457843707319e-05,2.421879969553337,2.3532242455715866,-0.06865572398175024
2.0,2.0,1.0,14.0,1.0,14.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.14303131134405825,18.308007852039456,128.0,0.01876367063390315,0.0072972688424137976,0.01146640179148935,-0.13688568433965953,0.3394769050549253,0.4763625893945848
2.0,2.0,1.0,14.0,1.0,14.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.1332651565209028,68.23176013870223,512.0,0.003399491024985967,0.003132471800464,0.00026701922452196684,4.750394399293586,3.0995359964237807,-1.650858402869805
2.0,2.0,1.0,14.0,1.0,15.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.10423656663498522,13.342280529278108,128.0,0.004448941758509335,0.0044928685006229456,-4.39267421136107e-05,-0.09187868623111393,-0.615659955242579,-0.523781269011465
2.0,2.0,1.0,14.0,1.0,15.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.044654150069618044,22.86292483564444,512.0,0.002438722371540983,0.0025684731639827804,-0.0001297507924417976,2.862174009040974,1.1104445286349984,-1.7517294804059758
2.0,2.0,1.0,14.0,1.0,16.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.06049230154828752,7.743014598180802,128.0,0.009925374279585873,0.011515221054130578,-0.001589846774544705,2.1415707695264756,2.665422855891955,0.5238520863654794
2.0,2.0,1.0,14.0,1.0,16.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.043559616888743,22.302523847036415,512.0,0.0032012458442904905,0.003067369169941832,0.00013387667434865873,5.525441222128496,2.6257855469363687,-2.899655675192127
2.0,2.0,1.0,14.0,1.0,17.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.12511164404012848,16.014290437136445,128.0,0.044683594341680746,0.051714020083104856,-0.0070304257414241095,0.8708028151520166,-1.5381796498943745,-2.408982465046391
2.0,2.0,1.0,14.0,1.0,17.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.1145106755645502,58.629465889049705,512.0,0.014893723532706253,0.009380187330073293,0.00551353620263296,7.764736029791361,1.6851289759136248,-6.079607053877735
2.0,2.0,1.0,14.0,1.0,18.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.047836712173868895,6.1230991582552186,128.0,0.01338239314124884,0.00858146327357208,0.004800929867676761,1.0829563369165385,0.7137688300587665,-0.369187506857772
2.0,2.0,1.0,14.0,1.0,18.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.025540934776036986,13.076958605330937,512.0,0.015818240107103112,0.013901401807121686,0.0019168382999814257,-0.5443507828274801,-1.0523869479418524,-0.5080361651143723
2.0,2.0,1.0,14.0,1.0,19.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.12295132483624317,15.737769579039126,128.0,0.0673360308386864,0.06822755305410763,-0.0008915222154212282,0.008521757081907718,0.1710150033493677,0.16249324626745998
2.0,2.0,1.0,14.0,1.0,19.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.052743887884983104,27.00487059711135,512.0,0.004888574484637966,0.0037034065582083153,0.0011851679264296504,4.554401318578009,2.7435813189017297,-1.810819999676279
2.0,2.0,1.0,14.0,1.0,20.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.06642792964290874,8.502774994292318,128.0,0.044513944557327906,0.04247662202432746,0.0020373225330004435,4.153484578288461,3.4004283402533226,-0.7530562380351387
2.0,2.0,1.0,14.0,1.0,20.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.025270692492202686,12.938594556007775,512.0,0.10644011364308983,0.10458273642381823,0.0018573772192716081,-9.981311877888302,-11.570378607802736,-1.5890667299144337
2.0,2.0,1.0,14.0,1.0,21.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.14236171980288945,18.22230013476985,128.0,0.0019426096399407647,0.001903819986913731,3.878965302703372e-05,3.3045626287165026,-0.13604923397201893,-3.4406118626885216
2.0,2.0,1.0,14.0,1.0,21.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.057384520693827726,29.380874595239796,512.0,0.0019415586596956838,0.002000024745337778,-5.8466085642094184e-05,3.041802126781652,-0.0873779460336087,-3.129180072815261
2.0,2.0,1.0,14.0,1.0,22.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.052173994184870204,6.678271255663386,128.0,0.0016848683222269478,0.001567784749747286,0.0001170835724796618,0.6680063494867567,0.8352849233622995,0.1672785738755428
