state_id,state_order,redraw,trajectory,population_rho,sample_rho,signal_sq,oracle_ppo,estimator,error_sq,relative_error,reward_change
485.0,1.0,0.0,raw,0.28219594264867676,0.34624647115183893,0.04739439406080139,1.0,raw,0.7243284439179891,15.282998301207556,0.024516875339809147
485.0,1.0,0.0,raw,0.28219594264867676,0.34624647115183893,0.04739439406080139,1.0,ppo,0.8675601350897428,18.305121360487615,0.02992384832942993
485.0,1.0,1.0,raw,0.28219594264867676,0.38814546652133536,0.04739439406080139,1.0,raw,1.7461374774254066,36.84270074611185,0.040047185135841795
485.0,1.0,1.0,raw,0.28219594264867676,0.38814546652133536,0.04739439406080139,1.0,ppo,1.840216050968122,38.82771554389625,0.041802532731707226
485.0,1.0,2.0,raw,0.28219594264867676,0.7260896190315698,0.04739439406080139,1.0,raw,0.20664292441738297,4.360071027646953,0.009027416901328689
485.0,1.0,2.0,raw,0.28219594264867676,0.7260896190315698,0.04739439406080139,1.0,ppo,0.156261323596526,3.2970423336578847,0.011362580227391644
485.0,1.0,3.0,raw,0.28219594264867676,0.6181420721625034,0.04739439406080139,1.0,raw,0.22755945076656334,4.801400150292702,-0.0064604092897472265
485.0,1.0,3.0,raw,0.28219594264867676,0.6181420721625034,0.04739439406080139,1.0,ppo,0.16519049947401437,3.4854438535936243,-0.0038108920424604897
485.0,1.0,4.0,raw,0.28219594264867676,0.905187712092825,0.04739439406080139,1.0,raw,0.21258232224936197,4.4853896006486345,0.003612233261923975
485.0,1.0,4.0,raw,0.28219594264867676,0.905187712092825,0.04739439406080139,1.0,ppo,0.16231743856549036,3.4248235847736828,0.007642691408335761
485.0,1.0,5.0,raw,0.28219594264867676,0.687066450067052,0.04739439406080139,1.0,raw,0.20554139143601102,4.336829186429218,-0.002999142189795412
485.0,1.0,5.0,raw,0.28219594264867676,0.687066450067052,0.04739439406080139,1.0,ppo,0.20367354553385075,4.297418493684332,-0.0008976949440565873
485.0,1.0,6.0,raw,0.28219594264867676,0.9071791316473685,0.04739439406080139,1.0,raw,0.15934469083710376,3.362099969728137,0.004238921475552382
485.0,1.0,6.0,raw,0.28219594264867676,0.9071791316473685,0.04739439406080139,1.0,ppo,0.1329336272936366,2.8048386297142764,0.00708038237361
485.0,1.0,7.0,raw,0.28219594264867676,0.9537624204718768,0.04739439406080139,1.0,raw,0.14649731010830766,3.091026122633174,-0.00037496591658581213
485.0,1.0,7.0,raw,0.28219594264867676,0.9537624204718768,0.04739439406080139,1.0,ppo,0.0864859475445444,1.824813867935376,0.0031782289596058166
485.0,1.0,8.0,raw,0.28219594264867676,0.6743518528575632,0.04739439406080139,1.0,raw,0.35704184270298844,7.5334192952218375,0.01046214305647497
485.0,1.0,8.0,raw,0.28219594264867676,0.6743518528575632,0.04739439406080139,1.0,ppo,0.41150197433319574,8.682503120628306,0.012849231704857272
485.0,1.0,9.0,raw,0.28219594264867676,0.8399558419522926,0.04739439406080139,1.0,raw,0.23209611879322062,4.897121767090614,-0.000952919736158242
485.0,1.0,9.0,raw,0.28219594264867676,0.8399558419522926,0.04739439406080139,1.0,ppo,0.1572827638508158,3.3185942550302605,0.0020453450255557004
485.0,1.0,10.0,raw,0.28219594264867676,0.8364655262148983,0.04739439406080139,1.0,raw,0.3696809794733835,7.800099290205644,-0.010092932623206569
485.0,1.0,10.0,raw,0.28219594264867676,0.8364655262148983,0.04739439406080139,1.0,ppo,0.04739439406080139,1.0,0.0
485.0,1.0,11.0,raw,0.28219594264867676,0.9138284976148534,0.04739439406080139,1.0,raw,0.2070740370089157,4.369167305805497,0.006797759658083546
485.0,1.0,11.0,raw,0.28219594264867676,0.9138284976148534,0.04739439406080139,1.0,ppo,0.17363413610192216,3.6636007178226637,0.009511148722338686
485.0,1.0,12.0,raw,0.28219594264867676,0.32310642016555335,0.04739439406080139,1.0,raw,0.27659762528058607,5.836083164725012,0.019376007271659917
485.0,1.0,12.0,raw,0.28219594264867676,0.32310642016555335,0.04739439406080139,1.0,ppo,0.4435710665994046,9.359146274353787,0.025029012976801907
485.0,1.0,13.0,raw,0.28219594264867676,0.8145820182255411,0.04739439406080139,1.0,raw,0.22376640422206814,4.721368606063459,0.003928805859180096
485.0,1.0,13.0,raw,0.28219594264867676,0.8145820182255411,0.04739439406080139,1.0,ppo,0.14529410751697955,3.0656390992273144,0.008371380832099429
485.0,1.0,14.0,raw,0.28219594264867676,0.7618636075169231,0.04739439406080139,1.0,raw,0.17434353270499753,3.6785686611234114,0.004764063578068495
485.0,1.0,14.0,raw,0.28219594264867676,0.7618636075169231,0.04739439406080139,1.0,ppo,0.17448424250142086,3.681537573358956,-0.0035156699742104613
485.0,1.0,15.0,raw,0.28219594264867676,0.8009236708342576,0.04739439406080139,1.0,raw,0.09064185359779281,1.9125015815480213,0.0013585175971485286
485.0,1.0,15.0,raw,0.28219594264867676,0.8009236708342576,0.04739439406080139,1.0,ppo,0.0693834217567841,1.4639584096754858,0.003702165388611345
485.0,1.0,16.0,raw,0.28219594264867676,0.38305943033038964,0.04739439406080139,1.0,raw,0.18345392362208313,3.870793735367383,0.012179253431214815
485.0,1.0,16.0,raw,0.28219594264867676,0.38305943033038964,0.04739439406080139,1.0,ppo,0.18411695435596676,3.884783380071629,0.01681442641034578
485.0,1.0,17.0,raw,0.28219594264867676,0.833889771932131,0.04739439406080139,1.0,raw,0.19948961593136458,4.209139496022315,-0.0005113536644135441
485.0,1.0,17.0,raw,0.28219594264867676,0.833889771932131,0.04739439406080139,1.0,ppo,0.08987713459876735,1.8963663610397812,0.005849836771153694
485.0,1.0,18.0,raw,0.28219594264867676,0.9716680775028398,0.04739439406080139,1.0,raw,0.23379109137966436,4.932884912079224,0.00027538895624995563
485.0,1.0,18.0,raw,0.28219594264867676,0.9716680775028398,0.04739439406080139,1.0,ppo,0.1280628709330074,2.7020679021387615,0.0068089004708660195
485.0,1.0,19.0,raw,0.28219594264867676,0.8733041534392152,0.04739439406080139,1.0,raw,0.24875469655094135,5.248610125320276,-0.007697865484635913
485.0,1.0,19.0,raw,0.28219594264867676,0.8733041534392152,0.04739439406080139,1.0,ppo,0.04739439406080139,1.0,0.0
485.0,1.0,20.0,raw,0.28219594264867676,0.7475630610460523,0.04739439406080139,1.0,raw,0.21582343632287915,4.553775622619065,-0.006322814989913578
485.0,1.0,20.0,raw,0.28219594264867676,0.7475630610460523,0.04739439406080139,1.0,ppo,0.12691207195772605,2.677786571021731,-0.002944342518023696
485.0,1.0,21.0,raw,0.28219594264867676,0.8469102723342392,0.04739439406080139,1.0,raw,0.20700185465084858,4.367644291122063,-0.006412333313548901
485.0,1.0,21.0,raw,0.28219594264867676,0.8469102723342392,0.04739439406080139,1.0,ppo,0.04739439406080139,1.0,0.0
485.0,1.0,22.0,raw,0.28219594264867676,0.8338655234231559,0.04739439406080139,1.0,raw,0.2749291308290645,5.800878696251776,-0.0038997608677607265
485.0,1.0,22.0,raw,0.28219594264867676,0.8338655234231559,0.04739439406080139,1.0,ppo,0.21790935791922492,4.597787612595553,-0.0007149827042977897
485.0,1.0,23.0,raw,0.28219594264867676,0.8787550877692987,0.04739439406080139,1.0,raw,0.41230565938575026,8.699460507012938,-0.012211959867497235
485.0,1.0,23.0,raw,0.28219594264867676,0.8787550877692987,0.04739439406080139,1.0,ppo,0.1896322187779083,4.001152932446666,-0.005596592902410241
485.0,1.0,24.0,raw,0.28219594264867676,0.6623325860196043,0.04739439406080139,1.0,raw,0.11871084906178889,2.5047445254706058,0.0003695634741280318
485.0,1.0,24.0,raw,0.28219594264867676,0.6623325860196043,0.04739439406080139,1.0,ppo,0.08446670614509105,1.7822087995624605,0.0025944006829865807
485.0,1.0,25.0,raw,0.28219594264867676,0.7746737084684752,0.04739439406080139,1.0,raw,0.2130407953456045,4.495063172920798,0.0004026390672706437
485.0,1.0,25.0,raw,0.28219594264867676,0.7746737084684752,0.04739439406080139,1.0,ppo,0.16947540033950598,3.575853298643066,0.00304025563846011
