checkpoint_id,selection_bin,blocks_per_estimator,sequences_per_estimator,population_sequence_ess,method,selected_ppo,agrees_with_formula_oracle,heldout_gradient_mse,evaluation_draws
20.0,3.0,1.0,128.0,0.17416232103516502,Fixed ESS 0.1,0.0,0.0,0.05494584023631424,100.0
20.0,3.0,2.0,256.0,0.17416232103516502,Raw,0.0,0.0,0.02402616547863652,100.0
20.0,3.0,2.0,256.0,0.17416232103516502,PPO masked,1.0,1.0,0.016405137209399397,100.0
20.0,3.0,2.0,256.0,0.17416232103516502,Formula oracle,1.0,1.0,0.016405137209399397,100.0
20.0,3.0,2.0,256.0,0.17416232103516502,Fitted ESS,1.0,1.0,0.016405137209399397,100.0
20.0,3.0,2.0,256.0,0.17416232103516502,Effective-count transfer,1.0,1.0,0.016405137209399397,100.0
20.0,3.0,2.0,256.0,0.17416232103516502,Fixed ESS 0.1,0.0,0.0,0.02402616547863652,100.0
20.0,3.0,4.0,512.0,0.17416232103516502,Raw,0.0,0.0,0.013032514424962631,100.0
20.0,3.0,4.0,512.0,0.17416232103516502,PPO masked,1.0,1.0,0.01205221239432104,100.0
20.0,3.0,4.0,512.0,0.17416232103516502,Formula oracle,1.0,1.0,0.01205221239432104,100.0
20.0,3.0,4.0,512.0,0.17416232103516502,Fitted ESS,1.0,1.0,0.01205221239432104,100.0
20.0,3.0,4.0,512.0,0.17416232103516502,Effective-count transfer,1.0,1.0,0.01205221239432104,100.0
20.0,3.0,4.0,512.0,0.17416232103516502,Fixed ESS 0.1,0.0,0.0,0.013032514424962631,100.0
20.0,3.0,8.0,1024.0,0.17416232103516502,Raw,0.0,1.0,0.005707182342952843,100.0
20.0,3.0,8.0,1024.0,0.17416232103516502,PPO masked,1.0,0.0,0.006197243240415124,100.0
20.0,3.0,8.0,1024.0,0.17416232103516502,Formula oracle,0.0,1.0,0.005707182342952843,100.0
20.0,3.0,8.0,1024.0,0.17416232103516502,Fitted ESS,0.0,1.0,0.005707182342952843,100.0
20.0,3.0,8.0,1024.0,0.17416232103516502,Effective-count transfer,0.0,1.0,0.005707182342952843,100.0
20.0,3.0,8.0,1024.0,0.17416232103516502,Fixed ESS 0.1,0.0,1.0,0.005707182342952843,100.0
24.0,3.0,1.0,128.0,0.10683216537150085,Raw,0.0,0.0,0.023340772827889524,100.0
24.0,3.0,1.0,128.0,0.10683216537150085,PPO masked,1.0,1.0,0.021574065580680486,100.0
24.0,3.0,1.0,128.0,0.10683216537150085,Formula oracle,1.0,1.0,0.021574065580680486,100.0
24.0,3.0,1.0,128.0,0.10683216537150085,Fitted ESS,1.0,1.0,0.021574065580680486,100.0
24.0,3.0,1.0,128.0,0.10683216537150085,Effective-count transfer,1.0,1.0,0.021574065580680486,100.0
24.0,3.0,1.0,128.0,0.10683216537150085,Fixed ESS 0.1,0.0,0.0,0.023340772827889524,100.0
24.0,3.0,2.0,256.0,0.10683216537150085,Raw,0.0,0.0,0.011542721460763268,100.0
24.0,3.0,2.0,256.0,0.10683216537150085,PPO masked,1.0,1.0,0.011497418638428151,100.0
24.0,3.0,2.0,256.0,0.10683216537150085,Formula oracle,1.0,1.0,0.011497418638428151,100.0
24.0,3.0,2.0,256.0,0.10683216537150085,Fitted ESS,1.0,1.0,0.011497418638428151,100.0
24.0,3.0,2.0,256.0,0.10683216537150085,Effective-count transfer,1.0,1.0,0.011497418638428151,100.0
24.0,3.0,2.0,256.0,0.10683216537150085,Fixed ESS 0.1,0.0,0.0,0.011542721460763268,100.0
24.0,3.0,4.0,512.0,0.10683216537150085,Raw,0.0,1.0,0.008158488855511133,100.0
24.0,3.0,4.0,512.0,0.10683216537150085,PPO masked,1.0,0.0,0.008444857825699096,100.0
24.0,3.0,4.0,512.0,0.10683216537150085,Formula oracle,0.0,1.0,0.008158488855511133,100.0
24.0,3.0,4.0,512.0,0.10683216537150085,Fitted ESS,1.0,0.0,0.008444857825699096,100.0
24.0,3.0,4.0,512.0,0.10683216537150085,Effective-count transfer,1.0,0.0,0.008444857825699096,100.0
24.0,3.0,4.0,512.0,0.10683216537150085,Fixed ESS 0.1,0.0,1.0,0.008158488855511133,100.0
24.0,3.0,8.0,1024.0,0.10683216537150085,Raw,0.0,1.0,0.0034810380340025682,100.0
24.0,3.0,8.0,1024.0,0.10683216537150085,PPO masked,1.0,0.0,0.00449442617957722,100.0
24.0,3.0,8.0,1024.0,0.10683216537150085,Formula oracle,0.0,1.0,0.0034810380340025682,100.0
24.0,3.0,8.0,1024.0,0.10683216537150085,Fitted ESS,0.0,1.0,0.0034810380340025682,100.0
24.0,3.0,8.0,1024.0,0.10683216537150085,Effective-count transfer,1.0,0.0,0.00449442617957722,100.0
24.0,3.0,8.0,1024.0,0.10683216537150085,Fixed ESS 0.1,0.0,1.0,0.0034810380340025682,100.0
25.0,4.0,1.0,128.0,0.20017057301286428,Raw,0.0,0.0,0.018456715220544064,100.0
25.0,4.0,1.0,128.0,0.20017057301286428,PPO masked,1.0,1.0,0.011148179639840557,100.0
25.0,4.0,1.0,128.0,0.20017057301286428,Formula oracle,1.0,1.0,0.011148179639840557,100.0
25.0,4.0,1.0,128.0,0.20017057301286428,Fitted ESS,1.0,1.0,0.011148179639840557,100.0
25.0,4.0,1.0,128.0,0.20017057301286428,Effective-count transfer,1.0,1.0,0.011148179639840557,100.0
25.0,4.0,1.0,128.0,0.20017057301286428,Fixed ESS 0.1,0.0,0.0,0.018456715220544064,100.0
25.0,4.0,2.0,256.0,0.20017057301286428,Raw,0.0,0.0,0.008585067659719533,100.0
25.0,4.0,2.0,256.0,0.20017057301286428,PPO masked,1.0,1.0,0.006983234386681628,100.0
25.0,4.0,2.0,256.0,0.20017057301286428,Formula oracle,1.0,1.0,0.006983234386681628,100.0
25.0,4.0,2.0,256.0,0.20017057301286428,Fitted ESS,1.0,1.0,0.006983234386681628,100.0
25.0,4.0,2.0,256.0,0.20017057301286428,Effective-count transfer,1.0,1.0,0.006983234386681628,100.0
25.0,4.0,2.0,256.0,0.20017057301286428,Fixed ESS 0.1,0.0,0.0,0.008585067659719533,100.0
25.0,4.0,4.0,512.0,0.20017057301286428,Raw,0.0,0.0,0.004298379760172552,100.0
25.0,4.0,4.0,512.0,0.20017057301286428,PPO masked,1.0,1.0,0.0039132518981002985,100.0
25.0,4.0,4.0,512.0,0.20017057301286428,Formula oracle,1.0,1.0,0.0039132518981002985,100.0
25.0,4.0,4.0,512.0,0.20017057301286428,Fitted ESS,1.0,1.0,0.0039132518981002985,100.0
25.0,4.0,4.0,512.0,0.20017057301286428,Effective-count transfer,1.0,1.0,0.0039132518981002985,100.0
25.0,4.0,4.0,512.0,0.20017057301286428,Fixed ESS 0.1,0.0,0.0,0.004298379760172552,100.0
25.0,4.0,8.0,1024.0,0.20017057301286428,Raw,0.0,0.0,0.002085532617135311,100.0
25.0,4.0,8.0,1024.0,0.20017057301286428,PPO masked,1.0,1.0,0.002403349499185942,100.0
25.0,4.0,8.0,1024.0,0.20017057301286428,Formula oracle,1.0,1.0,0.002403349499185942,100.0
25.0,4.0,8.0,1024.0,0.20017057301286428,Fitted ESS,0.0,0.0,0.002085532617135311,100.0
25.0,4.0,8.0,1024.0,0.20017057301286428,Effective-count transfer,0.0,0.0,0.002085532617135311,100.0
25.0,4.0,8.0,1024.0,0.20017057301286428,Fixed ESS 0.1,0.0,0.0,0.002085532617135311,100.0
29.0,4.0,1.0,128.0,0.30687556346184414,Raw,0.0,0.0,0.018453675096476597,100.0
29.0,4.0,1.0,128.0,0.30687556346184414,PPO masked,1.0,1.0,0.012045079021625145,100.0
29.0,4.0,1.0,128.0,0.30687556346184414,Formula oracle,1.0,1.0,0.012045079021625145,100.0
29.0,4.0,1.0,128.0,0.30687556346184414,Fitted ESS,1.0,1.0,0.012045079021625145,100.0
29.0,4.0,1.0,128.0,0.30687556346184414,Effective-count transfer,1.0,1.0,0.012045079021625145,100.0
29.0,4.0,1.0,128.0,0.30687556346184414,Fixed ESS 0.1,0.0,0.0,0.018453675096476597,100.0
29.0,4.0,2.0,256.0,0.30687556346184414,Raw,0.0,0.0,0.009767193417153432,100.0
29.0,4.0,2.0,256.0,0.30687556346184414,PPO masked,1.0,1.0,0.00805466936871214,100.0
29.0,4.0,2.0,256.0,0.30687556346184414,Formula oracle,1.0,1.0,0.00805466936871214,100.0
29.0,4.0,2.0,256.0,0.30687556346184414,Fitted ESS,1.0,1.0,0.00805466936871214,100.0
29.0,4.0,2.0,256.0,0.30687556346184414,Effective-count transfer,1.0,1.0,0.00805466936871214,100.0
29.0,4.0,2.0,256.0,0.30687556346184414,Fixed ESS 0.1,0.0,0.0,0.009767193417153432,100.0
29.0,4.0,4.0,512.0,0.30687556346184414,Raw,0.0,1.0,0.004787868434094508,100.0
29.0,4.0,4.0,512.0,0.30687556346184414,PPO masked,1.0,0.0,0.005825283696914759,100.0
29.0,4.0,4.0,512.0,0.30687556346184414,Formula oracle,0.0,1.0,0.004787868434094508,100.0
29.0,4.0,4.0,512.0,0.30687556346184414,Fitted ESS,1.0,0.0,0.005825283696914759,100.0
29.0,4.0,4.0,512.0,0.30687556346184414,Effective-count transfer,0.0,1.0,0.004787868434094508,100.0
29.0,4.0,4.0,512.0,0.30687556346184414,Fixed ESS 0.1,0.0,1.0,0.004787868434094508,100.0
29.0,4.0,8.0,1024.0,0.30687556346184414,Raw,0.0,1.0,0.002364280955523579,100.0
29.0,4.0,8.0,1024.0,0.30687556346184414,PPO masked,1.0,0.0,0.004525533795718993,100.0
29.0,4.0,8.0,1024.0,0.30687556346184414,Formula oracle,0.0,1.0,0.002364280955523579,100.0
29.0,4.0,8.0,1024.0,0.30687556346184414,Fitted ESS,0.0,1.0,0.002364280955523579,100.0
29.0,4.0,8.0,1024.0,0.30687556346184414,Effective-count transfer,0.0,1.0,0.002364280955523579,100.0
29.0,4.0,8.0,1024.0,0.30687556346184414,Fixed ESS 0.1,0.0,1.0,0.002364280955523579,100.0
30.0,4.0,1.0,128.0,0.32474639874605865,Raw,0.0,0.0,0.02274210998291021,100.0
30.0,4.0,1.0,128.0,0.32474639874605865,PPO masked,1.0,1.0,0.02155418132278291,100.0
30.0,4.0,1.0,128.0,0.32474639874605865,Formula oracle,1.0,1.0,0.02155418132278291,100.0
30.0,4.0,1.0,128.0,0.32474639874605865,Fitted ESS,1.0,1.0,0.02155418132278291,100.0
30.0,4.0,1.0,128.0,0.32474639874605865,Effective-count transfer,1.0,1.0,0.02155418132278291,100.0
30.0,4.0,1.0,128.0,0.32474639874605865,Fixed ESS 0.1,0.0,0.0,0.02274210998291021,100.0
30.0,4.0,2.0,256.0,0.32474639874605865,Raw,0.0,0.0,0.010715725860885497,100.0
30.0,4.0,2.0,256.0,0.32474639874605865,PPO masked,1.0,1.0,0.010196189166814647,100.0
30.0,4.0,2.0,256.0,0.32474639874605865,Formula oracle,1.0,1.0,0.010196189166814647,100.0
30.0,4.0,2.0,256.0,0.32474639874605865,Fitted ESS,1.0,1.0,0.010196189166814647,100.0
30.0,4.0,2.0,256.0,0.32474639874605865,Effective-count transfer,1.0,1.0,0.010196189166814647,100.0
30.0,4.0,2.0,256.0,0.32474639874605865,Fixed ESS 0.1,0.0,0.0,0.010715725860885497,100.0
30.0,4.0,4.0,512.0,0.32474639874605865,Raw,0.0,0.0,0.006533020678020804,100.0
30.0,4.0,4.0,512.0,0.32474639874605865,PPO masked,1.0,1.0,0.00643616088270021,100.0
30.0,4.0,4.0,512.0,0.32474639874605865,Formula oracle,1.0,1.0,0.00643616088270021,100.0
30.0,4.0,4.0,512.0,0.32474639874605865,Fitted ESS,1.0,1.0,0.00643616088270021,100.0
30.0,4.0,4.0,512.0,0.32474639874605865,Effective-count transfer,0.0,0.0,0.006533020678020804,100.0
30.0,4.0,4.0,512.0,0.32474639874605865,Fixed ESS 0.1,0.0,0.0,0.006533020678020804,100.0
30.0,4.0,8.0,1024.0,0.32474639874605865,Raw,0.0,1.0,0.0034574869094826715,100.0
30.0,4.0,8.0,1024.0,0.32474639874605865,PPO masked,1.0,0.0,0.003409058725737268,100.0
30.0,4.0,8.0,1024.0,0.32474639874605865,Formula oracle,0.0,1.0,0.0034574869094826715,100.0
30.0,4.0,8.0,1024.0,0.32474639874605865,Fitted ESS,0.0,1.0,0.0034574869094826715,100.0
30.0,4.0,8.0,1024.0,0.32474639874605865,Effective-count transfer,0.0,1.0,0.0034574869094826715,100.0
30.0,4.0,8.0,1024.0,0.32474639874605865,Fixed ESS 0.1,0.0,1.0,0.0034574869094826715,100.0
31.0,4.0,1.0,128.0,0.21210436068925184,Raw,0.0,0.0,0.07740556098955147,100.0
31.0,4.0,1.0,128.0,0.21210436068925184,PPO masked,1.0,1.0,0.035364285608726245,100.0
31.0,4.0,1.0,128.0,0.21210436068925184,Formula oracle,1.0,1.0,0.035364285608726245,100.0
31.0,4.0,1.0,128.0,0.21210436068925184,Fitted ESS,1.0,1.0,0.035364285608726245,100.0
31.0,4.0,1.0,128.0,0.21210436068925184,Effective-count transfer,1.0,1.0,0.035364285608726245,100.0
31.0,4.0,1.0,128.0,0.21210436068925184,Fixed ESS 0.1,0.0,0.0,0.07740556098955147,100.0
31.0,4.0,2.0,256.0,0.21210436068925184,Raw,0.0,0.0,0.032413211574150384,100.0
31.0,4.0,2.0,256.0,0.21210436068925184,PPO masked,1.0,1.0,0.017988788872033992,100.0
31.0,4.0,2.0,256.0,0.21210436068925184,Formula oracle,1.0,1.0,0.017988788872033992,100.0
31.0,4.0,2.0,256.0,0.21210436068925184,Fitted ESS,1.0,1.0,0.017988788872033992,100.0
31.0,4.0,2.0,256.0,0.21210436068925184,Effective-count transfer,1.0,1.0,0.017988788872033992,100.0
31.0,4.0,2.0,256.0,0.21210436068925184,Fixed ESS 0.1,0.0,0.0,0.032413211574150384,100.0
31.0,4.0,4.0,512.0,0.21210436068925184,Raw,0.0,1.0,0.014395032893647193,100.0
31.0,4.0,4.0,512.0,0.21210436068925184,PPO masked,1.0,0.0,0.010255866475408295,100.0
31.0,4.0,4.0,512.0,0.21210436068925184,Formula oracle,0.0,1.0,0.014395032893647193,100.0
31.0,4.0,4.0,512.0,0.21210436068925184,Fitted ESS,1.0,0.0,0.010255866475408295,100.0
31.0,4.0,4.0,512.0,0.21210436068925184,Effective-count transfer,1.0,0.0,0.010255866475408295,100.0
31.0,4.0,4.0,512.0,0.21210436068925184,Fixed ESS 0.1,0.0,1.0,0.014395032893647193,100.0
31.0,4.0,8.0,1024.0,0.21210436068925184,Raw,0.0,1.0,0.006518991116695432,100.0
31.0,4.0,8.0,1024.0,0.21210436068925184,PPO masked,1.0,0.0,0.006286414641870059,100.0
31.0,4.0,8.0,1024.0,0.21210436068925184,Formula oracle,0.0,1.0,0.006518991116695432,100.0
31.0,4.0,8.0,1024.0,0.21210436068925184,Fitted ESS,0.0,1.0,0.006518991116695432,100.0
31.0,4.0,8.0,1024.0,0.21210436068925184,Effective-count transfer,0.0,1.0,0.006518991116695432,100.0
31.0,4.0,8.0,1024.0,0.21210436068925184,Fixed ESS 0.1,0.0,1.0,0.006518991116695432,100.0
33.0,5.0,1.0,128.0,0.5742689214885942,Raw,0.0,0.0,0.024931661192713898,100.0
33.0,5.0,1.0,128.0,0.5742689214885942,PPO masked,1.0,1.0,0.01762186152149333,100.0
33.0,5.0,1.0,128.0,0.5742689214885942,Formula oracle,1.0,1.0,0.01762186152149333,100.0
33.0,5.0,1.0,128.0,0.5742689214885942,Fitted ESS,1.0,1.0,0.01762186152149333,100.0
33.0,5.0,1.0,128.0,0.5742689214885942,Effective-count transfer,1.0,1.0,0.01762186152149333,100.0
33.0,5.0,1.0,128.0,0.5742689214885942,Fixed ESS 0.1,0.0,0.0,0.024931661192713898,100.0
33.0,5.0,2.0,256.0,0.5742689214885942,Raw,0.0,0.0,0.0128809436763771,100.0
33.0,5.0,2.0,256.0,0.5742689214885942,PPO masked,1.0,1.0,0.011862670239111863,100.0
33.0,5.0,2.0,256.0,0.5742689214885942,Formula oracle,1.0,1.0,0.011862670239111863,100.0
33.0,5.0,2.0,256.0,0.5742689214885942,Fitted ESS,1.0,1.0,0.011862670239111863,100.0
33.0,5.0,2.0,256.0,0.5742689214885942,Effective-count transfer,0.0,0.0,0.0128809436763771,100.0
33.0,5.0,2.0,256.0,0.5742689214885942,Fixed ESS 0.1,0.0,0.0,0.0128809436763771,100.0
33.0,5.0,4.0,512.0,0.5742689214885942,Raw,0.0,1.0,0.006300308103743872,100.0
33.0,5.0,4.0,512.0,0.5742689214885942,PPO masked,1.0,0.0,0.007227358579669159,100.0
33.0,5.0,4.0,512.0,0.5742689214885942,Formula oracle,0.0,1.0,0.006300308103743872,100.0
33.0,5.0,4.0,512.0,0.5742689214885942,Fitted ESS,0.0,1.0,0.006300308103743872,100.0
33.0,5.0,4.0,512.0,0.5742689214885942,Effective-count transfer,0.0,1.0,0.006300308103743872,100.0
33.0,5.0,4.0,512.0,0.5742689214885942,Fixed ESS 0.1,0.0,1.0,0.006300308103743872,100.0
33.0,5.0,8.0,1024.0,0.5742689214885942,Raw,0.0,1.0,0.0029729863746579726,100.0
33.0,5.0,8.0,1024.0,0.5742689214885942,PPO masked,1.0,0.0,0.004866705032324336,100.0
33.0,5.0,8.0,1024.0,0.5742689214885942,Formula oracle,0.0,1.0,0.0029729863746579726,100.0
33.0,5.0,8.0,1024.0,0.5742689214885942,Fitted ESS,0.0,1.0,0.0029729863746579726,100.0
33.0,5.0,8.0,1024.0,0.5742689214885942,Effective-count transfer,0.0,1.0,0.0029729863746579726,100.0
33.0,5.0,8.0,1024.0,0.5742689214885942,Fixed ESS 0.1,0.0,1.0,0.0029729863746579726,100.0
34.0,5.0,1.0,128.0,0.49302073488112047,Raw,0.0,0.0,0.019340882243863867,100.0
34.0,5.0,1.0,128.0,0.49302073488112047,PPO masked,1.0,1.0,0.013110675905242232,100.0
34.0,5.0,1.0,128.0,0.49302073488112047,Formula oracle,1.0,1.0,0.013110675905242232,100.0
34.0,5.0,1.0,128.0,0.49302073488112047,Fitted ESS,1.0,1.0,0.013110675905242232,100.0
34.0,5.0,1.0,128.0,0.49302073488112047,Effective-count transfer,1.0,1.0,0.013110675905242232,100.0
34.0,5.0,1.0,128.0,0.49302073488112047,Fixed ESS 0.1,0.0,0.0,0.019340882243863867,100.0
34.0,5.0,2.0,256.0,0.49302073488112047,Raw,0.0,0.0,0.009720419160795092,100.0
34.0,5.0,2.0,256.0,0.49302073488112047,PPO masked,1.0,1.0,0.00792285680717332,100.0
34.0,5.0,2.0,256.0,0.49302073488112047,Formula oracle,1.0,1.0,0.00792285680717332,100.0
34.0,5.0,2.0,256.0,0.49302073488112047,Fitted ESS,1.0,1.0,0.00792285680717332,100.0
34.0,5.0,2.0,256.0,0.49302073488112047,Effective-count transfer,1.0,1.0,0.00792285680717332,100.0
34.0,5.0,2.0,256.0,0.49302073488112047,Fixed ESS 0.1,0.0,0.0,0.009720419160795092,100.0
34.0,5.0,4.0,512.0,0.49302073488112047,Raw,0.0,1.0,0.00543216268510496,100.0
34.0,5.0,4.0,512.0,0.49302073488112047,PPO masked,1.0,0.0,0.00604114528136267,100.0
34.0,5.0,4.0,512.0,0.49302073488112047,Formula oracle,0.0,1.0,0.00543216268510496,100.0
34.0,5.0,4.0,512.0,0.49302073488112047,Fitted ESS,0.0,1.0,0.00543216268510496,100.0
34.0,5.0,4.0,512.0,0.49302073488112047,Effective-count transfer,0.0,1.0,0.00543216268510496,100.0
34.0,5.0,4.0,512.0,0.49302073488112047,Fixed ESS 0.1,0.0,1.0,0.00543216268510496,100.0
34.0,5.0,8.0,1024.0,0.49302073488112047,Raw,0.0,1.0,0.002818065123700671,100.0
34.0,5.0,8.0,1024.0,0.49302073488112047,PPO masked,1.0,0.0,0.004582838312613951,100.0
34.0,5.0,8.0,1024.0,0.49302073488112047,Formula oracle,0.0,1.0,0.002818065123700671,100.0
34.0,5.0,8.0,1024.0,0.49302073488112047,Fitted ESS,0.0,1.0,0.002818065123700671,100.0
34.0,5.0,8.0,1024.0,0.49302073488112047,Effective-count transfer,0.0,1.0,0.002818065123700671,100.0
34.0,5.0,8.0,1024.0,0.49302073488112047,Fixed ESS 0.1,0.0,1.0,0.002818065123700671,100.0
35.0,5.0,1.0,128.0,0.5767185197951137,Raw,0.0,0.0,0.022142444038640824,100.0
35.0,5.0,1.0,128.0,0.5767185197951137,PPO masked,1.0,1.0,0.01972212406922989,100.0
35.0,5.0,1.0,128.0,0.5767185197951137,Formula oracle,1.0,1.0,0.01972212406922989,100.0
35.0,5.0,1.0,128.0,0.5767185197951137,Fitted ESS,1.0,1.0,0.01972212406922989,100.0
35.0,5.0,1.0,128.0,0.5767185197951137,Effective-count transfer,1.0,1.0,0.01972212406922989,100.0
35.0,5.0,1.0,128.0,0.5767185197951137,Fixed ESS 0.1,0.0,0.0,0.022142444038640824,100.0
35.0,5.0,2.0,256.0,0.5767185197951137,Raw,0.0,0.0,0.011264971079225321,100.0
35.0,5.0,2.0,256.0,0.5767185197951137,PPO masked,1.0,1.0,0.011013879461302398,100.0
35.0,5.0,2.0,256.0,0.5767185197951137,Formula oracle,1.0,1.0,0.011013879461302398,100.0
35.0,5.0,2.0,256.0,0.5767185197951137,Fitted ESS,1.0,1.0,0.011013879461302398,100.0
35.0,5.0,2.0,256.0,0.5767185197951137,Effective-count transfer,0.0,0.0,0.011264971079225321,100.0
35.0,5.0,2.0,256.0,0.5767185197951137,Fixed ESS 0.1,0.0,0.0,0.011264971079225321,100.0
35.0,5.0,4.0,512.0,0.5767185197951137,Raw,0.0,1.0,0.005996392548934908,100.0
35.0,5.0,4.0,512.0,0.5767185197951137,PPO masked,1.0,0.0,0.00696097107842248,100.0
35.0,5.0,4.0,512.0,0.5767185197951137,Formula oracle,0.0,1.0,0.005996392548934908,100.0
35.0,5.0,4.0,512.0,0.5767185197951137,Fitted ESS,0.0,1.0,0.005996392548934908,100.0
35.0,5.0,4.0,512.0,0.5767185197951137,Effective-count transfer,0.0,1.0,0.005996392548934908,100.0
35.0,5.0,4.0,512.0,0.5767185197951137,Fixed ESS 0.1,0.0,1.0,0.005996392548934908,100.0
35.0,5.0,8.0,1024.0,0.5767185197951137,Raw,0.0,1.0,0.0031793955450081595,100.0
35.0,5.0,8.0,1024.0,0.5767185197951137,PPO masked,1.0,0.0,0.004531774437633589,100.0
35.0,5.0,8.0,1024.0,0.5767185197951137,Formula oracle,0.0,1.0,0.0031793955450081595,100.0
35.0,5.0,8.0,1024.0,0.5767185197951137,Fitted ESS,0.0,1.0,0.0031793955450081595,100.0
35.0,5.0,8.0,1024.0,0.5767185197951137,Effective-count transfer,0.0,1.0,0.0031793955450081595,100.0
35.0,5.0,8.0,1024.0,0.5767185197951137,Fixed ESS 0.1,0.0,1.0,0.0031793955450081595,100.0
38.0,5.0,1.0,128.0,0.4625412519766238,Raw,0.0,0.0,0.025915609199242396,100.0
38.0,5.0,1.0,128.0,0.4625412519766238,PPO masked,1.0,1.0,0.020998329341227494,100.0
38.0,5.0,1.0,128.0,0.4625412519766238,Formula oracle,1.0,1.0,0.020998329341227494,100.0
38.0,5.0,1.0,128.0,0.4625412519766238,Fitted ESS,1.0,1.0,0.020998329341227494,100.0
38.0,5.0,1.0,128.0,0.4625412519766238,Effective-count transfer,1.0,1.0,0.020998329341227494,100.0
38.0,5.0,1.0,128.0,0.4625412519766238,Fixed ESS 0.1,0.0,0.0,0.025915609199242396,100.0
38.0,5.0,2.0,256.0,0.4625412519766238,Raw,0.0,0.0,0.013195490010296771,100.0
38.0,5.0,2.0,256.0,0.4625412519766238,PPO masked,1.0,1.0,0.013311280838525863,100.0
38.0,5.0,2.0,256.0,0.4625412519766238,Formula oracle,1.0,1.0,0.013311280838525863,100.0
38.0,5.0,2.0,256.0,0.4625412519766238,Fitted ESS,1.0,1.0,0.013311280838525863,100.0
38.0,5.0,2.0,256.0,0.4625412519766238,Effective-count transfer,1.0,1.0,0.013311280838525863,100.0
38.0,5.0,2.0,256.0,0.4625412519766238,Fixed ESS 0.1,0.0,0.0,0.013195490010296771,100.0
38.0,5.0,4.0,512.0,0.4625412519766238,Raw,0.0,1.0,0.00730304880085496,100.0
38.0,5.0,4.0,512.0,0.4625412519766238,PPO masked,1.0,0.0,0.00908341136592469,100.0
38.0,5.0,4.0,512.0,0.4625412519766238,Formula oracle,0.0,1.0,0.00730304880085496,100.0
38.0,5.0,4.0,512.0,0.4625412519766238,Fitted ESS,0.0,1.0,0.00730304880085496,100.0
38.0,5.0,4.0,512.0,0.4625412519766238,Effective-count transfer,0.0,1.0,0.00730304880085496,100.0
38.0,5.0,4.0,512.0,0.4625412519766238,Fixed ESS 0.1,0.0,1.0,0.00730304880085496,100.0
38.0,5.0,8.0,1024.0,0.4625412519766238,Raw,0.0,1.0,0.0034728440729091454,100.0
38.0,5.0,8.0,1024.0,0.4625412519766238,PPO masked,1.0,0.0,0.00688261228441516,100.0
38.0,5.0,8.0,1024.0,0.4625412519766238,Formula oracle,0.0,1.0,0.0034728440729091454,100.0
38.0,5.0,8.0,1024.0,0.4625412519766238,Fitted ESS,0.0,1.0,0.0034728440729091454,100.0
38.0,5.0,8.0,1024.0,0.4625412519766238,Effective-count transfer,0.0,1.0,0.0034728440729091454,100.0
38.0,5.0,8.0,1024.0,0.4625412519766238,Fixed ESS 0.1,0.0,1.0,0.0034728440729091454,100.0
43.0,6.0,1.0,128.0,0.7217146092562535,Raw,0.0,0.0,0.007958271063783093,100.0
43.0,6.0,1.0,128.0,0.7217146092562535,PPO masked,1.0,1.0,0.006960347728924555,100.0
43.0,6.0,1.0,128.0,0.7217146092562535,Formula oracle,1.0,1.0,0.006960347728924555,100.0
43.0,6.0,1.0,128.0,0.7217146092562535,Fitted ESS,1.0,1.0,0.006960347728924555,100.0
43.0,6.0,1.0,128.0,0.7217146092562535,Effective-count transfer,1.0,1.0,0.006960347728924555,100.0
43.0,6.0,1.0,128.0,0.7217146092562535,Fixed ESS 0.1,0.0,0.0,0.007958271063783093,100.0
43.0,6.0,2.0,256.0,0.7217146092562535,Raw,0.0,0.0,0.003751912867096583,100.0
43.0,6.0,2.0,256.0,0.7217146092562535,PPO masked,1.0,1.0,0.0033088202540863675,100.0
43.0,6.0,2.0,256.0,0.7217146092562535,Formula oracle,1.0,1.0,0.0033088202540863675,100.0
43.0,6.0,2.0,256.0,0.7217146092562535,Fitted ESS,1.0,1.0,0.0033088202540863675,100.0
43.0,6.0,2.0,256.0,0.7217146092562535,Effective-count transfer,0.0,0.0,0.003751912867096583,100.0
43.0,6.0,2.0,256.0,0.7217146092562535,Fixed ESS 0.1,0.0,0.0,0.003751912867096583,100.0
43.0,6.0,4.0,512.0,0.7217146092562535,Raw,0.0,0.0,0.0017809328521365627,100.0
43.0,6.0,4.0,512.0,0.7217146092562535,PPO masked,1.0,1.0,0.00187762955357492,100.0
43.0,6.0,4.0,512.0,0.7217146092562535,Formula oracle,1.0,1.0,0.00187762955357492,100.0
43.0,6.0,4.0,512.0,0.7217146092562535,Fitted ESS,0.0,0.0,0.0017809328521365627,100.0
43.0,6.0,4.0,512.0,0.7217146092562535,Effective-count transfer,0.0,0.0,0.0017809328521365627,100.0
43.0,6.0,4.0,512.0,0.7217146092562535,Fixed ESS 0.1,0.0,0.0,0.0017809328521365627,100.0
43.0,6.0,8.0,1024.0,0.7217146092562535,Raw,0.0,1.0,0.0010430438521796793,100.0
43.0,6.0,8.0,1024.0,0.7217146092562535,PPO masked,1.0,0.0,0.0015372099535327535,100.0
43.0,6.0,8.0,1024.0,0.7217146092562535,Formula oracle,0.0,1.0,0.0010430438521796793,100.0
43.0,6.0,8.0,1024.0,0.7217146092562535,Fitted ESS,0.0,1.0,0.0010430438521796793,100.0
