initialization_scale,batch_size,epochs,updates,learning_rate,eta_max,initial_test_value,raw_final_test,ppo_final_test,final_raw_minus_ppo,max_early_raw_advantage,max_early_update,persistent_crossover_update,minimum_raw_rho,minimum_raw_effective_count,minimum_ppo_rho,raw_peak_drop,transition_visible,score
1.2,8,1,478,0.14,0.1723701304874997,0.8656612919933122,0.8681795767352467,0.8692094631970633,-0.0010298864618165648,-0.0004034814347161353,20,40,0.9686869327681504,7.7494954621452035,0.9882054746199941,0.00011754227843197018,0.0,0.06264050271004296
1.25,16,2,478,0.1,0.1723701304874997,0.8715592486144839,0.8736198561698609,0.8743129209171983,-0.0006930647473373241,-0.000138823944052624,20,40,0.9897729245363258,15.836366792581213,0.9964208787771487,0.00014907944331166156,0.0,0.055424080328470016
1.1,16,1,239,0.1,0.1723701304874997,0.8512308550922029,0.8538276167286692,0.8544590273835662,-0.0006314106548969134,-0.00014821987862423391,20,40,0.9880486762943275,15.80877882070924,0.9961205053734457,0.0,0.0,0.04831907762726795
1.25,16,1,239,0.14,0.1723701304874997,0.8715592486144839,0.8727686717005939,0.8734977121712552,-0.0007290404706612463,-0.0002875898630458895,20,40,0.9877403695533928,15.803845912854285,0.9957346405681399,0.0,0.0,0.04414506076153568
1.25,16,1,239,0.1,0.1723701304874997,0.8715592486144839,0.8725556763772392,0.8731154436154606,-0.0005597672382213759,-0.000138823944052624,20,40,0.9914055731400702,15.862489170241123,0.9968019824298121,0.0,0.0,0.04209432941687519
1.25,8,1,478,0.1,0.1723701304874997,0.8715592486144839,0.8729691139239035,0.8736064391398732,-0.0006373252159697085,-0.00023368469656748214,20,40,0.9813716519928348,7.850973215942679,0.9931901663794989,0.0,0.0,0.040364051940222634
1.25,8,2,956,0.1689227278777497,0.1723701304874997,0.8715592486144839,0.8781337600115812,0.8788577801251962,-0.0007240201136150537,-0.00034816717999408553,120,880,0.9615143593807245,7.692114875045796,0.9869392301910391,0.0003758715351457331,0.0,0.03758529336209682
1.15,8,1,478,0.1,0.1723701304874997,0.8589333429753235,0.8623199135636515,0.8627564766634155,-0.0004365630997640313,-9.947311666580472e-05,20,40,0.9759854357992243,7.807883486393794,0.9920632311609182,0.0,0.0,0.03370899830982266
1.2,8,1,478,0.1,0.1723701304874997,0.8656612919933122,0.8680905388013702,0.868617524969299,-0.000526986167928789,-0.0001988294764144749,20,40,0.9808243278507451,7.846594622805961,0.9921150217092816,0.0,0.0,0.032815669151431415
1.05,16,2,478,0.1689227278777497,0.1723701304874997,0.8423815621934049,0.8550065548357584,0.8532620919245719,0.0017444629111864618,0.0003262616910586491,60,-1,0.9810656262597808,15.697050020156492,0.9936686154400448,0.0,0.0,0.03262616910586491
1.05,8,2,956,0.1,0.1723701304874997,0.8423815621934049,0.8567068594658277,0.8545623100931049,0.0021445493727227927,0.0003069058917034573,120,-1,0.9736608105702809,7.789286484562247,0.9904424798899439,0.0,0.0,0.030690589170345728
1.25,16,1,239,0.1689227278777497,0.1723701304874997,0.8715592486144839,0.872880647701529,0.8736845925705156,-0.0008039448689866058,-0.0005426262136282167,40,60,0.9847501757940321,15.756002812704514,0.9941769547190338,0.0,0.0,0.026131865535838905
1.2,16,1,239,0.1,0.1723701304874997,0.8656612919933122,0.8672685764642811,0.8677281698530775,-0.00045959338879641987,-0.00020222949525228184,20,40,0.991750600886259,15.868009614180144,0.9966261287247395,0.0,0.0,0.025736389354413802
1.2,16,2,478,0.1,0.1723701304874997,0.8656612919933122,0.868796294950821,0.8692247244596107,-0.0004284295087897405,-0.00020222949525228184,20,40,0.987360189114946,15.797763025839137,0.9965031204898006,0.0,0.0,0.022620001353745867
1.15,16,2,478,0.1689227278777497,0.1723701304874997,0.8589333429753235,0.865484231863913,0.865900312472113,-0.0004160806081999757,-0.00019055502483222853,60,460,0.9818788936104728,15.710062297767564,0.993491435757347,0.00026172769078147695,0.0,0.02255255833677472
1.2,16,2,478,0.14,0.1723701304874997,0.8656612919933122,0.8699934797789446,0.8704006016213887,-0.00040712184244406924,-0.00020722273546602832,60,460,0.9831443095745966,15.730308953193546,0.9949259001546478,0.0,0.0,0.019989910697804092
